staid;metnostaid;souid;cn;elev;lon;lat;etrs_laea_x;etrs_laea_y;utm33_x;utm33_y;date;value;qcode;prid;dqc;sct;rep
3992;NA;120996;DE;54;13.99306;53.03306;4588738;3332315;432476;5876422;20200101;5.4;0;1;0;0.36;1.49269
3994;NA;121020;DE;42;13.43667;54.68167;4542639;3513689;399210;6060491;20200101;5.6;0;1;0;0.19;1.49269
3995;NA;121032;DE;27;10.14389;54.37556;4330353;3474359;184678;6036180;20200101;5.5;0;1;0;0.13;1.49269
3998;NA;121068;DE;5;10.27444;54.50028;4338785;3488263;194081;6049465;20200101;6.6;0;1;0;0.64;1.49269
4000;NA;121092;DE;81;11.93333;53.32417;4449819;3359064;295768;5912718;20200101;4.8;0;1;0;0;1.49269
4048;NA;121668;DE;3;9.01139;54.07083;4256270;3440882;108339;6008002;20200101;5;0;1;0;0.47;1.49269
4063;NA;121848;DE;18;9.31694;54.30083;4276522;3466245;130363;6031901;20200101;5.4;0;1;0;0.08;1.49269
4116;NA;122484;DE;2;9.24944;53.82917;4271573;3413802;121705;5979862;20200101;5.6;0;1;0;0.01;1.49269
4147;NA;122856;DE;27;9.50806;54.84889;4289389;3527131;147552;6091805;20200101;5.9;0;1;0;0.21;1.49269
4149;NA;122880;DE;9;13.68556;53.84306;4563510;3421263;413517;5966861;20200101;4.8;0;1;0;0.13;1.49269
4152;NA;122916;DE;58;12.10417;53.60694;4460274;3390838;308420;5943690;20200101;4.9;0;1;0;0.03;1.49269
4157;NA;122976;DE;27;10.68056;53.57444;4366087;3385411;214062;5944855;20200101;4.9;0;1;0;0.12;1.49269
4160;NA;123012;DE;12;13.9125;54.24556;4575968;3466781;429136;6011389;20200101;5.1;0;1;0;0.04;1.49269
4164;NA;123060;DE;34;12.32556;54.07306;4473233;3443133;325018;5994958;20200101;5.3;0;1;0;0.07;1.49269
4171;NA;123144;DE;56;13.93583;53.31667;4583178;3363626;429108;5908026;20200101;4.7;0;1;0;0.02;1.49269
4182;NA;123276;DE;3;9.89833;53.47917;4314249;3374602;161558;5937699;20200101;5.9;0;1;0;0.03;1.49269
4222;NA;123756;DE;1;13.10556;54.57667;4521813;3501047;377550;6049335;20200101;5.8;0;1;0;0.02;1.49269
4236;NA;123924;DE;10;9.53917;54.31278;4291000;3467460;144906;6032084;20200101;5.1;0;1;0;0.16;1.49269
4237;NA;123936;DE;10;10.67417;54.32056;4364879;3468434;218712;6027820;20200101;5.6;0;1;0;0.01;1.49269
4261;NA;124224;DE;21;9.56944;53.98944;4292754;3431466;144104;5996008;20200101;5.8;0;1;0;0.35;1.49269
4262;NA;124236;DE;21;9.52056;54.45667;4289897;3483480;144943;6048165;20200101;5.1;0;1;0;0.02;1.49269
4283;NA;124488;DE;12;11.43583;54.00083;4415165;3433583;266422;5989495;20200101;5.3;0;1;0;0.03;1.49269
4318;NA;124908;DE;40;12.41056;52.93806;4483043;3317070;325989;5868518;20200101;5.2;0;1;0;0.03;1.49269
4319;NA;124920;DE;40;12.28306;53.91667;4471010;3425648;321570;5977670;20200101;5.1;0;1;0;0.01;1.49269
4338;NA;125148;DE;7;8.94917;54.7925;4253385;3521241;111185;6088503;20200101;5.8;0;1;0;0;1.49269
4349;NA;125280;DE;20;11.48778;53.1025;4420647;3333701;264893;5889439;20200101;4.9;0;1;0;0.43;1.49269
4353;NA;125328;DE;3;12.71056;54.34056;4497290;3473760;351168;6023830;20200101;5.2;0;1;0;0.13;1.49269
4372;NA;125556;DE;5;10.70667;53.81056;4367557;3411702;217378;5970997;20200101;5.2;0;1;0;0.07;1.49269
4449;NA;126480;DE;77;13.04389;53.10306;4524816;3337015;369045;5885523;20200101;4.8;0;1;0;0;1.49269
4511;NA;127224;DE;1;10.87833;54.09056;4378483;3442983;230486;6001454;20200101;5.7;0;1;0;0;1.49269
4531;NA;127464;DE;40;13.47833;54.36556;4547048;3478676;401135;6025262;20200101;5;0;1;0;0.01;1.49269
4537;NA;127536;DE;13;9.87833;53.73444;4312970;3403012;162279;5966161;20200101;5.3;0;1;0;0.25;1.49269
4594;NA;128220;DE;5;8.60278;54.32944;4230085;3470097;84260;6039065;20200101;5.8;0;1;0;0.18;1.49269
4637;NA;128736;DE;21;11.73056;52.89278;4437465;3310730;280076;5865350;20200101;5.6;0;1;0;0.27;1.49269
4665;NA;129072;DE;1;9.60917;53.55278;4295094;3382858;143012;5947292;20200101;5.8;0;1;0;0;1.49269
4668;NA;129108;DE;40;9.80444;54.66667;4308378;3506763;165051;6070103;20200101;5;0;1;0;0.1;1.49269
4676;NA;129204;DE;38;12.55806;53.7625;4489685;3409105;339037;5959865;20200101;5.2;0;1;0;0.02;1.49269
4694;NA;129420;DE;10;12.76889;54.06806;4502261;3443598;354002;5993396;20200101;4.9;0;1;0;0.25;1.49269
4698;NA;129468;DE;69;13.30583;53.60194;4539785;3393250;387896;5940570;20200101;4.4;0;1;0;0.15;1.49269
4705;NA;129552;DE;1;14.06944;53.74583;4589356;3411811;438632;5955645;20200101;5.5;0;1;0;0.23;1.49269
4722;NA;129756;DE;39;10.23056;53.92139;4336150;3423833;186887;5985318;20200101;5.3;0;1;0;0.12;1.49269
4734;NA;129900;DE;70;12.66917;53.52139;4498009;3382554;345480;5932801;20200101;5;0;1;0;0.09;1.49269
4779;NA;130440;DE;66;12.49639;53.1875;4487848;3345009;332725;5896055;20200101;4.6;0;1;0;0.16;1.49269
4796;NA;130644;DE;51;13.32806;52.96806;4544523;3322840;387717;5870025;20200101;4.9;0;1;0;0.05;1.49269
4815;NA;130872;DE;45;10.68917;53.39306;4366851;3365232;213411;5924658;20200101;5.1;0;1;0;0.01;1.49269
4818;NA;130908;DE;2;10.02444;54.64083;4322579;3503871;179018;6066203;20200101;5.7;0;1;0;0.07;1.49269
4820;NA;130932;DE;15;11.19194;54.00417;4399166;3433664;250465;5990699;20200101;5.3;0;1;0;0.06;1.49269
4828;NA;131028;DE;62;10.47167;53.21528;4352511;3345333;197705;5905795;20200101;5.1;0;1;0;0.03;1.49269
4830;NA;131052;DE;14;9.80583;54.32083;4308362;3468277;162296;6031667;20200101;5.2;0;1;0;0.05;1.49269
4831;NA;131064;DE;50;14.37417;53.38556;4611871;3372952;458375;5915344;20200101;4.5;0;1;0;0.27;1.49269
4839;NA;131160;DE;26;10.35389;54.16667;4344119;3451161;196772;6012042;20200101;5;0;1;0;0.18;1.49269
4847;NA;131256;DE;16;13.04306;54.25028;4519331;3464581;372502;6013136;20200101;5.2;0;1;0;0.01;1.49269
4865;NA;131472;DE;1;13.82583;54.10639;4571159;3451011;423232;5995996;20200101;5.1;0;1;0;0.06;1.49269
4901;NA;131904;DE;5;9.04389;54.52806;4259082;3491730;114765;6058608;20200101;5.3;0;1;0;0.12;1.49269
4911;NA;132024;DE;115;13.4175;53.3175;4548678;3361969;394582;5908758;20200101;4.8;0;1;0;0;1.49269
4920;NA;132132;DE;82;13.84194;52.74583;4580319;3299845;421828;5844626;20200101;5.1;0;1;0;0.05;1.49269
4933;NA;132288;DE;17;9.92667;54.02056;4316193;3434847;167744;5997726;20200101;5.4;0;1;0;0.01;1.49269
4939;NA;132360;DE;77;9.93667;53.35667;4316783;3360966;163131;5923904;20200101;4.8;0;1;0;0.05;1.49269
5048;NA;133676;NO;39;7.70417;63.12528;4204614;4448830;132621;7020451;20200101;5.5;0;1;0;0.39;1.49269
5125;NA;134600;NO;3;5.29889;61.77056;4072086;4304899;-10576;6886836;20200101;4.8;0;1;0;3.31;1.49269
5164;NA;135129;SE;5;12.82;55.38;4499790;3589624;361881;6139242;20200101;6;0;1;0;0.05;1.49269
5169;NA;135144;SE;4;14.32;55.49;4594030;3606556;457033;6149530;20200101;5.4;0;1;0;0.14;1.49269
5170;NA;135147;SE;55;14.05;55.49;4576987;3605564;439974;6149730;20200101;5.2;0;1;0;0.08;1.49269
5173;NA;135156;SE;72;13.37;55.54;4533780;3608908;397141;6156091;20200101;5.2;0;1;0;0.03;1.49269
3509;NA;135162;SE;20;13.07306;55.57139;4514892;3611559;378502;6160063;20200101;5.7;0;1;0;0.11;1.49269
463;NA;135183;SE;73;13.2;55.7;4522243;3626206;386877;6174159;20200101;5.3;0;1;0;0.06;1.49269
5184;NA;135195;SE;114;13.67;55.86;4550840;3645399;416754;6191298;20200101;4.6;0;1;0;0.37;1.49269
5191;NA;135216;SE;3;15.7;55.95;4676901;3663664;543713;6200736;20200101;6.5;0;1;0;0.36;1.49269
5193;NA;135222;SE;10;14.15;56.33;4577757;3699249;447441;6243133;20200101;4.4;0;1;0;1.28;1.49269
5194;NA;135225;SE;55;14.85;56.01;4623468;3666431;490647;6207203;20200101;5.8;0;1;0;1.34;1.49269
5196;NA;135231;SE;43;12.77;56.03;4493764;3661779;361041;6211662;20200101;5.7;0;1;0;0.25;1.49269
5203;NA;135252;SE;2;15.59;56.15;4668270;3685317;536654;6222931;20200101;6.2;0;1;0;0.04;1.49269
1421;NA;135255;SE;50;14.85;56.18;4622155;3685308;490688;6226124;20200101;4.6;0;1;0;0.7;1.49269
5205;NA;135261;SE;2;16.39972;56.2;4717918;3695058;586843;6229221;20200101;5.9;0;1;0;0;1.49269
5208;NA;135270;SE;13;12.54;56.25;4478536;3685713;347585;6236626;20200101;6;0;1;0;0.38;1.49269
1419;NA;135273;SE;58;15.27;56.26;4647509;3696024;516726;6235050;20200101;4.7;0;1;0;0.12;1.49269
5209;NA;135276;SE;103;13.94;56.28;4565095;3692962;434370;6237749;20200101;4.3;0;1;0;1.41;1.49269
1417;NA;135279;SE;20;12.85;56.29;4497570;3690882;366927;6240434;20200101;4.5;0;1;0;1.03;1.49269
5211;NA;135285;SE;90;13.98;56.38;4566934;3704209;437012;6248841;20200101;3.4;0;1;0;0.07;1.49269
5214;NA;135294;SE;10;12.55;56.45;4478341;3707974;348997;6258857;20200101;5.9;0;1;0;0.41;1.49269
5217;NA;135303;SE;110;13.66;56.46;4546714;3712047;417425;6258083;20200101;1.9;0;1;0;3.14;1.49269
5222;NA;135318;SE;176;14.9;56.54;4622437;3725488;493850;6266187;20200101;3.8;0;1;0;1.12;1.49269
5230;NA;135342;SE;24;12.92;56.67;4500129;3733302;372539;6282586;20200101;4.2;0;1;0;0.47;1.49269
5233;NA;135351;SE;6;16.29;56.68;4706311;3747676;579033;6282509;20200101;5.1;0;1;0;0;1.49269
5242;NA;135378;SE;230;15.47;56.84;4654799;3761310;528674;6299674;20200101;2.2;0;1;0;0.46;1.49269
5243;NA;135384;SE;199;14.83;56.85;4615740;3759614;489631;6300702;20200101;3.3;0;1;0;0.7;1.49269
5244;NA;135387;SE;148;13.88;56.85;4557843;3756091;431691;6301248;20200101;2.9;0;1;0;0.18;1.49269
5248;NA;135399;SE;39;18.16639;56.92;4817602;3785802;692724;6312945;20200101;5;0;1;0;0.05;1.49269
3510;NA;135414;SE;130;13.0625;56.94944;4507492;3764728;382151;6313429;20200101;3.9;0;1;0;3.11;1.49269
5254;NA;135426;SE;20;12.27;57.11;4458669;3780785;334674;6332939;20200101;4.9;0;1;0;0;1.49269
5256;NA;135432;SE;122;12.78;57.11;4489582;3781876;365552;6331818;20200101;2.3;0;1;0;1.08;1.49269
5257;NA;135435;SE;250;14.69;57.12;4605178;3789024;481229;6330787;20200101;2.3;0;1;0;0.12;1.49269
5264;NA;135456;SE;154;12.7;57.23;4484212;3795030;361158;6345333;20200101;2.6;0;1;0;0.05;1.49269
5265;NA;135459;SE;25;18.38;57.24;4826217;3822680;703955;6349163;20200101;4.4;0;1;0;0.33;1.49269
5268;NA;135468;SE;20;16.41;57.27;4707568;3813724;585030;6348322;20200101;4.1;0;1;0;0.5;1.49269
5271;NA;135477;SE;169;14.14;57.29;4570765;3805851;448165;6349995;20200101;2.3;0;1;0;0.36;1.49269
3512;NA;135486;SE;2;11.90639;57.30389;4436028;3801703;313642;6355450;20200101;6.2;0;1;0;0.07;1.49269
5274;NA;135489;SE;2;17.1;57.37;4747885;3828725;626290;6360523;20200101;5.4;0;1;0;0.01;1.49269
1423;NA;135492;SE;4;17.1;57.37;4747885;3828725;626290;6360523;20200101;5.5;0;1;0;0.05;1.49269
3513;NA;135495;SE;95;15.80333;57.38444;4670010;3823294;548296;6360467;20200101;3.4;0;1;0;0.21;1.49269
5282;NA;135522;SE;5;18.99;57.44;4859881;3849231;739435;6373398;20200101;5.2;0;1;0;0.05;1.49269
5288;NA;135540;SE;356;14.47;57.5;4589131;3830366;468237;6373170;20200101;1.6;0;1;0;0.04;1.49269
5295;NA;135561;SE;12;11.61;57.63;4417301;3837529;297608;6392577;20200101;6.6;0;1;0;1.76;1.49269
5300;NA;135579;SE;42;18.34;57.66;4818174;3868827;699244;6395767;20200101;5.1;0;1;0;0.2;1.49269
5301;NA;135582;SE;150;12.3;57.67;4458410;3843104;338965;6395178;20200101;2.8;0;1;0;0.56;1.49269
462;NA;135591;SE;5;11.99417;57.71583;4439996;3847651;320958;6401046;20200101;4.7;0;1;0;0.18;1.49269
5304;NA;135594;SE;35;16.46;57.71;4705988;3862755;586992;6397361;20200101;4.7;0;1;0;0.01;1.49269
5309;NA;135609;SE;290;14.99;57.72;4618493;3856844;499404;6397538;20200101;2.4;0;1;0;0.02;1.49269
5310;NA;135612;SE;226;14.07;57.75;4563524;3856699;444647;6401257;20200101;2.8;0;1;0;0.01;1.49269
1422;NA;135615;SE;135;12.95;57.76;4496791;3854532;378028;6403837;20200101;2.3;0;1;0;0.01;1.49269
5311;NA;135618;SE;175;13.47;57.77;4527695;3857035;408988;6404132;20200101;2.6;0;1;0;0.01;1.49269
5312;NA;135627;SE;297;13.17;57.78;4509788;3857316;391176;6405688;20200101;2.2;0;1;0;0;1.49269
5316;NA;135639;SE;21;11.86;57.84;4431619;3861241;313610;6415223;20200101;3.6;0;1;0;0.96;1.49269
5317;NA;135642;SE;225;14.43;57.84;4584300;3867967;466158;6411040;20200101;2.5;0;1;0;0.57;1.49269
5321;NA;135654;SE;90;15.87;57.89;4669214;3879679;551582;6416795;20200101;4.6;0;1;0;0.56;1.49269
5325;NA;135666;SE;13;18.96;57.92;4851150;3902011;734513;6426675;20200101;5.6;0;1;0;0.54;1.49269
5337;NA;135702;SE;5;11.65;58.06;4418543;3885396;302365;6440295;20200101;4.4;0;1;0;0.86;1.49269
5338;NA;135705;SE;195;15.24;58.07;4630396;3896741;514158;6436529;20200101;3.7;0;1;0;0.15;1.49269
5342;NA;135717;SE;16;11.33;58.09;4399564;3888337;283679;6444614;20200101;6.5;0;1;0;0.53;1.49269
5343;NA;135723;SE;94;14.41;58.1;4581254;3896758;465223;6439996;20200101;4.8;0;1;0;0.89;1.49269
5346;NA;135732;SE;90;12.65;58.16;4477204;3898289;361731;6448933;20200101;2.6;0;1;0;0.09;1.49269
3515;NA;135756;SE;14;17.01056;58.25056;4732540;3925699;618000;6458367;20200101;5;0;1;0;0;1.49269
5356;NA;135765;SE;119;15.24;58.29;4628524;3921145;514071;6461023;20200101;3.9;0;1;0;0.02;1.49269
5359;NA;135774;SE;70;13.04;58.32;4499387;3916983;385191;6466009;20200101;2.9;0;1;0;0.25;1.49269
5364;NA;135789;SE;50;12.36;58.36;4459350;3919919;345545;6471822;20200101;2.5;0;1;0;1.88;1.49269
3516;NA;135810;SE;16;19.1975;58.39417;4858040;3956128;745280;6480253;20200101;4.6;0;1;0;0.07;1.49269
5370;NA;135813;SE;150;13.84;58.39;4545846;3927020;432183;6472716;20200101;3.8;0;1;0;0.27;1.49269
5372;NA;135819;SE;115;13.45;58.4;4522976;3926964;409410;6474289;20200101;2.5;0;1;0;1.27;1.49269
5;NA;135825;SE;93;15.53306;58.4;4644693;3934642;531156;6473368;20200101;3.8;0;1;0;0.08;1.49269
1416;NA;135834;SE;54;12.7075;58.43556;4479378;3929038;366158;6479486;20200101;3.8;0;1;0;0.43;1.49269
5380;NA;135852;SE;95;14.51;58.52;4584065;3943746;471458;6486710;20200101;4.5;0;1;0;0.01;1.49269
5387;NA;135873;SE;91;14.57;58.57;4587187;3949518;474988;6492253;20200101;4.7;0;1;0;0.21;1.49269
5388;NA;135876;SE;22;11.07;58.58;4383354;3942561;271551;6499976;20200101;6.5;0;1;0;0.58;1.68058
5390;NA;135882;SE;21;16.14972;58.58;4678867;3957544;566855;6493859;20200101;3.9;0;1;0;0.21;1.49269
5395;NA;135897;SE;174;12.2;58.61;4449078;3947405;337348;6500020;20200101;2.9;0;1;0;0.76;1.53027
5397;NA;135903;SE;72;15.44;58.63;4637223;3959729;525550;6498937;20200101;4;0;1;0;0;1.49269
5402;NA;135918;SE;10;17.12;58.68;4733963;3973869;622914;6506364;20200101;4.5;0;1;0;0.03;1.49269
5403;NA;135921;SE;153;16.30972;58.69;4687017;3970545;575919;6506276;20200101;3.4;0;1;0;0.08;1.49269
5404;NA;135924;SE;53;13.11;58.7;4501565;3959377;390481;6508191;20200101;4.2;0;1;0;0.33;1.49269
5405;NA;135927;SE;50;13.82;58.71;4542683;3962492;431639;6508363;20200101;5.1;0;1;0;0.85;1.49269
5407;NA;135933;SE;225;15.03;58.72;4612699;3967962;501738;6508875;20200101;3.3;0;1;0;0.12;1.49269
5409;NA;135942;SE;18;17.87;58.74;4776496;3985080;666097;6514659;20200101;4.8;0;1;0;0.14;1.49269
5417;NA;135966;SE;215;15.13;58.81;4617733;3978358;507510;6518903;20200101;2.8;0;1;0;0.04;1.49269
5421;NA;135978;SE;211;14.39;58.88;4574496;3983265;464833;6526850;20200101;2.9;0;1;0;0.25;1.49269
3514;NA;135984;SE;33;11.00583;58.8925;4379101;3977248;269898;6534953;20200101;5.7;0;1;0;0.33;2
5436;NA;136026;SE;19;16.39972;59.06;4688352;4011993;580274;6547574;20200101;3.6;0;1;0;0.27;1.49269
1413;NA;136032;SE;4;18.12;59.07;4786515;4023173;678846;6552025;20200101;4.3;0;1;0;0.15;1.49269
5439;NA;136038;SE;105;14.37;59.1;4571769;4007610;463910;6551357;20200101;2.2;0;1;0;2.64;1.49269
5441;NA;136044;SE;50;12.94;59.14;4489585;4007836;382141;6557460;20200101;2.4;0;1;0;1.56;1.65971
3518;NA;136053;SE;45;17.9125;59.17889;4773267;4033867;666427;6563605;20200101;3.9;0;1;0;0.01;1.49269
5444;NA;136056;SE;40;17.63;59.19;4757055;4033330;650241;6564171;20200101;3.8;0;1;0;0.05;1.49269
5447;NA;136065;SE;170;12.08;59.22;4440018;4014986;333345;6568199;20200101;0.8;0;1;0;0.07;2
5448;NA;136068;SE;53;15.05;59.23;4609642;4024611;502853;6565664;20200101;4.5;0;1;0;1.66;1.49269
5458;NA;136101;SE;16;18.71;59.3;4816867;4052565;711220;6579341;20200101;4;0;1;0;0.08;1.49269
3517;NA;136107;SE;219;14.89833;59.3;4600427;4031768;494210;6573462;20200101;2.1;0;1;0;0;1.49269
5461;NA;136113;SE;82;14.1;59.31;4554884;4029996;448759;6574918;20200101;2.4;0;1;0;0.66;1.49269
10;NA;136122;SE;44;18.05;59.35;4778829;4053657;673409;6582998;20200101;4.4;0;1;0;0.59;1.49269
5464;NA;136125;SE;44;18.05972;59.34;4779512;4052615;674012;6581910;20200101;4.3;0;1;0;0.35;1.49269
5466;NA;136131;SE;15;16.45;59.38;4687845;4047690;582382;6583264;20200101;3.8;0;1;0;0.01;1.49269
3519;NA;136134;SE;14;17.95139;59.35333;4773205;4053394;667788;6583116;20200101;4;0;1;0;0.41;1.49269
5467;NA;136137;SE;6;17.52;59.36;4748700;4051460;643243;6582850;20200101;4.2;0;1;0;0;1.49269
7;NA;136140;SE;107;13.3375;59.44444;4510691;4042649;405726;6590721;20200101;2.6;0;1;0;1.91;1.70981
5477;NA;136173;SE;12;19.51;59.44;4859923;4073837;755669;6597719;20200101;4.4;0;1;0;0.04;1.49269
1414;NA;136176;SE;12;19.50556;59.44417;4859608;4074262;755386;6598166;20200101;4.5;0;1;0;0;1.49269
5484;NA;136197;SE;10;16.63;59.59;4695760;4071879;592034;6606881;20200101;3.8;0;1;0;0.01;1.49269
5490;NA;136215;SE;42;17.95;59.63;4769514;4083958;666342;6613902;20200101;3.2;0;1;0;0.3;1.49269
5492;NA;136221;SE;26;17.11;59.66;4721970;4082248;618883;6615437;20200101;3.7;0;1;0;0;1.49269
5495;NA;136230;SE;133;14.18;59.66;4557035;4069101;453795;6613833;20200101;1.9;0;1;0;0.11;2
5498;NA;136239;SE;66;12.64;59.67;4470092;4066036;367074;6617024;20200101;0.2;0;1;0;3.51;2
5504;NA;136257;SE;15;19.41;59.75;4849502;4107255;747712;6631811;20200101;4.6;0;1;0;0.05;1.49269
5507;NA;136266;SE;15;18.63;59.83;4804823;4110512;703443;6638053;20200101;3.7;0;1;0;0.04;1.49269
5511;NA;136281;SE;13;17.63;59.86;4748654;4107400;647289;6638744;20200101;3.7;0;1;0;0;1.49269
5513;NA;136287;SE;110;13.12;59.86;4496203;4088232;394705;6637314;20200101;2.8;0;1;0;2.62;2
5515;NA;136293;SE;289;15.26;59.87;4616082;4096433;514559;6636962;20200101;1.6;0;1;0;0.37;1.88935
5517;NA;136299;SE;21;17.59;59.9;4745921;4111581;644875;6643108;20200101;3.7;0;1;0;0.04;1.49269
5518;NA;136302;SE;60;16.66;59.9;4694048;4106349;592864;6641438;20200101;3;0;1;0;0.47;1.49269
5519;NA;136305;SE;57;16.69;59.91;4695613;4107614;594513;6642594;20200101;3.8;0;1;0;0.33;1.49269
5520;NA;136308;SE;205;14.95;59.95;4598072;4104052;497207;6645844;20200101;1.8;0;1;0;0.23;1.96868
5524;NA;136320;SE;100;16.30972;60.1;4672407;4126698;572829;6663270;20200101;3.3;0;1;0;0.05;1.49269
5528;NA;136332;SE;305;14.4;60.14;4565953;4123098;466675;6667154;20200101;0.6;0;1;0;0.44;2
5529;NA;136335;SE;100;16.17;60.14;4664241;4130442;564982;6667578;20200101;3.2;0;1;0;0;1.49269
5530;NA;136338;SE;190;13.8;60.15;4532528;4122276;433372;6668722;20200101;-1.4;0;1;0;6.51;2
5531;NA;136341;SE;187;13.8;60.15;4532528;4122276;433372;6668722;20200101;-1.2;0;1;0;5.77;2
5534;NA;136350;SE;15;18.23;60.18;4777766;4146495;679134;6675840;20200101;3.3;0;1;0;0.1;1.49269
3522;NA;136362;SE;33;17.90778;60.23639;4759234;4150687;660996;6681285;20200101;3.2;0;1;0;0.01;1.49269
5538;NA;136365;SE;56;16.98;60.27;4707639;4149000;609528;6683125;20200101;3.3;0;1;0;0.01;1.49269
5547;NA;136392;SE;492;15.14;60.38;4605028;4152470;507719;6693740;20200101;-0.6;0;1;0;0.31;1.90605
3520;NA;136395;SE;152;15.50778;60.42917;4624856;4159445;527955;6699316;20200101;2.9;0;1;0;0.29;1.49269
5555;NA;136419;SE;8;18.38;60.53;4781191;4186102;685449;6715203;20200101;3.7;0;1;0;0.04;1.49269
2;NA;136437;SE;160;15.61667;60.61667;4629101;4180685;533754;6720249;20200101;2.5;0;1;0;0.01;1.49269
5564;NA;136452;SE;306;13.71;60.68;4524262;4180818;429532;6727837;20200101;1.4;0;1;0;4.66;2
5566;NA;136458;SE;16;17.16;60.72;4712228;4199748;617838;6733538;20200101;3.8;0;1;0;0.01;1.49269
5567;NA;136461;SE;175;15.02;60.73;4595493;4190785;501091;6732714;20200101;1.9;0;1;0;0.1;2
5568;NA;136464;SE;5;17.57;60.73;4734406;4203186;640154;6735457;20200101;4;0;1;0;0;1.49269
5573;NA;136479;SE;230;12.58;60.91;4461404;4203599;368763;6755185;20200101;-4.3;0;1;0;7.43;2
5575;NA;136485;SE;196;14.51;60.96;4565927;4214405;473465;6758431;20200101;2;0;1;0;0.52;2
3521;NA;136488;SE;162;16.43083;60.96167;4669936;4222659;577477;6759363;20200101;2.3;0;1;0;0.04;1.49269
5587;NA;136524;SE;252;14.04;61.25;4538481;4245019;448487;6791012;20200101;0.1;0;1;0;0.03;2
5591;NA;136536;SE;184;15.72;61.36;4627669;4263443;538500;6803099;20200101;2;0;1;0;0.12;1.49269
5602;NA;136569;SE;454;14.99;61.66;4586107;4293705;499470;6836305;20200101;-0.1;0;1;0;0.03;1.65553
5604;NA;136575;SE;425;13.19;61.69;4490415;4291486;404244;6840978;20200101;-2.6;0;1;0;1.17;2
3523;NA;136581;SE;8;17.52472;61.70306;4719726;4310401;633500;6843691;20200101;3.7;0;1;0;0.02;1.49269
5606;NA;136584;SE;115;16.18;61.71;4648638;4304241;562389;6842440;20200101;1.3;0;1;0;1.23;1.49269
5607;NA;136587;SE;10;17.1;61.73;4696992;4311043;610951;6845894;20200101;3.3;0;1;0;0.01;1.49269
5609;NA;136593;SE;70;16.54;61.83;4666344;4319230;581105;6856203;20200101;2.5;0;1;0;0.19;1.49269
5615;NA;136611;SE;869;12.86;61.89;4471941;4312920;387523;6863779;20200101;-2.9;0;1;0;0.03;2
5618;NA;136623;SE;362;14.41;62.05;4552454;4334865;469148;6879891;20200101;0.8;0;1;0;0.89;1.49269
5619;NA;136626;SE;566;13.61;62.09;4510272;4336909;427414;6884984;20200101;-1.7;0;1;0;0.08;1.83507
5623;NA;136638;SE;260;14.95;62.18;4579659;4351142;497397;6894234;20200101;1.6;0;1;0;0.9;1.49269
5624;NA;136641;SE;17;17.73972;62.22;4724345;4368686;642433;6901702;20200101;3.4;0;1;0;0.06;1.49269
5630;NA;136659;SE;410;13.67;62.41;4511434;4372539;431280;6920563;20200101;-1;0;1;0;1.62;1.49269
3524;NA;136665;SE;723;12.67028;62.45028;4459412;4374668;379799;6926510;20200101;-1.7;0;1;0;0.05;1.53445
5632;NA;136668;SE;99;16.28;62.49;4645681;4390955;565961;6929422;20200101;0.7;0;1;0;2.81;1.49269
5633;NA;136671;SE;802;14.16;62.5;4536194;4383924;456727;6930164;20200101;-2.4;0;1;0;0.06;1.49269
