staid;metnostaid;souid;cn;elev;lon;lat;etrs_laea_x;etrs_laea_y;utm33_x;utm33_y;date;value;qcode;prid;dqc;sct;rep
3526;NA;136683;SE;4;17.44083;62.52444;4705020;4400609;625619;6934980;20200101;3.2;0;1;0;0.03;1.49269
5638;NA;136689;SE;585;12.6;62.55;4455333;4385590;376587;6937747;20200101;-0.5;0;1;0;0.42;1.49269
466;NA;136698;SE;15;17.93306;62.63306;4728845;4415364;650391;6948126;20200101;3.4;0;1;0;0.21;1.49269
5641;NA;136701;SE;17;18.09;62.64;4736777;4417050;658396;6949275;20200101;3.2;0;1;0;0.12;1.49269
5645;NA;136713;SE;343;15.09;62.75;4582061;4414755;504598;6957739;20200101;0.3;0;1;0;0.87;1.49269
5646;NA;136716;SE;467;13.85;62.76;4518485;4411817;441274;6959374;20200101;0.8;0;1;0;1.19;1.49269
5655;NA;136743;SE;1030;12.28;63.04;4436914;4439350;362444;6992957;20200101;-3.8;0;1;0;0;1.49269
5659;NA;136755;SE;592;13.75;63.08;4511326;4446989;436861;6995117;20200101;-0.2;0;1;0;0.12;1.49269
5660;NA;136758;SE;141;18.26;63.13;4738615;4472061;664340;7004246;20200101;1.4;0;1;0;0.1;1.49269
1426;NA;136764;SE;120;16.98972;63.14;4674547;4466182;600290;7002741;20200101;1.8;0;1;0;0.15;1.49269
5662;NA;136767;SE;183;16.17;63.16;4633010;4464503;558936;7003953;20200101;1.8;0;1;0;1.4;1.49269
5663;NA;136770;SE;320;14.37;63.15;4542229;4456558;468253;7002458;20200101;1.9;0;1;0;1.07;1.49269
5666;NA;136782;SE;1090;12.18;63.19;4431276;4455818;358123;7009876;20200101;-4.4;0;1;0;0.38;1.49269
3531;NA;136788;SE;11;19.02028;63.18833;4775921;4483212;702226;7012909;20200101;1.8;0;1;0;0.07;1.49269
3528;NA;136794;SE;376;14.48639;63.1975;4547749;4462188;474160;7007698;20200101;1;0;1;0;0;1.49269
5674;NA;136815;SE;400;13.65;63.32;4504766;4473305;432372;7021955;20200101;0.3;0;1;0;0.51;1.49269
5682;NA;136839;SE;108;19;63.41;4771517;4507468;699666;7037508;20200101;0.4;0;1;0;0.22;1.49269
5684;NA;136845;SE;6;19.68;63.44;4804815;4515300;733323;7043144;20200101;0.9;0;1;0;0;1.49269
5690;NA;136863;SE;182;18.55;63.65;4745635;4531066;675739;7062894;20200101;-0.2;0;1;0;0.01;1.49269
5692;NA;136869;SE;362;14.61;63.68;4550197;4515984;480706;7061415;20200101;0.5;0;1;0;0.05;1.49269
3529;NA;136875;SE;214;16.95306;63.685;4666252;4526145;596591;7063389;20200101;-0.8;0;1;0;1.23;1.49269
5696;NA;136887;SE;375;15.33;63.77;4585099;4528473;516274;7071427;20200101;-0.3;0;1;0;0.05;1.49269
5698;NA;136893;SE;14;20.29;63.79;4828923;4558043;760459;7084412;20200101;-0.7;0;1;0;0.82;1.49269
3532;NA;136896;SE;6;20.86917;63.80806;4856911;4564343;788732;7088912;20200101;-0.2;0;1;0;0.01;1.49269
5701;NA;136905;SE;717;13.5;63.84;4494117;4530506;426218;7080052;20200101;-1.9;0;1;0;0.12;1.49269
5707;NA;136923;SE;425;12.87;63.98;4462292;4544595;395757;7096527;20200101;0;0;1;0;0.05;1.49269
5708;NA;136926;SE;615;14.67;64;4550621;4551579;483859;7097056;20200101;-1.4;0;1;0;0;1.49269
5710;NA;136932;SE;327;18.37;64.08;4730602;4577320;664304;7110276;20200101;-1.2;0;1;0;1.36;1.49269
5712;NA;136938;SE;241;16.23972;64.09;4626630;4567529;560439;7107631;20200101;-0.6;0;1;0;0;1.49269
5714;NA;136944;SE;237;19.72;64.2;4794203;4599036;729053;7127802;20200101;-1.9;0;1;0;0.15;1.49269
5715;NA;136947;SE;310;17.37;64.16;4680885;4580630;615238;7116989;20200101;-1.2;0;1;0;0.02;1.49269
5716;NA;136950;SE;307;17.32;64.17;4678329;4581476;612767;7118013;20200101;-1.2;0;1;0;0.02;1.49269
5718;NA;136956;SE;310;15.56;64.22;4592186;4579084;527175;7121649;20200101;-0.6;0;1;0;0.02;1.49269
3535;NA;136986;SE;40;21.57917;64.48083;4878246;4643521;815822;7166985;20200101;-1.2;0;1;0;0.01;1.49269
3534;NA;136995;SE;550;14.22389;64.50556;4525056;4606109;462727;7153579;20200101;-1.4;0;1;0;0.01;1.49269
5729;NA;136998;SE;210;18.72;64.55;4740605;4631098;678289;7163533;20200101;-1.7;0;1;0;0;1.49269
5731;NA;137004;SE;258;19.7;64.56972;4787092;4639481;725036;7168844;20200101;-3.6;0;1;0;3.2;1.49269
5732;NA;137007;SE;348;16.84;64.58;4650178;4624320;588119;7162926;20200101;-1.9;0;1;0;0.12;1.49269
5733;NA;137013;SE;48;21.07;64.62;4851352;4654772;789957;7180000;20200101;-1.4;0;1;0;1.34;1.61795
5737;NA;137025;SE;360;13.96;64.73;4510795;4630189;450464;7178771;20200101;-0.5;0;1;0;0.02;1.49269
5745;NA;137049;SE;309;19.38;64.93;4766018;4676933;706957;7207823;20200101;-2.7;0;1;0;0.1;1.49269
5748;NA;137061;SE;251;17.7;65.01;4685679;4675973;627245;7212287;20200101;-1.4;0;1;0;0.68;1.55115
5754;NA;137082;SE;1036;14.51;65.09;4534314;4671578;476971;7218574;20200101;-5.7;0;1;0;1.88;1.49269
5758;NA;137094;SE;363;18.6;65.15;4725984;4696341;668740;7229984;20200101;-3.5;0;1;0;0.02;2
5759;NA;137097;SE;320;18.75;65.19;4732400;4701615;675499;7234846;20200101;-3.3;0;1;0;0.46;2
5764;NA;137112;SE;9;21.49;65.31972;4857434;4734483;801962;7259650;20200101;-1.8;0;1;0;0.01;2
5765;NA;137115;SE;395;19.67;65.28;4773839;4717202;717757;7247728;20200101;-4.7;0;1;0;0.13;2
5767;NA;137121;SE;1;22.37;65.31;4898230;4740463;842894;7263079;20200101;-1.5;0;1;0;0.02;2
5769;NA;137127;SE;577;15.07;65.33;4558644;4699902;503260;7245235;20200101;-2.7;0;1;0;0.2;1.50522
5774;NA;137142;SE;360;17.55;65.54;4671693;4733537;617791;7271025;20200101;-4;0;1;0;0.21;2
1412;NA;137148;SE;17;22.11917;65.54306;4881793;4763816;828328;7287579;20200101;-2.9;0;1;0;0;2
5776;NA;137151;SE;393;17.86;65.56;4685748;4737331;632002;7273868;20200101;-3.6;0;1;0;0.07;2
5778;NA;137157;SE;382;19.27;65.59972;4750118;4749738;696713;7281975;20200101;-3.7;0;1;0;0.53;2
5780;NA;137163;SE;40;21.07;65.67;4831326;4769593;778707;7296597;20200101;-4.2;0;1;0;0.89;2
5784;NA;137175;SE;4;23.1;65.7;4923014;4789109;871123;7310434;20200101;-2.1;0;1;0;0;2
5790;NA;137193;SE;793;15.06;65.78;4554228;4749549;502747;7295390;20200101;-4;0;1;0;0.22;2
3537;NA;137202;SE;458;15.08528;65.80778;4555146;4752700;503900;7298487;20200101;-1;0;1;0;0.18;2
5792;NA;137205;SE;25;21.64;65.81972;4854302;4790223;803041;7315859;20200101;-3;0;1;0;0.33;2
5794;NA;137211;SE;16;24.12;65.81972;4966226;4811265;915672;7330081;20200101;-4.9;0;1;0;0.32;1.95616
5797;NA;137223;SE;182;20.15;65.87972;4785601;4786083;734630;7316136;20200101;-4.1;0;1;0;0.79;2
5798;NA;137226;SE;180;20.13;65.87972;4784693;4785949;733721;7316062;20200101;-4.1;0;1;0;0.88;2
5804;NA;137244;SE;370;18.92;65.98972;4727990;4790427;677894;7324326;20200101;-6.3;0;1;0;0.63;2
1428;NA;137247;SE;431;17.84306;66.05222;4678266;4791370;628737;7328651;20200101;-5;0;1;0;0.01;2
5807;NA;137256;SE;61;22.85;66.26;4899216;4847871;851906;7371004;20200101;-7.5;0;1;0;0.09;2
5809;NA;137262;SE;185;21.13;66.28;4822287;4836668;774810;7364596;20200101;-10;0;1;0;2.22;2
5810;NA;137265;SE;581;19.2;66.3;4735713;4826118;688267;7359672;20200101;-6.9;0;1;0;0.04;2
5813;NA;137274;SE;70;23.65;66.37972;4931838;4867732;885748;7388982;20200101;-7;0;1;0;0.79;2
1427;NA;137277;SE;430;17;66.37972;4636033;4823312;589409;7363666;20200101;-3;0;1;0;1.01;2
3538;NA;137292;SE;275;20.13083;66.49889;4773824;4853723;728105;7384894;20200101;-5.9;0;1;0;3.02;2
5822;NA;137310;SE;132;23.47;66.62;4918277;4892227;874131;7414464;20200101;-10;0;1;0;0.97;2
5824;NA;137316;SE;614;16.11;66.68;4592905;4852607;549032;7396144;20200101;-3.4;0;1;0;0.12;2
5826;NA;137322;SE;164;22.9;66.73;4890887;4899367;847515;7423337;20200101;-7.5;0;1;0;0.78;2
5828;NA;137328;SE;327;20.93;66.75;4804418;4886566;760894;7415930;20200101;-12.4;0;1;0;9.5;2
5832;NA;137340;SE;228;22.34;66.81;4864746;4903562;821928;7429188;20200101;-8.2;0;1;0;0.08;2
5835;NA;137349;SE;320;18.02;66.89;4674559;4884323;632232;7422324;20200101;-7.7;0;1;0;4;2
5839;NA;137361;SE;359;20.65;67.14;4784887;4927236;744659;7458114;20200101;-6.7;0;1;0;0.83;2
5842;NA;137370;SE;400;20.67;67.17;4785189;4930646;745218;7461526;20200101;-6.1;0;1;0;1.92;2
3539;NA;137373;SE;171;23.39528;67.205;4901341;4955038;862059;7478744;20200101;-7.4;0;1;0;0.23;2
5843;NA;137379;SE;453;20.27;67.26;4766323;4937848;727104;7470006;20200101;-9.6;0;1;0;2.86;2
5845;NA;137385;SE;240;22.23;67.34;4848624;4960360;810257;7487378;20200101;-5.9;0;1;0;2.3;2
5847;NA;137391;SE;376;18.72;67.4;4697431;4943964;659453;7480753;20200101;-3.7;0;1;0;1.6;2
5848;NA;137394;SE;425;18.29;67.5;4677520;4952649;640446;7490847;20200101;-3.3;0;1;0;1.43;2
1430;NA;137403;SE;250;21.63;67.68;4816096;4992916;780543;7522225;20200101;-9.2;0;1;0;0.97;2
5852;NA;137409;SE;532;17.46972;67.73;4639389;4973884;604425;7514845;20200101;-5;0;1;0;0.23;2
5853;NA;137412;SE;312;22.83;67.73;4865383;5007384;830406;7533697;20200101;-10.3;0;1;0;2.75;2
5854;NA;137415;SE;315;22.35;67.76;4844630;5006928;809837;7534534;20200101;-8.4;0;1;0;0;2
5855;NA;137418;SE;459;20.34;67.83;4758970;5000555;724641;7533614;20200101;-7.4;0;1;0;0.01;2
5858;NA;137427;SE;466;19.03;67.84972;4703575;4994928;669465;7531633;20200101;-8.2;0;1;0;4.25;2
5859;NA;137430;SE;335;21.07;67.89;4788414;5011887;754617;7543111;20200101;-7.9;0;1;0;0.11;2
5860;NA;137433;SE;1150;18.61;67.91;4684978;4999259;651429;7537252;20200101;-7.9;0;1;0;0.43;2
5864;NA;137445;SE;493;19.84;68.06972;4733806;5023657;701553;7558541;20200101;-6.4;0;1;0;0.29;2
5867;NA;137454;SE;388;18.82;68.36;4686782;5049645;657125;7587873;20200101;-3.2;0;1;0;1.16;2
5869;NA;137460;SE;516;18.17;68.42;4659113;5052897;630067;7593039;20200101;-4.4;0;1;0;0.01;2
5873;NA;137478;SE;330;22.45;68.44;4833891;5081520;804893;7610390;20200101;-8.8;0;1;0;2.17;2
5874;NA;137481;SE;402;21.53;68.68;4791532;5101023;764532;7632743;20200101;-11.9;0;1;0;3.24;2
6938;NA;141803;FI;5;19.90667;60.12444;4871076;4152285;772486;6675397;20200101;4.5;0;1;0;0.01;1.49269
6939;NA;141808;FI;9;21.37083;59.78417;4957978;4127131;857298;6644567;20200101;4.4;0;1;0;0;1.49269
6940;NA;141813;FI;8;19.9575;59.95917;4876591;4134484;776686;6657236;20200101;5;0;1;0;0.2;1.49269
6948;NA;141853;FI;11;19.98944;60.17806;4874753;4158832;776626;6681701;20200101;4.2;0;1;0;0.02;1.49269
6950;NA;141863;FI;3;19.135;60.30083;4825857;4165971;728442;6692080;20200101;4.6;0;1;0;0.03;1.49269
6952;NA;141873;FI;4;20.35556;59.50556;4906343;4087753;802952;6608562;20200101;5.1;0;1;0;0.19;1.49269
6955;NA;141888;FI;4;21.70278;60.11167;4970068;4166088;872176;6682754;20200101;4;0;1;0;0;1.49269
6959;NA;141908;FI;23;20.75056;60.25806;4915156;4173802;817980;6694023;20200101;4.1;0;1;0;0.16;1.49269
6962;NA;141923;FI;5;22.95167;59.77333;5045676;4141131;945846;6652965;20200101;3.4;0;1;0;0;1.49269
6964;NA;141933;FI;6;22.55444;60.38667;5011045;4204283;915823;6718359;20200101;2.2;0;1;0;0.52;1.49269
6975;NA;141988;FI;8;22.19667;59.86917;5002017;4144135;902470;6658745;20200101;4;0;1;0;0.26;1.49269
6976;NA;141993;FI;11;22.91556;59.80833;5042939;4144591;943362;6656601;20200101;3.4;0;1;0;0.05;1.49269
6977;NA;141998;FI;4;22.09944;60.37778;4986507;4198949;890953;6714581;20200101;3.5;0;1;0;0.01;1.49269
6979;NA;142008;FI;8;22.18167;60.45417;4989439;4208095;894541;6723546;20200101;2.6;0;1;0;0.2;1.49269
6980;NA;142013;FI;13;22.76056;60.17139;5026762;4182755;929957;6695817;20200101;2.6;0;1;0;0.01;1.49269
6982;NA;142023;FI;3;23.25167;59.84389;5060698;4151948;961630;6662843;20200101;3.1;0;1;0;0.02;1.49269
701;NA;142033;FI;3;23.11583;60.37333;5041782;4208425;946804;6720566;20200101;2.1;0;1;0;0.88;1.49269
6990;NA;142068;FI;15;23.57639;59.82056;5079086;4152831;980067;6662574;20200101;2.8;0;1;0;0.01;1.49269
6991;NA;142073;FI;117;23.6525;60.46306;5068829;4223801;974922;6734271;20200101;0.7;0;1;0;0.71;1.49269
6992;NA;142078;FI;51;24.96028;60.32694;5142615;4223488;1048649;6729414;20200101;0.8;0;1;0;0.02;1.49269
6993;NA;142083;FI;10;24.01694;59.93083;5100775;4169654;1002952;6678065;20200101;2.5;0;1;0;0.08;1.49269
702;NA;142104;FI;37;24.0525;60.24389;5095484;4204194;1000143;6712981;20200101;1.9;0;1;0;0.11;1.49269
6998;NA;142114;FI;42;24.40167;60.41833;5110276;4227071;1016571;6734983;20200101;1.1;0;1;0;0.11;1.49269
7012;NA;142184;FI;3;24.97833;60.10444;5149075;4199493;1053392;6704978;20200101;2.3;0;1;0;0.01;1.49269
7013;NA;142189;FI;2;24.3525;59.92;5119400;4172213;1021757;6679474;20200101;2.7;0;1;0;0.08;1.49269
7019;NA;142219;FI;0;24.93;59.94806;5150287;4181910;1053347;6687288;20200101;2.8;0;1;0;0.07;1.49269
7020;NA;142224;FI;24;24.96417;60.20278;5145885;4210025;1050955;6715725;20200101;1.2;0;1;0;0.11;1.49269
7023;NA;142239;FI;15;25.04806;60.25306;5149182;4216475;1054715;6721987;20200101;1.2;0;1;0;0.07;1.49269
7035;NA;142304;FI;20;25.62833;60.20333;5181794;4218004;1087459;6721543;20200101;1.8;0;1;0;0.06;1.49269
7040;NA;142329;FI;22;25.61139;60.39139;5176045;4238217;1083150;6742151;20200101;0.8;0;1;0;0.32;1.49269
7042;NA;142339;FI;9;26.96167;60.37528;5248842;4253514;1157149;6753161;20200101;1.3;0;1;0;0.18;1.49269
7051;NA;142384;FI;3;26.44778;60.27444;5224069;4235942;1131074;6736998;20200101;2;0;1;0;0.02;1.49269
7054;NA;142399;FI;4;27.18806;60.28639;5263452;4246905;1171326;6745672;20200101;2.1;0;1;0;0.23;1.49269
704;NA;142409;FI;13;21.79667;61.46556;4948729;4315368;861748;6833527;20200101;1.7;0;1;0;0.09;1.49269
7069;NA;142484;FI;4;21.03;60.72194;4921987;4227127;828667;6746923;20200101;3.9;0;1;0;0.04;1.49269
7071;NA;142494;FI;4;21.30583;61.14444;4928932;4275862;839140;6795246;20200101;3.2;0;1;0;0;1.49269
7073;NA;142504;FI;9;21.78639;61.47889;4947926;4316737;861048;6834949;20200101;1.7;0;1;0;0.26;1.49269
706;NA;142509;FI;49;22.2775;60.51528;4993395;4215697;899038;6730903;20200101;1.7;0;1;0;0.81;1.49269
7096;NA;142629;FI;38;22.34944;61.25278;4982175;4297121;893755;6813129;20200101;1.2;0;1;0;0.1;1.49269
708;NA;142634;FI;104;23.50056;60.81389;5052790;4260508;961554;6772031;20200101;0.7;0;1;0;0.19;1.49269
7110;NA;142704;FI;119;23.62306;61.42056;5045604;4327973;959260;6840065;20200101;0.1;0;1;0;0.05;1.49269
7116;NA;142734;FI;85;23.75;61.46556;5051225;4334192;965319;6845949;20200101;0.4;0;1;0;0.08;1.49269
7117;NA;142739;FI;143;23.80917;60.64639;5073098;4245470;980748;6755708;20200101;-0.2;0;1;0;0.11;1.49269
7119;NA;142749;FI;86;24.80639;60.59556;5127748;4250937;1035750;6757827;20200101;0.4;0;1;0;0.13;1.49269
7137;NA;142844;FI;111;24.65667;60.50833;5121840;4239741;1029040;6746968;20200101;0;0;1;0;0.02;1.49269
7139;NA;142854;FI;87;24.32917;61.11444;5089858;4302092;1001568;6811405;20200101;0.4;0;1;0;0;1.49269
7142;NA;142869;FI;125;25.04194;61.05389;5128945;4303474;1040722;6810412;20200101;-0.2;0;1;0;0.13;1.49269
7171;NA;143014;FI;80;25.52306;61.265;5148864;4331983;1062683;6837801;20200101;0.4;0;1;0;0.26;1.49269
7175;NA;143034;FI;133;25.13583;61.21639;5129816;4322208;1042939;6829142;20200101;-1.3;0;1;0;0.95;1.49269
7179;NA;143054;FI;33;26.81333;60.69639;5232011;4286301;1142621;6787046;20200101;0.2;0;1;0;0.38;1.49269
7181;NA;143064;FI;92;26.05278;61.19944;5178293;4331211;1092058;6835273;20200101;0.1;0;1;0;0.23;1.49269
7198;NA;143149;FI;99;26.94417;60.89028;5233513;4308952;1145742;6809688;20200101;-0.3;0;1;0;0.28;1.49269
7210;NA;143209;FI;5;27.67556;60.52694;5282539;4279446;1192780;6777220;20200101;0.5;0;1;0;1.84;1.49269
7214;NA;143229;FI;106;28.15417;61.04389;5292424;4341694;1207120;6839162;20200101;-0.5;0;1;0;0.01;1.49269
7222;NA;143269;FI;46;28.56556;61.03917;5313986;4346925;1229122;6843193;20200101;0;0;1;0;0.27;1.49269
7223;NA;143274;FI;103;28.21167;61.05694;5295027;4343893;1209887;6841222;20200101;-0.3;0;1;0;0.18;1.49269
7227;NA;143294;FI;77;28.47556;61.19778;5304457;4362704;1220682;6859587;20200101;0;0;1;0;0.22;1.49269
7229;NA;143304;FI;74;29.46389;61.44417;5347584;4403251;1266838;6897942;20200101;-0.6;0;1;0;0;1.49269
7231;NA;143314;FI;5;21.19389;62.33389;4900695;4405366;820507;6926741;20200101;1.8;0;1;0;0.02;1.49269
7241;NA;143364;FI;3;21.37917;61.63028;4923615;4329778;837781;6849564;20200101;3;0;1;0;0.26;1.49269
7242;NA;143369;FI;0;21.17306;62.20306;4902084;4390849;820822;6912111;20200101;2.4;0;1;0;0;1.49269
713;NA;143379;FI;124;22.46694;61.83806;4976212;4362247;892554;6878737;20200101;0;0;1;0;0;1.49269
7245;NA;143389;FI;160;22.80306;62.18306;4986249;4403108;905538;6919051;20200101;-0.7;0;1;0;0.81;1.49269
7261;NA;143469;FI;93;22.18667;62.41306;4949901;4422572;870755;6940844;20200101;-0.3;0;1;0;0.05;1.49269
7263;NA;143479;FI;122;22.46694;61.83806;4976212;4362247;892554;6878737;20200101;-0.5;0;1;0;0.44;1.49269
7280;NA;143569;FI;138;23.54556;62.3275;5020997;4426082;941844;6939924;20200101;-0.9;0;1;0;0;1.49269
7281;NA;143574;FI;96;23.75694;61.5175;5050397;4339927;964909;6851747;20200101;0.6;0;1;0;0.07;1.49269
7283;NA;143584;FI;145;24.78917;61.85639;5095849;4387850;1013743;6897017;20200101;-1.3;0;1;0;0.07;1.49269
7285;NA;143594;FI;153;24.29056;61.84556;5070417;4381269;987881;6891961;20200101;-1.1;0;1;0;0.01;1.49269
7304;NA;143689;FI;144;24.81806;61.85917;5097268;4388470;1015204;6897554;20200101;-1.2;0;1;0;0.03;1.49269
7327;NA;143805;FI;81;25.50833;61.70417;5136761;4379454;1054001;6886140;20200101;0.2;0;1;0;0.45;1.49269
7330;NA;143820;FI;146;26.09889;61.87917;5162498;4405376;1081588;6910626;20200101;-1.8;0;1;0;0.03;1.49269
7356;NA;143950;FI;101;27.21;61.68694;5224757;4398396;1143365;6899991;20200101;-1.5;0;1;0;0.78;1.49269
7373;NA;144040;FI;110;27.88806;61.89194;5253368;4429341;1174223;6929439;20200101;-1.4;0;1;0;0;1.49269
7376;NA;144055;FI;83;27.91083;62.32167;5241679;4475864;1165845;6976855;20200101;-1.4;0;1;0;0.08;1.49269
7385;NA;144100;FI;95;28.93444;61.94583;5304689;4449406;1227079;6946730;20200101;-1.2;0;1;0;0.02;1.49269
7390;NA;144125;FI;79;28.56917;62.06278;5282623;4456885;1205494;6955478;20200101;-1;0;1;0;0;1.49269
7391;NA;144130;FI;78;29.31806;61.80167;5328660;4439405;1250410;6935348;20200101;-0.8;0;1;0;0.03;1.49269
716;NA;144200;FI;90;30.34944;62.235;5366054;4500775;1292289;6995080;20200101;-1.8;0;1;0;0.01;1.49269
7406;NA;144210;FI;6;21.76778;63.04167;4916047;4487686;841847;7008257;20200101;0.2;0;1;0;0.32;1.49269
7408;NA;144220;FI;4;21.06806;63.43528;4873639;4525051;802437;7048431;20200101;1.5;0;1;0;0.39;1.49269
7423;NA;144295;FI;2;21.18833;62.93444;4889079;4471141;813799;6993396;20200101;1;0;1;0;0.27;1.49269
7425;NA;144305;FI;2;20.74333;62.97806;4865905;4472392;790846;6996145;20200101;2;0;1;0;0.44;1.49269
7427;NA;144315;FI;7;21.64306;63.09833;4908693;4492835;834911;7013887;20200101;0.6;0;1;0;0.06;1.49269
7428;NA;144320;FI;26;22.49083;62.93667;4954381;4482540;879615;7000676;20200101;-0.3;0;1;0;0.08;1.49269
7445;NA;144405;FI;42;23.04694;63.12028;4978155;4507700;905129;7024425;20200101;-0.7;0;1;0;0.15;1.49269
718;NA;144480;FI;157;24.22056;62.53444;5050386;4455488;973285;6967615;20200101;-1.9;0;1;0;0.15;1.49269
7466;NA;144520;FI;153;24.44778;63.44528;5039642;4556837;969963;7069972;20200101;-3;0;1;0;0.02;1.49269
7470;NA;144540;FI;170;24.26417;63.08889;5039260;4516230;966618;7029235;20200101;-2.7;0;1;0;0.26;1.49269
7472;NA;144550;FI;227;24.81083;62.51028;5080741;4459124;1003826;6969427;20200101;-2.7;0;1;0;0.09;1.49269
7473;NA;144555;FI;132;25.86167;63.08167;5118346;4532732;1046683;7041088;20200101;-2.4;0;1;0;0.22;1.49269
7489;NA;144635;FI;120;26.42806;62.92139;5150644;4521986;1078148;7028410;20200101;-3.1;0;1;0;1.64;1.49269
7502;NA;144700;FI;99;27.8025;63.00806;5215757;4548251;1145102;7051088;20200101;-2.1;0;1;0;0.04;1.49269
722;NA;144710;FI;90;27.31583;63.14306;5187962;4556646;1117923;7061100;20200101;-2.3;0;1;0;0;1.49269
7511;NA;144750;FI;86;27.90806;62.79833;5227237;4527069;1155062;7029145;20200101;-1.4;0;1;0;0.14;1.49269
7516;NA;144780;FI;87;27.63667;62.89194;5211076;4533653;1139373;7036674;20200101;-1.7;0;1;0;0.01;1.49269
7532;NA;144860;FI;166;28.665;63.37778;5246299;4599142;1179296;7100583;20200101;-4.6;0;1;0;0.12;1.49269
7535;NA;144875;FI;121;29.61444;62.65944;5315589;4535350;1244120;7032602;20200101;-2.4;0;1;0;1.94;1.49269
7536;NA;144880;FI;116;29.23778;63.23167;5278587;4591227;1211038;7090854;20200101;-3;0;1;0;0.22;1.49269
7550;NA;144950;FI;78;29.67167;62.54556;5322148;4524003;1249888;7020825;20200101;-1.8;0;1;0;0.08;1.49269
7551;NA;144955;FI;81;29.72667;62.60139;5323017;4530751;1251240;7027571;20200101;-2.5;0;1;0;1.7;1.49269
7556;NA;144980;FI;98;30.04917;63.32056;5314688;4612040;1248676;7109874;20200101;-3.4;0;1;0;0.62;1.49269
7570;NA;145050;FI;155;30.97778;62.76917;5378496;4567026;1309469;7061159;20200101;-3.7;0;1;0;0.57;1.49269
7578;NA;145090;FI;2;22.52667;63.75083;4938887;4571756;870768;7091135;20200101;1;0;1;0;0;1.49269
7579;NA;145095;FI;5;22.84806;63.95056;4950164;4596408;883803;7115171;20200101;0.6;0;1;0;0;1.49269
7580;NA;145100;FI;26;23.1425;63.71694;4969607;4573636;901466;7091111;20200101;-0.6;0;1;0;0.01;1.49269
7590;NA;145150;FI;3;23.45028;64.33056;4970516;4643308;907504;7161002;20200101;0.8;0;1;0;0.27;1.49269
7603;NA;145220;FI;83;24.16694;63.82083;5016873;4594791;950064;7109456;20200101;-2.5;0;1;0;0.17;1.49269
7604;NA;145225;FI;76;24.72778;64.05;5038207;4625338;973542;7138853;20200101;-3.1;0;1;0;0.41;1.49269
7607;NA;145240;FI;112;25.42806;64.14167;5069257;4642617;1005731;7154374;20200101;-3.4;0;1;0;0.13;1.49269
7617;NA;145290;FI;152;25.70917;63.73556;5093459;4601749;1026870;7111882;20200101;-3.4;0;1;0;0.15;1.49269
725;NA;145375;FI;147;27.67833;64.28139;5171600;4683475;1110736;7189592;20200101;-3.8;0;1;0;0;1.49269
726;NA;145380;FI;207;27.22417;63.84056;5163178;4630589;1098507;7136857;20200101;-4.3;0;1;0;0.76;1.49269
7646;NA;145445;FI;160;27.755;64.21667;5177147;4677466;1115838;7183235;20200101;-4;0;1;0;0.01;1.49269
7647;NA;145450;FI;115;28.8325;63.66667;5245184;4632279;1180555;7133998;20200101;-3.7;0;1;0;0.76;1.49269
7657;NA;145500;FI;161;28.34194;64.11083;5207980;4673456;1146333;7177491;20200101;-3.6;0;1;0;0.61;1.49269
7669;NA;145560;FI;197;30.17;64.2975;5287200;4717690;1228693;7217793;20200101;-6.2;0;1;0;0.15;1.49269
7671;NA;145570;FI;0;23.9;64.61167;4985218;4678104;924691;7195058;20200101;0.4;0;1;0;0.01;1.49269
7672;NA;145575;FI;8;24.73139;65.01917;5013979;4730406;957147;7245896;20200101;-1.2;0;1;0;0;1.8977
7678;NA;145605;FI;0;24.1;65.385;4975902;4763941;921775;7281900;20200101;-0.7;0;1;0;0.46;2
7679;NA;145610;FI;8;24.56528;65.03944;5005794;4730959;949049;7246940;20200101;-0.4;0;1;0;0.47;1.65136
7680;NA;145615;FI;2;24.41056;64.66556;5007880;4688902;948026;7204539;20200101;-0.1;0;1;0;0;1.49269
7681;NA;145620;FI;14;25.35056;64.92833;5044944;4726878;987692;7240516;20200101;-2.1;0;1;0;0;1.82255
7682;NA;145625;FI;48;25.0925;64.68333;5039335;4697704;979969;7211512;20200101;-2.6;0;1;0;0.18;1.49269
7688;NA;145660;FI;3;25.39667;65.00556;5045039;4735706;988433;7249388;20200101;-1.5;0;1;0;0;1.86848
7689;NA;145670;FI;10;25.37556;64.9375;5045859;4728129;988694;7241721;20200101;-2.2;0;1;0;0.26;1.74322
730;NA;145675;FI;114;26.4275;64.50083;5106649;4692398;1046615;7202251;20200101;-4.8;0;1;0;1.54;1.49269
7694;NA;145700;FI;121;26.96667;65.39917;5105756;4795166;1053218;7305729;20200101;-6.2;0;1;0;0.03;2
7711;NA;145785;FI;223;28.75028;64.93056;5201010;4766317;1146069;7271397;20200101;-7.1;0;1;0;0.09;1.5762
7716;NA;145810;FI;341;28.06028;64.66333;5177749;4729117;1120172;7235198;20200101;-6.3;0;1;0;0;1.58038
7724;NA;145850;FI;19;24.58306;65.78306;4987945;4811668;937272;7329184;20200101;-4.3;0;1;0;0.06;2
7730;NA;145880;FI;3;24.51917;65.6725;4987845;4799085;936241;7316530;20200101;-3.1;0;1;0;0.55;1.91858
7735;NA;145905;FI;8;24.1775;65.84667;4968150;4814720;917839;7333441;20200101;-4.8;0;1;0;2.31;1.74739
