staid;metnostaid;souid;cn;elev;lon;lat;etrs_laea_x;etrs_laea_y;utm33_x;utm33_y;date;value;qcode;prid;dqc;sct;rep
6162;NA;138444;SE;90;14.33;58.32;4574991;3920893;460751;6464533;20200101;0;0;1;0;0;1
5359;NA;138446;SE;70;13.04;58.32;4499387;3916983;385191;6466009;20200101;0;0;1;0;0;1
6163;NA;138448;SE;125;14.06;58.33;4559108;3921072;444951;6465835;20200101;0;0;1;0;0;1
5362;NA;138458;SE;80;13.13;58.35;4504511;3920545;390555;6469198;20200101;0;0;1;0;0;1
6166;NA;138460;SE;15;16.63;58.35;4709206;3934577;595400;6468833;20200101;0;0;1;0;0;1
5363;NA;138462;SE;100;11.94;58.37;4434705;3920288;321034;6473975;20200101;0;0;1;0;0;1
5364;NA;138464;SE;50;12.36;58.36;4459350;3919919;345545;6471822;20200101;0;0;1;0;0;1
6167;NA;138466;SE;150;14.7;58.36;4596354;3926706;482446;6468830;20200101;0;0;1;0;0;1
6168;NA;138468;SE;85;13.25;58.36;4511488;3921970;397606;6470123;20200101;0;0;1;0;0;1
3516;NA;138484;SE;16;19.1975;58.39417;4858040;3956128;745280;6480253;20200101;0;0;1;0;0;1
5370;NA;138486;SE;150;13.84;58.39;4545846;3927020;432183;6472716;20200101;0;0;1;0;0;1
5372;NA;138490;SE;115;13.45;58.4;4522976;3926964;409410;6474289;20200101;0;0;1;0;0;1
5;NA;138494;SE;93;15.53306;58.4;4644693;3934642;531156;6473368;20200101;0;0;1;0;0;1
6172;NA;138502;SE;65;16.14;58.43;4679803;3940873;566573;6477149;20200101;0;0;1;0;0;1
1416;NA;138508;SE;54;12.7075;58.43556;4479378;3929038;366158;6479486;20200101;0;0;1;0;0;1
6174;NA;138512;SE;90;14.89;58.45;4606749;3937440;493580;6478817;20200101;0;0;1;0;0;1
5377;NA;138518;SE;140;13.67;58.45;4535544;3933160;422377;6479580;20200101;0;0;1;0;0;1
6176;NA;138522;SE;46;16.28;58.5;4687243;3949342;574599;6485089;20200101;0;0;1;0;0;1
5378;NA;138526;SE;52;13.13;58.53;4503594;3940542;391113;6489235;20200101;0;0;1;0;0;1
5380;NA;138530;SE;95;14.51;58.52;4584065;3943746;471458;6486710;20200101;0;0;1;0;0;1
6179;NA;138534;SE;50;11.52;58.52;4409722;3936367;297347;6491857;20200101;0;0;1;0;0;1
6181;NA;138540;SE;35;16.57;58.54;4703673;3955297;591395;6489901;20200101;0;0;1;0;0;1
6182;NA;138542;SE;95;15.02;58.56;4613431;3950172;501164;6491060;20200101;0;0;1;0;0;1
5387;NA;138560;SE;91;14.57;58.57;4587187;3949518;474988;6492253;20200101;0;0;1;0;0;1
5390;NA;138568;SE;21;16.14972;58.58;4678867;3957544;566855;6493859;20200101;0;0;1;0;0;1
6188;NA;138572;SE;45;15.82;58.59;4659636;3957041;547669;6494691;20200101;0;0;1;0;0;1
5395;NA;138578;SE;174;12.2;58.61;4449078;3947405;337348;6500020;20200101;0;0;1;0;0;1
5400;NA;138584;SE;85;14.13;58.65;4561055;3956835;449511;6501408;20200101;0;0;1;0;0;1
6190;NA;138588;SE;50;13.12;58.66;4502349;3954959;390936;6503722;20200101;0;0;1;0;0;1
6192;NA;138592;SE;50;16.13;58.68;4676723;3968526;565521;6504973;20200101;0;0;1;0;0;1
5402;NA;138594;SE;10;17.12;58.68;4733963;3973869;622914;6506364;20200101;0;0;1;0;0;1
5403;NA;138596;SE;153;16.30972;58.69;4687017;3970545;575919;6506276;20200101;0;0;1;0;0;1
6194;NA;138600;SE;55;15.78;58.72;4656089;3971262;545175;6509137;20200101;0;0;1;0;0;1
5404;NA;138602;SE;53;13.11;58.7;4501565;3959377;390481;6508191;20200101;0;0;1;0;0;1
5405;NA;138606;SE;50;13.82;58.71;4542683;3962492;431639;6508363;20200101;0;0;1;0;0;1
5407;NA;138610;SE;225;15.03;58.72;4612699;3967962;501738;6508875;20200101;0;0;1;0;0;1
6198;NA;138616;SE;75;15.37;58.74;4632199;3971619;521417;6511161;20200101;0;0;1;0;0;1
5409;NA;138620;SE;18;17.87;58.74;4776496;3985080;666097;6514659;20200101;0;0;1;0;0;1
5415;NA;138624;SE;135;15.17;58.79;4620211;3976307;509826;6516681;20200101;0;0;1;0;0;1
5414;NA;138632;SE;145;14.32;58.79;4571095;3973029;460695;6516868;20200101;0;0;1;0;0;1
6200;NA;138636;SE;150;12.16;58.81;4446044;3969562;335969;6522374;20200101;0;0;1;0;0;1
5417;NA;138638;SE;215;15.13;58.81;4617733;3978358;507510;6518903;20200101;0;0;1;0;0;1
6201;NA;138640;SE;185;14.65;58.81;4590017;3976451;479781;6518949;20200101;0;0;1;0;0;1
6202;NA;138642;SE;26;16.5;58.82;4696640;3985936;586623;6520979;20200101;0;0;1;0;0;1
6205;NA;138648;SE;50;16.42;58.84;4691822;3987731;581957;6523105;20200101;0;0;1;0;0;1
6208;NA;138658;SE;25;16.68;58.87;4706462;3992435;596877;6526792;20200101;0;0;1;0;0;1
6209;NA;138660;SE;50;12.59;58.87;4470672;3977058;361037;6528079;20200101;0;0;1;0;0;1
5421;NA;138662;SE;211;14.39;58.88;4574496;3983265;464833;6526850;20200101;0;0;1;0;0;1
3514;NA;138674;SE;33;11.00583;58.8925;4379101;3977248;269898;6534953;20200101;0;0;1;0;0;1
6214;NA;138676;SE;79;15.45;58.93;4635132;3993038;525906;6532345;20200101;0;0;1;0;0;1
6215;NA;138678;SE;50;13.24;58.9;4508048;3981928;398598;6530251;20200101;0;0;1;0;0;1
6216;NA;138682;SE;164;11.77;58.91;4423183;3980053;313991;6534522;20200101;0;0;1;0;0;1
6221;NA;138696;SE;5;17.54;58.93;4755142;4004028;646203;6535034;20200101;0;0;1;0;0;1
6224;NA;138710;SE;30;17.84;58.98;4771695;4011422;663228;6541293;20200101;0;0;1;0;0;1
6228;NA;138718;SE;78;14.11;58.99;4557610;3994511;448854;6539279;20200101;0;0;1;0;0;1
6231;NA;138724;SE;30;16.88;59.01;4716386;4009032;607970;6542684;20200101;0;0;1;0;0;1
5497;NA;138730;SE;67;15.96;59.67;4657213;4077384;554078;6615052;20200101;0;0;1;0;0;1
6233;NA;138734;SE;125;12.22;59.06;4448608;3997450;340590;6550051;20200101;0;1;1;0;0;1
5436;NA;138742;SE;19;16.39972;59.06;4688352;4011993;580274;6547574;20200101;0;0;1;0;0;1
1413;NA;138746;SE;4;18.12;59.07;4786515;4023173;678846;6552025;20200101;0;0;1;0;0;1
6237;NA;138754;SE;20;17.32;59.1;4740492;4021511;632886;6553496;20200101;0;0;1;0;0;1
5439;NA;138756;SE;105;14.37;59.1;4571769;4007610;463910;6551357;20200101;0;0;1;0;0;1
6238;NA;138760;SE;28;18.11;59.12;4785281;4028632;678013;6557562;20200101;0;0;1;0;0;1
6246;NA;138776;SE;15;18.41;59.13;4802225;4031732;695119;6559514;20200101;0;0;1;0;0;1
5441;NA;138778;SE;50;12.94;59.14;4489585;4007836;382141;6557460;20200101;0;0;1;0;0;1
6249;NA;138788;SE;176;16.51;59.16;4693595;4023641;586345;6558845;20200101;0;1;1;0;0;1
6250;NA;138790;SE;40;15.47;59.16;4634222;4018626;526877;6557963;20200101;0;0;1;0;0;1
6252;NA;138794;SE;200;12.55;59.17;4467108;4010307;359957;6561554;20200101;0;0;1;0;0;1
3518;NA;138796;SE;45;17.9125;59.17889;4773267;4033867;666427;6563605;20200101;0;0;1;0;0;1
5444;NA;138798;SE;40;17.63;59.19;4757055;4033330;650241;6564171;20200101;0;0;1;0;0;1
5449;NA;138804;SE;100;14.45;59.23;4575404;4022320;468612;6565793;20200101;0;0;1;0;0;1
6255;NA;138806;SE;50;16.28;59.2;4680060;4026888;573109;6563024;20200101;0;0;1;0;0;1
5445;NA;138810;SE;30;18.33;59.2;4796718;4038925;690155;6567071;20200101;0;0;1;0;0;1
5447;NA;138814;SE;170;12.08;59.22;4440018;4014986;333345;6568199;20200101;0;0;1;0;0;1
6262;NA;138834;SE;15;17.8;59.25;4765958;4041017;659669;6571244;20200101;0;0;1;0;0;1
5454;NA;138836;SE;31;15.26;59.26;4621361;4028807;514825;6569033;20200101;0;0;1;0;0;1
5452;NA;138838;SE;5;17.23;59.27;4733342;4039791;627099;6572244;20200101;0;0;1;0;0;1
6265;NA;138844;SE;25;16.07972;59.29;4667745;4035863;561508;6572843;20200101;0;0;1;0;0;1
5457;NA;138848;SE;10;18.92;59.29;4828896;4052945;723233;6578914;20200101;0;0;1;0;0;1
3517;NA;138856;SE;219;14.89833;59.3;4600427;4031768;494210;6573462;20200101;0;0;1;0;0;1
5461;NA;138864;SE;82;14.1;59.31;4554884;4029996;448759;6574918;20200101;0;0;1;0;0;1
6272;NA;138872;SE;15;16.44;59.32;4687912;4040995;581958;6576571;20200101;0;0;1;0;0;1
6275;NA;138880;SE;95;14.55;59.33;4580365;4033776;474394;6576885;20200101;0;0;1;0;0;1
10;NA;138884;SE;44;18.05;59.35;4778829;4053657;673409;6582998;20200101;0;0;1;0;0;1
6276;NA;138888;SE;60;13.11;59.35;4498254;4031574;392528;6580551;20200101;0;0;1;0;0;1
5467;NA;138896;SE;6;17.52;59.36;4748700;4051460;643243;6582850;20200101;0;0;1;0;0;1
6281;NA;138908;SE;55;13.85;59.37;4540260;4035859;434642;6581817;20200101;0;0;1;0;0;1
5466;NA;138914;SE;15;16.45;59.38;4687845;4047690;582382;6583264;20200101;0;0;1;0;0;1
5471;NA;138926;SE;8;16.46;59.39;4688305;4048849;582926;6584389;20200101;0;0;1;0;0;1
6288;NA;138928;SE;15;16.94;59.4;4715385;4052529;610152;6586199;20200101;0;0;1;0;0;1
6291;NA;138938;SE;50;15.19;59.4;4616179;4044037;510789;6584609;20200101;0;0;1;0;0;1
6293;NA;138942;SE;19;17.28;59.41;4734509;4055569;629414;6587924;20200101;0;0;1;0;0;1
6298;NA;138956;SE;15;15.61;59.42;4639826;4048069;534618;6586979;20200101;0;0;1;0;0;1
5477;NA;138960;SE;12;19.51;59.44;4859923;4073837;755669;6597719;20200101;0.1;0;1;13;NA;NA
1414;NA;138962;SE;12;19.50556;59.44417;4859608;4074262;755386;6598166;20200101;0;0;1;0;0;1
6303;NA;138970;SE;70;12.7;59.48;4474323;4045060;369720;6595755;20200101;0;0;1;0;0;1
6307;NA;138982;SE;20;18.07972;59.52;4778256;4072632;674221;6601993;20200101;0;0;1;0;0;1
6309;NA;138986;SE;110;13.94;59.53;4544343;4053898;440041;6599548;20200101;0;0;1;0;0;1
6317;NA;139004;SE;125;11.84;59.55;4425291;4051277;321398;6605545;20200101;0;0;1;0;0;1
6319;NA;139008;SE;10;17.37;59.55;4737905;4071579;633966;6603686;20200101;0;0;1;0;0;1
6323;NA;139016;SE;15;17.05;59.55;4719875;4069741;615882;6603085;20200101;0;0;1;0;0;1
6324;NA;139020;SE;67;15.5;59.58;4632143;4065314;528241;6604745;20200101;0;0;1;0;0;1
6325;NA;139022;SE;90;13.03;59.58;4492551;4056920;388739;6606288;20200101;0;0;1;0;0;1
6326;NA;139024;SE;40;15.92;59.59;4655743;4068332;551948;6606112;20200101;0;0;1;0;0;1
5484;NA;139028;SE;10;16.63;59.59;4695760;4071879;592034;6606881;20200101;0;0;1;0;0;1
6332;NA;139052;SE;20;17.07;59.64;4719955;4079810;616699;6613139;20200101;0;0;1;0;0;1
6335;NA;139058;SE;25;16.8;59.65;4704663;4079428;601450;6613809;20200101;0;0;1;0;0;1
5495;NA;139068;SE;133;14.18;59.66;4557035;4069101;453795;6613833;20200101;0;0;1;0;0;1
5498;NA;139072;SE;66;12.64;59.67;4470092;4066036;367074;6617024;20200101;0;0;1;0;0;1
6342;NA;139084;SE;185;14.53;59.71;4576395;4075860;473556;6619209;20200101;0;0;1;0;0;1
6343;NA;139086;SE;40;16.44;59.71;4683783;4084177;581018;6619994;20200101;0;0;1;0;0;1
5501;NA;139106;SE;200;14.24;59.75;4559789;4079288;457290;6623814;20200101;0;0;1;0;0;1
5505;NA;139126;SE;155;15.56;59.81;4633422;4091068;531414;6630384;20200101;0;0;1;0;0;1
6359;NA;139132;SE;25;18.95;59.83;4822653;4112736;721364;6639080;20200101;0;0;1;0;0;1
5507;NA;139134;SE;15;18.63;59.83;4804823;4110512;703443;6638053;20200101;0;0;1;0;0;1
6362;NA;139142;SE;205;14.48;59.85;4572547;4091211;470865;6634821;20200101;0;0;1;0;0;1
5511;NA;139150;SE;13;17.63;59.86;4748654;4107400;647289;6638744;20200101;0;0;1;0;0;1
6363;NA;139152;SE;146;15.02;59.87;4602645;4095458;501120;6636934;20200101;0;0;1;0;0;1
5513;NA;139156;SE;110;13.12;59.86;4496203;4088232;394705;6637314;20200101;0;0;1;0;0;1
5515;NA;139160;SE;289;15.26;59.87;4616082;4096433;514559;6636962;20200101;0;0;1;0;0;1
6366;NA;139168;SE;135;12.3;59.89;4450065;4089806;348928;6642241;20200101;0;0;1;0;0;1
5517;NA;139172;SE;21;17.59;59.9;4745921;4111581;644875;6643108;20200101;0;0;1;0;0;1
6369;NA;139176;SE;50;17.03;59.9;4714696;4108349;613558;6642015;20200101;0;0;1;0;0;1
5518;NA;139178;SE;60;16.66;59.9;4694048;4106349;592864;6641438;20200101;0;0;1;0;0;1
5519;NA;139182;SE;57;16.69;59.91;4695613;4107614;594513;6642594;20200101;0;0;1;0;0;1
5520;NA;139186;SE;205;14.95;59.95;4598072;4104052;497207;6645844;20200101;0;0;1;0;0;1
6377;NA;139202;SE;20;18.35;59.96;4787423;4122986;687028;6651692;20200101;0;0;1;0;0;1
6379;NA;139206;SE;250;14.18;59.98;4554828;4104606;454235;6649467;20200101;0;0;1;0;0;1
6389;NA;139226;SE;25;17.71972;60.03;4751495;4126731;651534;6657869;20200101;0;0;1;0;0;1
6393;NA;139234;SE;10;18.74;60.06;4807639;4136645;708156;6663984;20200101;0;0;1;0;0;1
6394;NA;139236;SE;115;15.58;60.06;4632241;4118857;532292;6658235;20200101;0;0;1;0;0;1
6395;NA;139238;SE;135;15.93;60.11;4651221;4125980;551700;6664026;20200101;0;0;1;0;0;1
5524;NA;139250;SE;100;16.30972;60.1;4672407;4126698;572829;6663270;20200101;0;0;1;0;0;1
5528;NA;139268;SE;305;14.4;60.14;4565953;4123098;466675;6667154;20200101;0;0;1;0;0;1
6406;NA;139270;SE;165;15.18;60.14;4609293;4126032;509998;6667016;20200101;0;0;1;0;0;1
5529;NA;139272;SE;100;16.17;60.14;4664241;4130442;564982;6667578;20200101;0;0;1;0;0;1
5530;NA;139276;SE;190;13.8;60.15;4532528;4122276;433372;6668722;20200101;0;0;1;0;0;1
5531;NA;139278;SE;187;13.8;60.15;4532528;4122276;433372;6668722;20200101;0;0;1;0;0;1
5534;NA;139286;SE;15;18.23;60.18;4777766;4146495;679134;6675840;20200101;0;0;1;0;0;1
3522;NA;139298;SE;33;17.90778;60.23639;4759234;4150687;660996;6681285;20200101;0;0;1;0;0;1
6413;NA;139304;SE;265;14.14;60.27;4550608;4136648;452424;6681791;20200101;0;0;1;0;0;1
5538;NA;139306;SE;56;16.98;60.27;4707639;4149000;609528;6683125;20200101;0;0;1;0;0;1
6415;NA;139312;SE;190;14.98;60.29;4596947;4141862;498894;6683709;20200101;0;0;1;0;0;1
6416;NA;139314;SE;10;18.45;60.29;4788372;4160073;690688;6688697;20200101;0;0;1;0;0;1
6419;NA;139322;SE;75;16.80972;60.3;4697904;4151401;600018;6686195;20200101;0;0;1;0;0;1
5547;NA;139348;SE;492;15.14;60.38;4605028;4152470;507719;6693740;20200101;0;0;1;0;0;1
6427;NA;139352;SE;65;17.02;60.41;4708219;4164702;611262;6698779;20200101;0;0;1;0;0;1
6431;NA;139360;SE;145;13.24;60.43;4499880;4151808;403116;6700595;20200101;0;0;1;0;0;1
6435;NA;139374;SE;110;16.05972;60.46;4654912;4165345;558285;6703111;20200101;0;0;1;0;0;1
5553;NA;139376;SE;145;15.46;60.5;4621585;4167088;525269;6707185;20200101;0;0;1;0;0;1
5555;NA;139396;SE;8;18.38;60.53;4781191;4186102;685449;6715203;20200101;0;0;1;0;0;1
6442;NA;139400;SE;235;14.37;60.56;4561243;4169575;465456;6713945;20200101;0;0;1;0;0;1
6443;NA;139402;SE;140;16.29;60.54;4666728;4175306;570774;6712246;20200101;0;0;1;0;0;1
5560;NA;139408;SE;65;16.78;60.62;4692667;4186642;597413;6721781;20200101;0;0;1;0;0;1
6445;NA;139410;SE;25;17.46;60.57;4730407;4184866;634824;6717415;20200101;0;0;1;0;0;1
2;NA;139422;SE;160;15.61667;60.61667;4629101;4180685;533754;6720249;20200101;0;0;1;0;0;1
6452;NA;139432;SE;425;12.71;60.66;4469602;4176113;374839;6727098;20200101;0;0;1;0;0;1
5564;NA;139436;SE;306;13.71;60.68;4524262;4180818;429532;6727837;20200101;0;0;1;0;0;1
6458;NA;139450;SE;135;15.94;60.71;4645868;4192467;551302;6730854;20200101;0;0;1;0;0;1
5566;NA;139452;SE;16;17.16;60.72;4712228;4199748;617838;6733538;20200101;0;0;1;0;0;1
5567;NA;139458;SE;175;15.02;60.73;4595493;4190785;501091;6732714;20200101;0;0;1;0;0;1
6461;NA;139460;SE;35;17.12;60.73;4709932;4200633;615620;6734580;20200101;0;0;1;0;0;1
6463;NA;139466;SE;335;12.7;60.74;4468695;4184972;374605;6736024;20200101;0;0;1;0;0;1
6464;NA;139470;SE;150;16.46972;60.77;4674103;4201646;580061;6738066;20200101;0;0;1;0;0;1
6465;NA;139472;SE;255;12.85;60.77;4476753;4188624;382890;6739087;20200101;0;0;1;0;0;1
6471;NA;139486;SE;156;15.77;60.84;4635348;4206092;541855;6745212;20200101;0;0;1;0;0;1
6473;NA;139492;SE;175;14.55;60.89;4568626;4206785;475577;6750619;20200101;0;0;1;0;0;1
6475;NA;139496;SE;80;16.73972;60.9;4687330;4217400;594382;6752901;20200101;0;0;1;0;0;1
5573;NA;139498;SE;230;12.58;60.91;4461404;4203599;368763;6755185;20200101;0;0;1;0;0;1
6478;NA;139506;SE;5;17.16;60.93;4709727;4222962;617068;6756920;20200101;0;0;1;0;0;1
5575;NA;139520;SE;196;14.51;60.96;4565927;4214405;473465;6758431;20200101;0;0;1;0;0;1
3521;NA;139522;SE;162;16.43083;60.96167;4669936;4222659;577477;6759363;20200101;0;0;1;0;0;1
6484;NA;139528;SE;425;12.84;61.03;4474976;4217459;383299;6768054;20200101;0;0;1;0;0;1
6485;NA;139532;SE;431;15.58;61.06;4622977;4229625;531310;6769609;20200101;0;0;1;0;0;1
6490;NA;139544;SE;424;13.62;61.08;4516924;4224937;425553;6772483;20200101;0;0;1;0;0;1
6493;NA;139552;SE;175;14.61;61.15;4569887;4235815;479006;6779558;20200101;0;0;1;0;0;1
6494;NA;139554;SE;90;16.75;61.13;4685300;4242888;594255;6778528;20200101;0;0;1;0;0;1
6498;NA;139562;SE;195;14.42;61.14;4559719;4234051;468769;6778520;20200101;0;0;1;0;0;1
6499;NA;139564;SE;220;15.22;61.17;4602580;4240321;511835;6781743;20200101;0;0;1;0;0;1
6501;NA;139574;SE;205;14.87;61.2;4583492;4242297;493013;6785072;20200101;0;0;1;0;0;1
6503;NA;139578;SE;50;16.55972;61.25;4673752;4255193;583690;6791633;20200101;0;0;1;0;0;1
5587;NA;139582;SE;252;14.04;61.25;4538481;4245019;448487;6791012;20200101;0;0;1;0;0;1
6506;NA;139592;SE;29;16.95;61.3;4694081;4262728;604460;6797763;20200101;0;0;1;0;0;1
5591;NA;139602;SE;184;15.72;61.36;4627669;4263443;538500;6803099;20200101;0;0;1;0;0;1
6511;NA;139606;SE;425;13.73;61.38;4521002;4258518;432136;6805775;20200101;0;0;1;0;0;1
6513;NA;139610;SE;540;12.86;61.39;4474339;4257451;385692;6808103;20200101;0;0;1;0;0;1
6517;NA;139622;SE;460;13.23;61.43;4493945;4262744;405573;6811965;20200101;0;0;1;0;0;1
6519;NA;139630;SE;220;15.34;61.53;4605824;4280672;518082;6821871;20200101;0;0;1;0;0;1
6523;NA;139642;SE;130;16.32972;61.57;4658036;4289461;570623;6827000;20200101;0;0;1;0;0;1
6525;NA;139646;SE;620;12.5;61.6;4454168;4280022;367366;6832167;20200101;0;0;1;0;0;1
6527;NA;139650;SE;170;16.77;61.6;4681057;4294954;593913;6830897;20200101;0;0;1;0;0;1
6528;NA;139656;SE;424;14.8;61.64;4576192;4290789;489401;6834093;20200101;0;0;1;0;0;1
5602;NA;139662;SE;454;14.99;61.66;4586107;4293705;499470;6836305;20200101;0;0;1;0;0;1
5603;NA;139668;SE;425;13.13;61.71;4487126;4293562;401134;6843295;20200101;0;0;1;0;0;1
3523;NA;139672;SE;8;17.52472;61.70306;4719726;4310401;633500;6843691;20200101;0;0;1;0;0.01;1
5606;NA;139674;SE;115;16.18;61.71;4648638;4304241;562389;6842440;20200101;0;0;1;0;0;1
5607;NA;139676;SE;10;17.1;61.73;4696992;4311043;610951;6845894;20200101;0;0;1;0;0;1
6532;NA;139678;SE;397;15.17;61.75;4594869;4304360;508977;6846342;20200101;0;0;1;0;0;1
5608;NA;139680;SE;70;16.55;61.79;4667310;4314857;581738;6851761;20200101;0;0;1;0;0;1
6533;NA;139682;SE;410;14.64;61.8;4566455;4307946;481021;6851953;20200101;0;0;1;0;0;1
5609;NA;139684;SE;70;16.54;61.83;4666344;4319230;581105;6856203;20200101;0;0;1;0;0.02;1
6536;NA;139698;SE;455;12.72;61.86;4464694;4309300;380050;6860689;20200101;0;0;1;0;0;1
6541;NA;139710;SE;55;17.07;61.95;4692800;4335189;608585;6870341;20200101;0;0;1;0;0.09;1
3525;NA;139720;SE;432;14.19028;62.01917;4541156;4330744;457616;6876580;20200101;0;0;1;0;0;1
6545;NA;139722;SE;685;13.09;62.03;4483343;4328958;400068;6878993;20200101;0;0;1;0;0;1
6547;NA;139726;SE;215;15.91;62.03;4631188;4338418;547615;6877856;20200101;0;0;1;0;0.27;1
5618;NA;139732;SE;362;14.41;62.05;4552454;4334865;469148;6879891;20200101;0;0;1;0;0;1
6551;NA;139738;SE;470;14.49;62.07;4556495;4337346;473349;6882083;20200101;0;0;1;0;0;1
5619;NA;139744;SE;566;13.61;62.09;4510272;4336909;427414;6884984;20200101;0;0;1;0;0;1
6557;NA;139758;SE;250;16.87;62.14;4680127;4355142;597486;6891183;20200101;1.5;0;1;15;1.9;1
6558;NA;139760;SE;135;17.17;62.15;4695626;4357810;613084;6892784;20200101;0;0;1;0;0.56;1
5623;NA;139764;SE;260;14.95;62.18;4579659;4351142;497397;6894234;20200101;0;0;1;0;0;1
6561;NA;139768;SE;300;16.04;62.19;4636365;4356693;554131;6895781;20200101;0.4;0;1;0;0.33;1
5624;NA;139774;SE;17;17.73972;62.22;4724345;4368686;642433;6901702;20200101;0;0;1;0;0;1
6565;NA;139780;SE;375;16.43;62.27;4655797;4367339;574231;6905079;20200101;0.2;0;1;0;0.07;1
6568;NA;139786;SE;770;12.65;62.33;4458900;4361290;378266;6913155;20200101;0;0;1;0;0;1
6571;NA;139794;SE;255;15.21;62.4;4591284;4376474;510855;6918759;20200101;0;0;1;0;0.15;1
6572;NA;139798;SE;245;15.44;62.4;4603189;4377377;522743;6918819;20200101;0.2;0;1;0;0.28;1
5630;NA;139802;SE;410;13.67;62.41;4511434;4372539;431280;6920563;20200101;0;0;1;0;0;1
6576;NA;139810;SE;655;12.97;62.44;4474989;4374152;395223;6924844;20200101;0;0;1;0;0;1
3524;NA;139814;SE;723;12.67028;62.45028;4459412;4374668;379799;6926510;20200101;0;0;1;0;0.01;1
6579;NA;139818;SE;355;14.54;62.48;4555974;4382925;476287;6927739;20200101;0;0;1;0;0;1
6580;NA;139820;SE;296;14.8;62.48;4569407;4383818;489690;6927670;20200101;0;0;1;0;0.01;1
5632;NA;139822;SE;99;16.28;62.49;4645681;4390955;565961;6929422;20200101;0;0;1;0;0.02;1
5633;NA;139824;SE;802;14.16;62.5;4536194;4383924;456727;6930164;20200101;0;0;1;0;0;1
6582;NA;139830;SE;140;15.76889;62.52556;4618983;4392623;539576;6932965;20200101;0;0;1;0;0.15;1
6583;NA;139838;SE;10;17.41;62.53;4703366;4401055;624010;6935539;20200101;0;0;1;0;0.01;1
5638;NA;139842;SE;585;12.6;62.55;4455333;4385590;376587;6937747;20200101;0;0;1;0;0.42;1
6588;NA;139854;SE;785;12.16;62.61;4432390;4391475;354265;6945346;20200101;1.7;0;1;0;0.54;1
466;NA;139860;SE;15;17.93306;62.63306;4728845;4415364;650391;6948126;20200101;0;0;1;0;0;1
5641;NA;139868;SE;17;18.09;62.64;4736777;4417050;658396;6949275;20200101;0;0;1;0;0;1
6594;NA;139874;SE;450;14.36;62.66;4545346;4402271;467206;6947871;20200101;0;0;1;0;0;1
6597;NA;139880;SE;345;16.18;62.72;4638124;4415921;560339;6954945;20200101;0;0;1;0;0.01;1
5645;NA;139886;SE;343;15.09;62.75;4582061;4414755;504598;6957739;20200101;0.5;0;1;0;0.74;1
5646;NA;139888;SE;467;13.85;62.76;4518485;4411817;441274;6959374;20200101;0;0;1;0;0.12;1
6601;NA;139896;SE;350;14.69;62.79;4561265;4417756;484185;6962230;20200101;0;0;1;0;0.23;1
6602;NA;139898;SE;260;17.55;62.8;4707112;4431614;630022;6965880;20200101;0;0;1;0;0;1
6605;NA;139910;SE;50;18.19;62.85;4738981;4440791;662361;6972900;20200101;0;0;1;0;0;1
6608;NA;139916;SE;60;17.73;62.94;4714442;4448055;638534;6981844;20200101;0;0;1;0;0;1
6609;NA;139918;SE;245;17.23972;62.94;4689596;4445394;613663;6980883;20200101;0;0;1;0;0;1
5652;NA;139928;SE;20;18.19;63.01;4736762;4458423;661477;6990710;20200101;0;0;1;0;0;1
5653;NA;139934;SE;170;16.54;63.05;4652880;4454048;577866;6992093;20200101;0;0;1;0;0.01;1
6616;NA;139938;SE;285;15.93;63.04;4622117;4450193;547041;6990386;20200101;0.2;0;1;0;0.28;1
6618;NA;139946;SE;300;15.34;63.06;4592048;4450000;517186;6992320;20200101;0;0;1;0;0.13;1
5659;NA;139950;SE;592;13.75;63.08;4511326;4446989;436861;6995117;20200101;0.8;0;1;0;0.13;1
6621;NA;139954;SE;325;14.28;63.13;4537825;4454063;463693;7000277;20200101;0.8;0;1;0;0.43;1
5660;NA;139956;SE;141;18.26;63.13;4738615;4472061;664340;7004246;20200101;0;0;1;0;0;1
1426;NA;139962;SE;120;16.98972;63.14;4674547;4466182;600290;7002741;20200101;0;0;1;0;0;1
5662;NA;139968;SE;183;16.17;63.16;4633010;4464503;558936;7003953;20200101;0;0;1;0;0.06;1
5663;NA;139970;SE;320;14.37;63.15;4542229;4456558;468253;7002458;20200101;0.2;0;1;0;0.06;1
6625;NA;139972;SE;575;13.07;63.16;4476425;4454178;402787;7004877;20200101;3.8;0;1;0;0.28;1
5665;NA;139976;SE;20;17.28;63.17;4688798;4470985;614798;7006569;20200101;0;0;1;0;0;1
6626;NA;139978;SE;60;17.42;63.17;4695840;4471726;621844;7006827;20200101;0;0;1;0;0;1
3531;NA;139988;SE;11;19.02028;63.18833;4775921;4483212;702226;7012909;20200101;0;0;1;0;0;1
6635;NA;140010;SE;275;14.7;63.31;4557627;4475344;484966;7020164;20200101;0;0;1;0;0.43;1
6636;NA;140012;SE;25;18.72;63.3;4759218;4493588;686413;7024424;20200101;0;0;1;0;0;1
6639;NA;140020;SE;340;14.32;63.31;4538526;4474114;465922;7020310;20200101;0.3;0;1;0;0.19;1
5674;NA;140028;SE;400;13.65;63.32;4504766;4473305;432372;7021955;20200101;5.1;0;1;0;1.9;1
6644;NA;140038;SE;95;17.07;63.33;4676310;4487558;603652;7024031;20200101;0;0;1;0;0;1
6650;NA;140050;SE;380;13.39;63.39;4491285;4480402;419546;7030054;20200101;2.9;0;1;0;1.52;1
