staid;metnostaid;souid;cn;elev;lon;lat;etrs_laea_x;etrs_laea_y;utm33_x;utm33_y;date;value;qcode;prid;dqc;sct;rep
5243;NA;137888;SE;199;14.83;56.85;4615740;3759614;489631;6300702;20200101;0;0;1;0;0;1
5244;NA;137890;SE;148;13.88;56.85;4557843;3756091;431691;6301248;20200101;0;0;1;0;0;1
6001;NA;137892;SE;45;12.65;56.86;4482768;3753783;356723;6304263;20200101;0;0;1;0;0;1
6006;NA;137906;SE;145;13.7;56.9;4546570;3761066;420819;6307007;20200101;0;0;1;0;0;1
6007;NA;137908;SE;145;14.01;56.92;4565318;3764304;439732;6308917;20200101;0;0;1;0;0;1
5248;NA;137910;SE;39;18.16639;56.92;4817602;3785802;692724;6312945;20200101;0;0;1;0;0;1
1420;NA;137912;SE;38;18.16639;56.92;4817602;3785802;692724;6312945;20200101;0;0;1;0;0;1
3510;NA;137922;SE;130;13.0625;56.94944;4507492;3764728;382151;6313429;20200101;0;0;1;0;0;1
6013;NA;137932;SE;145;15.88;56.97;4678529;3777709;553500;6314391;20200101;0;0;1;0;0;1
6015;NA;137938;SE;185;14.21;56.99;4577015;3772778;451997;6316550;20200101;0;0;1;0;0;1
6017;NA;137942;SE;155;14.57;57.01;4598726;3776340;473886;6318581;20200101;0;0;1;0;0;1
6019;NA;137946;SE;219;15.57;57.01;4659368;3780640;534617;6318644;20200101;0;0;1;0;0;1
6023;NA;137954;SE;180;14.94;57.03;4621013;3780052;496358;6320727;20200101;0;0;1;0;0;1
6025;NA;137958;SE;32;16.51;57.03;4716092;3787671;591651;6321739;20200101;0;1;1;0;0;1
5254;NA;137974;SE;20;12.27;57.11;4458669;3780785;334674;6332939;20200101;0;0;1;0;0;1
6032;NA;137976;SE;171;15.68;57.15;4664756;3796694;541142;6334289;20200101;0;0;1;0;0;1
5256;NA;137978;SE;122;12.78;57.11;4489582;3781876;365552;6331818;20200101;0;0;1;0;0;1
6034;NA;137982;SE;155;13.41;57.12;4527701;3784637;403727;6331866;20200101;0;0;1;0;0;1
5257;NA;137984;SE;250;14.69;57.12;4605178;3789024;481229;6330787;20200101;0;0;1;0;0;1
6035;NA;137986;SE;159;13.95;57.12;4560398;3786319;436422;6331233;20200101;0;0;1;0;0;1
6037;NA;137994;SE;7;16.95;57.16;4741249;3804580;617940;6336883;20200101;0;0;1;0;0;1
6039;NA;137998;SE;155;13.6;57.17;4538917;3790757;415345;6337179;20200101;0;0;1;0;0;1
5264;NA;138016;SE;154;12.7;57.23;4484212;3795030;361158;6345333;20200101;0;0;1;0;0;1
6045;NA;138018;SE;215;14.59;57.24;4598242;3801955;475254;6344177;20200101;0;0;1;0;0;1
5265;NA;138020;SE;25;18.38;57.24;4826217;3822680;703955;6349163;20200101;0;0;1;0;0;1
6046;NA;138024;SE;15;12.32;57.26;4461140;3797560;338357;6349509;20200101;0;0;1;0;0;1
5268;NA;138028;SE;20;16.41;57.27;4707568;3813724;585030;6348322;20200101;0;0;1;0;0;1
5271;NA;138034;SE;169;14.14;57.29;4570765;3805851;448165;6349995;20200101;0;0;1;0;0;1
6048;NA;138038;SE;205;15.57;57.29;4656859;3811702;534356;6349812;20200101;0;0;1;0;0;1
6049;NA;138040;SE;155;12.69;57.3;4483305;3802789;360819;6353143;20200101;0;0;1;0;0.02;1
6050;NA;138042;SE;240;15.13;57.31;4630218;3811938;507831;6351902;20200101;0;0;1;0;0;1
6053;NA;138052;SE;170;13.93;57.32;4557921;3808469;435560;6353514;20200101;0;0;1;0;0;1
6054;NA;138054;SE;140;13.05;57.37;4504667;3811440;382729;6360255;20200101;0.2;0;1;0;0.27;1
5274;NA;138058;SE;2;17.1;57.37;4747885;3828725;626290;6360523;20200101;0;0;1;0;0;1
1423;NA;138060;SE;4;17.1;57.37;4747885;3828725;626290;6360523;20200101;0;0;1;0;0;1
6057;NA;138064;SE;220;14.64;57.4;4600061;3819913;478366;6361971;20200101;0;0;1;0;0;1
6058;NA;138066;SE;3;11.97;57.38;4439624;3810270;317850;6363745;20200101;0;0;1;0;0;1
6059;NA;138068;SE;170;13.3;57.38;4519657;3813219;397790;6360964;20200101;0;0;1;0;0.05;1
3513;NA;138070;SE;95;15.80333;57.38444;4670010;3823294;548296;6360467;20200101;0;0;1;0;0;1
6060;NA;138072;SE;125;16.09;57.39;4687148;3825343;565519;6361325;20200101;0;0;1;0;0;1
5275;NA;138078;SE;220;13.53;57.39;4533433;3814990;411641;6361755;20200101;0;0;1;0;0;1
5278;NA;138084;SE;230;14.89;57.44;4614754;3825355;493397;6366372;20200101;0;0;1;0;0;1
6063;NA;138092;SE;15;18.22;57.43;4814107;3842569;693304;6369833;20200101;0;0;1;0;0;1
6064;NA;138094;SE;180;14.1;57.43;4567430;3821262;445960;6365611;20200101;0;0;1;0;0;1
6066;NA;138098;SE;45;18.49;57.44;4830079;3845567;709447;6371745;20200101;0;0;1;0;0;1
6067;NA;138100;SE;135;12.41;57.44;4465874;3817752;344547;6369329;20200101;0;0;1;0;0.03;1
6072;NA;138114;SE;5;16.64972;57.47;4719834;3837202;598945;6370907;20200101;0;0;1;0;0;1
5286;NA;138118;SE;15;12.2;57.49;4453078;3822904;332176;6375392;20200101;0;0;1;0;0;1
5288;NA;138122;SE;356;14.47;57.5;4589131;3830366;468237;6373170;20200101;0;0;1;0;0;1
6075;NA;138126;SE;155;15.92;57.51;4675809;3837791;555120;6374532;20200101;0;0;1;0;0;1
6078;NA;138132;SE;200;15.1;57.54;4626522;3837333;505987;6377503;20200101;0;0;1;0;0;1
6079;NA;138134;SE;45;12.46;57.55;4468442;3830082;348005;6381456;20200101;0.1;0;1;0;0.15;1
6081;NA;138138;SE;175;13.28;57.56;4517501;3833166;397095;6381029;20200101;0;0;1;0;0.02;1
6086;NA;138154;SE;350;14.52;57.6;4591396;3841657;471312;6384280;20200101;0;0;1;0;0;1
6088;NA;138158;SE;30;12.07;57.61;4444874;3836013;324964;6389072;20200101;0;0;1;0;0;1
6089;NA;138160;SE;105;12.94;57.62;4496861;3838948;376959;6388273;20200101;0.1;0;1;0;0;1
5294;NA;138162;SE;140;15.57;57.63;4653804;3849416;534039;6387661;20200101;0;0;1;0;0;1
5295;NA;138166;SE;12;11.61;57.63;4417301;3837529;297608;6392577;20200101;0;0;1;0;0;1
465;NA;138168;SE;42;18.33306;57.66667;4817672;3869515;698794;6396488;20200101;0;0;1;0;0;1
5299;NA;138180;SE;65;12.55;57.66;4473380;3842499;353831;6393499;20200101;0;0;1;0;0.16;1
5300;NA;138182;SE;42;18.34;57.66;4818174;3868827;699244;6395767;20200101;0;0;1;0;0;1
6096;NA;138196;SE;53;18.64;57.7;4835399;3875371;716891;6401138;20200101;0;0;1;0;0;1
462;NA;138198;SE;5;11.99417;57.71583;4439996;3847651;320958;6401046;20200101;0;0;1;0;0;1
5304;NA;138202;SE;35;16.46;57.71;4705988;3862755;586992;6397361;20200101;0;0;1;0;0;1
6099;NA;138210;SE;160;15.71;57.72;4661318;3860057;542294;6397759;20200101;0;0;1;0;0;1
5309;NA;138216;SE;290;14.99;57.72;4618493;3856844;499404;6397538;20200101;0;0;1;0;0;1
6101;NA;138220;SE;290;15.38;57.75;4641434;3861859;522618;6400941;20200101;0;0;1;0;0;1
1422;NA;138226;SE;135;12.95;57.76;4496791;3854532;378028;6403837;20200101;0.3;0;1;0;0.41;1
5311;NA;138228;SE;175;13.47;57.77;4527695;3857035;408988;6404132;20200101;0;0;1;0;0;1
1410;NA;138232;SE;98;14.18306;57.76667;4570139;3858938;451398;6403026;20200101;0;0;1;0;0;1
5312;NA;138236;SE;297;13.17;57.78;4509788;3857316;391176;6405688;20200101;0;0;1;0;0.12;1
5313;NA;138238;SE;99;14.29;57.79;4576338;3861907;457788;6405552;20200101;0;0;1;0;0;1
6105;NA;138242;SE;30;18.63;57.81;4833273;3887452;715639;6413341;20200101;0;0;1;0;0;1
5316;NA;138256;SE;21;11.86;57.84;4431619;3861241;313610;6415223;20200101;0;0;1;0;0;1
5317;NA;138258;SE;225;14.43;57.84;4584300;3867967;466158;6411040;20200101;0;0;1;0;0;1
6112;NA;138266;SE;95;12.14;57.86;4448196;3863931;330319;6416711;20200101;0;0;1;0;0;1
6115;NA;138276;SE;228;15.35;57.88;4638525;3876146;520757;6415404;20200101;0;0;1;0;0;1
5321;NA;138278;SE;90;15.87;57.89;4669214;3879679;551582;6416795;20200101;0;0;1;0;0;1
6116;NA;138282;SE;70;12.55;57.89;4472430;3868065;354758;6419095;20200101;0;0;1;0;0.01;1
6121;NA;138294;SE;174;14.8;57.91;4605710;3877156;488149;6418708;20200101;0;0;1;0;0;1
5324;NA;138300;SE;270;13.88;57.92;4551148;3874951;433652;6420353;20200101;0;1;1;0;0;1
5325;NA;138302;SE;13;18.96;57.92;4851150;3902011;734513;6426675;20200101;0;0;1;0;0;1
6127;NA;138312;SE;10;16.64972;57.95;4714675;3890379;597644;6424335;20200101;0;0;1;0;0;1
6128;NA;138314;SE;270;13.78;57.97;4544916;3880186;427829;6426022;20200101;0;0;1;0;0;1
6130;NA;138320;SE;107;15.65;58;4655189;3890825;538421;6428895;20200101;0;0;1;0;0;1
6134;NA;138336;SE;137;12.86;58.02;4490226;3883209;373590;6432940;20200101;0;0;1;0;0.01;1
6135;NA;138348;SE;285;14.6;58.06;4592747;3893026;476396;6435460;20200101;0;0;1;0;0;1
5337;NA;138350;SE;5;11.65;58.06;4418543;3885396;302365;6440295;20200101;0;0;1;0;0;1
6136;NA;138352;SE;115;12.01;58.07;4439787;3887053;323644;6440410;20200101;0;0;1;0;0;1
5338;NA;138356;SE;195;15.24;58.07;4630396;3896741;514158;6436529;20200101;0;0;1;0;0;1
6138;NA;138360;SE;116;13.05;58.09;4501114;3891453;385036;6440391;20200101;0;0;1;0;0;1
5342;NA;138362;SE;16;11.33;58.09;4399564;3888337;283679;6444614;20200101;0;0;1;0;0;1
5343;NA;138366;SE;94;14.41;58.1;4581254;3896758;465223;6439996;20200101;0;0;1;0;0;1
5345;NA;138384;SE;205;13.54;58.16;4529622;3900564;414090;6447454;20200101;0;0;1;0;0;1
5346;NA;138386;SE;90;12.65;58.16;4477204;3898289;361731;6448933;20200101;0;0;1;0;0;1
6147;NA;138390;SE;145;13.98;58.18;4555393;3904151;440013;6449204;20200101;0;0;1;0;0;1
6149;NA;138396;SE;45;16.37;58.21;4695480;3917678;580502;6452909;20200101;0;0;1;0;0;1
6152;NA;138408;SE;120;14.66;58.25;4594848;3914344;480043;6456594;20200101;0;0;1;0;0;1
6153;NA;138410;SE;15;11.68;58.24;4419825;3905449;305121;6460233;20200101;0;0;1;0;0;1
3515;NA;138418;SE;14;17.01056;58.25056;4732540;3925699;618000;6458367;20200101;0;0;1;0;0;1
6156;NA;138424;SE;70;12.66;58.27;4477318;3910536;362744;6461155;20200101;0;0;1;0;0;1
6158;NA;138428;SE;30;11.43;58.27;4405052;3908464;290631;6464321;20200101;0;0;1;0;0;1
5356;NA;138432;SE;119;15.24;58.29;4628524;3921145;514071;6461023;20200101;0;0;1;0;0;1
