lon;lat;elev;value;prid;dqc;sct;rep;fg;fge_mean;fge_sd
15.26515;56.18049;9;0;3;0;0;1;NA;0;0.1
5.32254;60.4066;9;1.3;3;0;0.62;1;1.3;1;0.8971
10.12976;56.19387;76;0;3;0;0;1;NA;0.8;1.512
9.77451;56.08328;44;0.1;3;0;1.34;1;NA;0.7;1.8921
5.64882;58.73955;42;5.5;3;0;0.45;1;4.3;0;0.1
8.6161;56.3601;15;1.8;3;0;6.08;1;NA;0.3;0.8806
10.56205;56.41185;16;2.4;3;5;7.75;NA;NA;1;1.6715
14.5815;57.00104;171;0;3;0;0;1;NA;0;0.1
12.85461;55.96101;49;0;3;0;0.09;1;NA;0;0.1
12.06642;55.63269;41;0;3;0;0.01;1;NA;0;0.1
7.70443;63.12424;12;0;3;0;0.17;1;0;0;0.1
22.4137;60.45192;43;0;3;0;0.01;1;NA;0;0.1
18.38089;59.494;45;0;3;0;0.02;1;NA;0;0.1
12.70887;58.26479;78;0;3;0;0.02;1;0;0;0.1
10.34419;56.49812;8;1;3;5;7.14;NA;NA;0.7;1.5017
11.87548;55.00795;0;3.4;3;0;0.3;1;NA;1.3;1.3454
9.44797;55.47474;46;0;3;0;0.67;1;NA;0;0.1
11.07179;55.68761;13;0;3;0;0;1;NA;0.8;1.3247
16.21366;58.56549;25;0;3;0;0.04;1;NA;0;0.1
17.56089;59.74328;20;0;3;0;0;1;NA;0;0.1
9.13732;56.70079;38;0;3;0;0.08;1;0;0.6;0.9587
10.65446;59.85108;84;0;3;0;0.02;1;0;0;0.1
12.08429;57.74273;24;0;3;0;0;1;NA;0;0.1
10.44427;59.21658;19;0;3;0;0;1;0;0;0.1
11.29473;61.12155;385;0;3;0;0.25;1;0;0.2;0.3799
17.84732;59.39298;25;0;3;0;0;1;NA;0;0.1
10.15738;61.47713;279;3.1;3;5;7.7;NA;1.2;0.4;0.9371
11.2202;62.47495;783;0;3;0;0.25;1;0;0;0.1
9.27907;55.44652;41;0;3;0;0.06;1;NA;0;0.1
12.0564;55.7123;15;0;3;0;0;1;NA;0;0.1
13.81496;65.67549;392;0;3;0;0.01;1;NA;0;0.1
6.08023;61.21865;43;0.2;3;0;0.71;1;0;2;1.9619
12.06447;57.50074;30;0;3;0;0;1;NA;0;0.1
8.3163;56.76286;18;0.8;3;8;NA;NA;1.4;1.5;3.6379
10.3545;55.37076;28;2;3;0;0.28;1;NA;0.2;0.3544
11.26323;58.68117;12;0;3;0;0.04;1;0;0;0.1268
9.87707;59.78737;83;0.3;3;0;0.09;1;0.3;0.1;0.1141
6.41751;62.42912;20;0;3;0;0;1;0;0;0.1
15.1416;58.4703;108;0;3;0;0.11;1;NA;0;0.1
10.59211;55.35558;23;5.4;3;5;8.58;NA;NA;0;0.1
10.6564;63.67875;86;0;3;0;0.05;1;0;0;0.1
12.36749;58.46616;57;0;3;0;0.01;1;0;0;0.1
18.12152;57.50018;12;0;3;0;0.06;1;NA;0;0.1
15.43506;58.90936;105;0;3;0;0.7;1;NA;0;0.1
14.89475;58.31148;118;0;3;0;0;1;NA;0;0.1
12.41322;55.96266;30;0;3;0;0.39;1;NA;0;0.1
5.99904;58.79508;155;1.4;3;0;1.31;1;1.3;0.1;0.2117
5.64424;58.62176;40;8.7;3;0;0.02;1;7.6;0;0.1
18.84021;59.61215;22;0;3;0;0.01;1;NA;0;0.1
10.44389;59.83169;115;0.3;3;8;NA;NA;0.6;0;0.1
18.46527;59.46928;17;0;3;0;0.97;1;NA;0;0.1
12.60155;56.26426;43;0;3;0;0;1;NA;0;0.1
11.97338;55.3161;57;0;3;0;0.14;1;NA;0.6;0.9327
5.444;59.7603;41;0.5;3;8;NA;NA;1.4;0.6;0.5909
10.16044;59.20254;39;0;3;0;0.01;1;0;0;0.1
10.95141;63.48239;96;0;3;0;0.01;1;0;0;0.1
10.33612;63.39851;190;0;3;0;0;1;0;0;0.1
17.27463;62.38266;67;0;3;0;0.01;1;NA;0;0.1
10.8592;59.90923;239;0;3;0;0;1;0;0;0.1
10.4086;59.83377;182;0.4;3;5;74.23;NA;0.5;0;0.1
10.40343;59.76218;176;0.1;3;8;NA;NA;0.2;0;0.1
9.80884;57.29339;18;0;3;0;1.86;1;0;1.7;2.9462
13.96222;55.53408;65;0;3;0;0;1;NA;0;0.1
13.13821;55.66595;14;0.1;3;5;24.4;NA;NA;0;0.1
14.1333;56.0333;0;0;3;0;0;1;NA;0;0.1
22.30101;60.42646;13;0;3;0;0.01;1;NA;0;0.1
12.83631;55.40157;3;0;3;0;0.04;1;NA;0.2;0.3187
9.27978;59.72569;469;0;3;0;2.34;1;0;0;0.1347
12.17022;55.85095;34;0;3;0;0.16;1;NA;0;0.1
17.98;59.30266;38;0;3;0;0;1;NA;0;0.1
12.18756;55.45223;1;0;3;0;0;1;NA;0.3;0.563
8.2598;56.07913;7;0;3;0;0;1;NA;0;0.1
5.92092;58.46768;5;7.7;3;0;0.1;1;5.6;0.3;0.575
6.59434;58.09707;14;0.2;3;8;NA;NA;0.9;1.4;3.2763
12.4991;55.76439;33;0;3;0;0;1;NA;0;0.1
12.5625;55.75896;16;0;3;0;0.19;1;NA;0.1;0.1
11.18623;63.91161;13;0;3;0;0.01;1;0;0;0.1
15.68592;58.36899;72;0;3;0;0;1;NA;0;0.1
10.44249;59.82034;106;0.2;3;8;NA;NA;0.6;0;0.1
12.03748;60.17778;211;0;3;0;0.01;1;0;0;0.1
15.36866;56.18214;9;0;3;0;0;1;NA;0;0.1
6.54524;62.86256;9;0;3;5;8.33;NA;0;0;0.1
5.73121;58.84099;11;9.9;3;0;0.05;1;8.8;0;0.1
28.56244;62.44555;116;0;3;7;2.18;1;NA;0.2;0.1932
17.94421;59.39944;18;0;3;0;0;1;NA;0;0.1
9.6824;55.76897;67;1.6;3;0;0.31;1;NA;0.8;2.4334
12.31089;55.79597;25;0;3;0;0.02;1;NA;0;0.1
10.65124;60.81456;345;0;3;0;0;1;0;0;0.1
11.88999;62.91113;618;0;3;0;0;1;0;0;0.1
5.31021;59.79119;26;3.9;3;0;0.14;1;1.4;0.3;0.2602
10.90758;63.44033;143;0;3;0;0.05;1;0;0;0.1
10.45278;56.36102;13;2.9;3;5;8.79;NA;NA;0.6;0.9612
9.89704;62.73937;602;0;3;0;0;1;0;0.1;0.2832
12.53244;57.55138;89;0;3;0;0;1;NA;0;0.1
5.38733;60.3492;215;0.1;3;0;0.85;1;0;1;0.9393
27.73345;60.96369;77;0;3;0;0.24;1;NA;0.3;0.3224
9.4171;56.47002;43;0;3;0;0;1;NA;0.1;0.1576
10.46851;59.98158;200;0;3;0;0;1;0;0;0.1
10.50875;63.25929;223;0;3;0;0.23;1;0;0;0.1
24.66231;61.27007;96;0;3;0;0.18;1;NA;0.2;0.3954
12.48356;55.74701;32;0;3;0;0.01;1;NA;0;0.1
10.19393;55.44787;31;0.2;3;0;1.53;1;NA;0.5;1.3746
17.0777;59.6361;15;0;3;0;0;1;NA;0;0.1
12.53757;55.73068;22;0;3;0;0;1;NA;0;0.1
13.07459;55.53245;48;0;3;0;0;1;NA;0.3;0.7609
10.00931;56.62365;65;0.1;3;0;4.29;1;NA;1.6;3.3873
25.38521;65.16764;18;0;3;0;0;1;NA;0;0.1
12.10179;55.77356;3;0;3;0;0.03;1;NA;0;0.1
10.79124;59.85531;111;0;3;0;0;1;0;0;0.1
16.84469;68.38757;89;0;3;0;0;1;0;0;0.1
9.99212;56.26025;80;0;3;0;0;1;NA;0.3;0.5659
18.62896;65.07623;332;0;3;0;0.39;1;NA;0;0.1
13.16467;58.19464;119;0;3;0;3.72;1;NA;0;0.1
18.19992;57.37537;7;0;3;0;0.05;1;NA;0;0.1
25.76529;62.26514;123;0.3;3;0;0.41;1;NA;0.2;0.1834
13.68157;56.80244;157;0;3;0;0.32;1;NA;0;0.1507
10.53778;59.90223;42;0;3;0;0;1;0;0;0.1
15.51009;58.42891;66;0;3;0;0;1;NA;0;0.1
9.45044;55.50033;50;0;3;0;0.18;1;NA;0;0.1
11.04408;58.89369;12;0;3;0;0.14;1;0;0;0.1
10.92727;59.21932;4;0;3;0;0;1;0;0;0.1
12.92494;55.54998;3;0;3;0;0;1;NA;0.3;0.443
9.44696;60.93298;983;0.3;3;8;NA;NA;2.5;0.3;0.4211
9.1505;55.94239;54;3.8;3;0;0.02;1;NA;0.7;1.6347
8.01814;58.15367;11;0;3;0;0.01;1;0;0.7;1.6102
22.61351;59.99551;5;0;3;0;0.04;1;NA;0;0.1
14.97751;67.15589;22;0;3;0;0.06;1;0;0;0.1
6.16766;59.14537;0;0;3;0;0.19;1;0;0.1;0.1742
17.52183;59.53829;9;0;3;0;0;1;NA;0;0.1
10.60419;59.92838;122;0;3;0;0.01;1;0;0;0.1
12.52128;55.731;22;0;3;0;0.01;1;NA;0;0.1
5.25029;59.84208;13;0;3;8;NA;NA;1.3;0.4;0.3282
8.62795;59.88046;283;0;3;0;0;1;0;0.1;0.1
28.10205;70.10187;62;0;3;0;0.31;1;NA;0;0.1
6.43846;62.61208;12;0;3;0;0;1;0;0;0.1
11.77216;55.24168;14;1.6;3;0;0.08;1;NA;0.4;0.7659
11.62149;55.67218;15;0;3;0;0.1;1;NA;0.7;2.0427
14.85594;55.14776;110;0;3;0;0.02;1;NA;0;0.1
7.04584;58.14748;15;0;3;8;NA;NA;0.3;0.9;2.4153
12.82638;66.21954;8;0;3;0;0.01;1;0;0;0.1
11.43485;55.83507;45;0;3;0;0;1;NA;0.3;0.5229
10.70792;60.21709;273;0;3;0;0.03;1;0;0;0.1
12.25804;55.36893;16;0;3;0;0.79;1;NA;0.3;0.439
6.03132;62.36219;46;0;3;0;0;1;0;0;0.1
11.61447;60.80556;211;0;3;0;0.01;1;0;0;0.1
17.41326;68.44007;54;0;3;0;0.01;1;NA;0;0.1
12.37956;55.30844;29;0;3;0;0.24;1;NA;0.1;0.4122
6.76898;58.09827;14;0.2;3;0;0.08;1;0;1;2.0748
9.53618;56.79915;22;1.4;3;5;7.5;NA;NA;0.2;0.2946
12.97402;56.12428;91;0;3;0;0;1;NA;0;0.1
10.11216;56.15554;42;0;3;0;0.31;1;NA;0.9;1.4687
7.35639;58.27187;74;0;3;0;0.3;1;0;0.1;0.1
12.53874;55.73096;26;0;3;0;0;1;NA;0;0.1
7.13296;58.0459;15;0;3;8;NA;NA;1;0.2;0.2701
12.20568;57.9855;16;0;3;0;0;1;0;0;0.1
9.55804;59.30161;145;0;3;0;0.72;1;0;0;0.1
9.73433;54.94715;17;0;3;0;0;1;NA;0;0.1
10.18719;61.22403;318;0;3;8;NA;NA;1.9;0.5;0.9416
18.10311;59.29053;41;0;3;0;0;1;NA;0;0.1
10.9957;59.93887;165;0;3;0;0;1;0;0;0.1
8.59432;56.37829;23;3.6;3;5;7.14;NA;NA;0.3;0.8806
12.56094;56.20164;5;0;3;0;0.02;1;NA;0;0.1
8.54373;56.54145;27;4.3;3;0;0.25;1;1.6;0.2;0.563
10.00418;56.47678;22;0.6;3;0;0.47;1;NA;0.8;1.269
18.71918;59.91767;37;0;3;0;0;1;NA;0;0.1
7.44855;61.10561;51;0.5;3;8;NA;NA;3.5;0.4;0.3504
18.02359;59.07464;44;0;3;0;0.02;1;NA;0;0.1
11.89345;57.87653;14;0;3;0;0.01;1;0;0;0.1
6.27069;62.54755;1;0;3;0;0;1;0;0;0.1
7.3978;63.01588;6;0;3;0;0.01;1;0;0;0.1
11.93771;56.00205;18;0;3;0;0.08;1;NA;0;0.1
12.35334;66.36848;22;0;3;0;0.01;1;0;0;0.1
10.10858;56.13154;50;0;3;0;0.1;1;NA;1.1;1.9427
17.84457;59.98092;47;0;3;0;0.01;1;NA;0;0.1
15.0176;67.03396;201;0;3;0;1.43;1;0;0;0.1
15.11064;59.05454;56;0;3;0;0;1;NA;0;0.1
8.25019;55.72685;11;0;3;0;1.5;1;NA;0;0.1
5.73508;58.89981;48;2.7;3;8;NA;NA;2.9;0;0.1
5.85672;62.40216;20;0;3;0;0.08;1;0;0;0.1
15.7522;59.25519;41;0;3;0;0;1;NA;0;0.1
18.14388;59.35258;41;0;3;0;0;1;NA;0;0.1
11.23179;60.02204;126;0;3;0;0.02;1;0;0;0.1
10.70923;59.77629;7;0;3;8;NA;NA;0.2;0;0.1
7.10289;58.16044;92;0;3;0;0.6;1;0;0.5;1.5772
10.04209;56.47494;56;0.5;3;0;0.01;1;NA;0.9;1.9496
7.87473;58.29061;257;0;3;0;0.02;1;0;0.3;0.9052
11.55137;59.88366;154;0;3;0;0;1;0;0;0.1
18.83031;59.66853;21;0;3;0;0;1;NA;0;0.1
10.88334;60.71015;163;0;3;0;0;1;0;0;0.1
24.89925;60.6183;108;0;3;0;0;1;NA;0;0.1
5.1425;61.93124;43;0;3;0;0;1;0;0;0.1
10.343;63.344;93;0;3;0;0;1;0;0;0.1
8.79371;58.43832;8;0;3;8;NA;NA;3.2;1;2.8405
12.98394;55.80056;14;0;3;0;0.03;1;NA;0;0.1
14.62505;56.85507;157;0;3;0;0;1;NA;0;0.1
9.8933;57.02975;56;0.1;3;0;0.68;1;0;1;1.3265
5.18223;59.79652;23;1.7;3;0;2.67;1;1.1;0.2;0.1954
10.04187;56.32462;28;0.1;3;0;0;1;NA;0.3;0.5239
14.76733;56.19397;33;0;3;0;0.07;1;NA;0;0.1
18.05067;62.8705;11;0;3;0;0.01;1;NA;0;0.1
10.2011;62.15877;669;0;3;0;0.27;1;0;0.1;0.2664
12.12014;57.73512;67;0;3;0;0;1;NA;0;0.1
9.91042;59.79127;70;0.3;3;8;NA;NA;0.4;0.1;0.1284
10.41655;60.32563;328;0;3;0;0.01;1;0;0;0.1
5.67932;58.77857;43;0;3;4;NA;NA;3.9;0;0.1
11.53042;58.9126;76;0;3;0;0.01;1;0;0;0.1
10.69253;59.82816;77;0;3;0;0.02;1;0;0;0.1
5.74685;58.99354;17;0.8;3;8;NA;NA;1;0;0.1
8.51999;63.22264;45;0;3;0;0.03;1;0;1.3;2.1292
12.46725;57.18731;81;0.3;3;5;7.35;NA;NA;0.1;0.1974
10.78829;59.81596;88;0;3;0;0;1;0;0;0.1
20.55565;63.87833;7;0;3;0;0;1;NA;0;0.1
24.9601;60.1873;41;0;3;0;0;1;NA;0;0.1
5.8233;61.45732;78;13.1;3;0;1.05;1;9.1;5.4;4.773
10.30886;59.34164;42;0;3;0;0.02;1;0;0;0.1
9.4657;60.96714;896;0.6;3;8;NA;NA;1.8;0.4;0.4879
12.54835;55.98211;11;0;3;0;0.01;1;NA;0;0.1
18.02631;59.26988;35;0;3;0;0;1;NA;0;0.1
9.65244;59.14594;7;0;3;0;0;1;0;0;0.1
9.57095;59.2043;89;0;3;0;0.01;1;0;0;0.1
12.97647;56.59759;27;0.1;3;5;12.12;NA;NA;0.3;0.483
15.52811;58.49035;67;0;3;0;0.01;1;NA;0;0.1
8.85454;58.48267;9;0;3;5;7.72;NA;0;0.7;1.8017
15.14845;56.3464;66;0;3;0;0.1;1;NA;0;0.1
9.5261;63.58402;43;0;3;0;0;1;0;0;0.1
12.42938;55.72749;29;0;3;0;0;1;NA;0;0.1
10.65973;55.45878;11;1.1;3;0;0;1;NA;0.7;1.2223
10.6626;59.95686;205;0;3;0;0;1;0;0;0.1
11.93996;57.72508;10;0;3;0;0;1;0;0;0.1
9.47939;55.24271;17;0;3;0;0;1;NA;0;0.1
17.447;68.43494;172;0;3;0;0;1;NA;0;0.1
5.93039;59.05965;37;2;3;0;0.16;1;NA;0;0.1
6.02954;62.1138;125;0;3;0;0.03;1;0;0;0.1
15.57818;56.62189;126;0;3;0;0.03;1;NA;0;0.1
10.60856;59.88138;9;0;3;0;0.01;1;0;0;0.1
11.82884;61.35966;573;0;3;0;0.06;1;0;0;0.1
6.26371;58.80487;87;0.3;3;8;NA;NA;0.8;0.1;0.2348
10.49996;59.92799;104;0;3;0;0;1;0;0;0.1
12.91386;56.67113;28;0;3;0;0.07;1;NA;0.7;1.1047
15.03633;59.52571;103;0;3;0;0.07;1;NA;0;0.1
16.32199;56.74759;0;0;3;0;0.01;1;NA;0;0.1
13.38183;56.43386;99;0;3;0;1.11;1;NA;0;0.1
5.72843;58.96314;33;1.7;3;0;0.02;1;0.9;0;0.1
8.97303;56.13211;52;0.2;3;0;0.04;1;NA;0.4;0.9302
8.23902;61.20004;865;3.9;3;0;4.05;1;NA;0.6;0.6103
12.54867;55.69722;16;0;3;0;0;1;NA;0;0.1
18.96154;69.38258;91;0;3;0;0.05;1;0;0;0.1
10.03611;56.44675;29;10.3;3;5;17.97;NA;NA;0.8;1.577
10.34317;59.28575;17;0;3;0;0;1;0;0;0.1
12.40711;55.65686;13;0;3;0;0;1;NA;0;0.1
6.70128;58.17745;0;0.2;3;8;NA;NA;0.6;1.5;2.3431
14.68228;56.11787;9;0;3;0;0.08;1;NA;0;0.1
10.19224;60.27263;174;0;3;0;0.03;1;0;0;0.1
11.34039;62.6086;641;0;3;0;0.01;1;0;0;0.1
5.58767;58.8717;33;3.3;3;0;2.08;1;3;0;0.1
11.93209;57.6071;35;0;3;0;0.06;1;NA;0;0.1
10.14681;56.44208;40;1.7;3;0;0.22;1;NA;0.6;1.6632
15.6167;58.4167;54;0;3;0;0;1;NA;0;0.1
10.41674;63.38955;86;0;3;0;0;1;0;0;0.1
16.22753;58.57886;9;0;3;0;0.01;1;NA;0;0.1
10.51405;59.90301;80;0;3;0;0;1;0;0;0.1
9.5934;55.7109;43;1.5;3;0;0.63;1;NA;2.1;5.8316
9.74348;59.01152;10;0;3;0;0;1;0;0;0.1
7.50357;61.10156;22;0;3;8;NA;NA;3.4;0.6;0.4218
13.04908;55.60352;7;0;3;0;0;1;NA;0.1;0.1621
14.22929;55.61047;74;0;3;0;0.03;1;NA;0;0.1
10.74029;55.23703;30;0;3;0;2.15;1;NA;0.6;0.9648
10.21094;56.26969;62;0;3;0;2.89;1;NA;0.7;1.3507
11.94188;57.53297;10;0;3;0;0.02;1;NA;0;0.1
12.87342;56.70354;45;0;3;0;0.56;1;NA;0.9;1.472
12.05864;55.90498;29;0;3;0;0.03;1;NA;0;0.1
10.38902;63.34903;133;0;3;0;0;1;0;0;0.1
5.38191;60.3468;198;0.1;3;0;0.53;1;0;1;0.8867
15.26438;58.56657;97;0;3;0;0.03;1;NA;0;0.1
14.63849;66.86507;194;0;3;0;1.52;1;0;0;0.1
21.64356;62.71724;34;0;3;0;0;1;NA;0;0.1
12.87242;56.43099;10;0;3;0;0;1;NA;0;0.1
13.22493;56.59368;108;0;3;5;23.04;NA;NA;0.3;0.7567
5.45755;60.37158;77;0.9;3;0;0.37;1;0.6;1.1;1.2411
10.87481;59.11628;8;0;3;0;0;1;0;0;0.1
5.681;58.98444;68;2.1;3;0;0.01;1;0.9;0;0.1
8.82614;55.54998;19;0;3;0;0;1;NA;0;0.1
11.38358;59.13395;69;0;3;0;0.01;1;0;0;0.1
26.62061;60.8939;66;0;3;0;0.43;1;NA;0.1;0.1037
16.01283;59.95771;113;0;3;0;0.03;1;NA;0;0.1
9.5323;56.18204;39;0;3;0;0;1;NA;0;0.1
9.73319;55.53194;13;0;3;0;0.3;1;NA;1.7;3.6109
17.84121;59.38881;31;0;3;0;0;1;NA;0;0.1
12.91041;55.56125;2;0;3;0;0.03;1;NA;0.2;0.3844
12.06113;57.76047;95;0;3;0;0.01;1;0;0;0.1
9.7684;56.09784;26;0;3;0;2.31;1;NA;0.5;0.904
6.04039;62.34007;72;0;3;0;0.01;1;0;0;0.1
11.20799;60.2547;160;0;3;0;0;1;0;0;0.1
23.77168;61.39163;115;0;3;0;0;1;NA;0;0.1
13.31332;55.44098;50;0;3;0;0.24;1;NA;0.4;1.1577
10.76518;59.73557;86;0;3;8;NA;NA;0.2;0;0.1
5.93026;61.33413;151;2.5;3;0;1.94;1;1.3;2.6;1.972
5.2719;60.37864;30;1.4;3;0;1.2;1;0.6;0.9;0.8719
13.25645;57.80333;240;0;3;0;2.21;1;NA;0;0.1
10.50779;59.93756;186;0;3;0;0.01;1;0;0;0.1
10.79145;59.94768;157;0;3;0;0;1;0;0;0.1
22.08583;60.60735;25;0;3;0;0.02;1;NA;0;0.1
12.65584;55.59676;5;0;3;0;0;1;NA;0.1;0.1
12.09568;55.77317;2;0;3;0;0.03;1;NA;0;0.1
13.79933;56.12212;66;0;3;0;0;1;NA;0;0.1
12.28203;58.32226;86;0;3;0;0;1;0;0;0.1
5.22297;60.31831;23;0;3;0;0.08;1;0;0.8;0.8136
9.80826;56.14731;78;0;3;0;0.33;1;NA;0.5;1.5321
10.06425;56.10317;66;0;3;0;1.27;1;NA;1.8;3.4309
9.88165;57.44074;24;0;3;0;1.59;1;0;1.9;3.1071
11.97192;54.6959;3;2.2;3;0;1.31;1;NA;3.6;2.9464
5.47461;59.21581;5;1.1;3;0;1.11;1;0.1;0.2;0.3473
18.62957;57.64412;37;0;3;0;0.73;1;NA;0;0.1
8.91678;60.89571;932;0.7;3;8;NA;NA;7.5;0.9;0.7259
9.78604;59.58425;73;0;3;5;18.99;NA;0;0;0.1
9.37641;56.43442;23;0;3;0;0.04;1;NA;0.1;0.1407
5.27669;60.25675;14;0.1;3;0;0.02;1;0;0.6;0.5694
9.74298;59.94259;295;0.2;3;5;25.22;NA;NA;0.1;0.2111
12.01528;55.55399;36;0;3;0;0.24;1;NA;0.1;0.1155
26.54916;58.08902;141;0;3;0;0.35;1;NA;0;0.1
18.89819;57.76146;6;0;3;0;0.15;1;NA;0;0.1
11.53543;55.50095;37;0;3;0;0.51;1;NA;0.6;0.716
11.21553;60.37527;177;0;3;0;0.05;1;0;0;0.1
11.4718;58.41622;12;0;3;8;NA;NA;1.8;0;0.1
17.78539;59.4111;70;0;3;0;0.01;1;NA;0;0.1
16.66695;61.60184;151;0;3;0;0.4;1;NA;0;0.1
12.11016;57.23817;8;0.1;3;0;0.4;1;NA;0.4;1.1522
18.7329;59.26369;14;0;3;0;0.09;1;NA;0;0.1
10.73495;59.93348;74;0;3;0;0;1;0;0;0.1
11.98379;57.80897;63;0;3;0;0.01;1;0;0;0.1
10.04991;55.36931;80;0;3;0;0.59;1;NA;0.3;1.0871
11.17318;60.81325;203;0;3;0;0.01;1;0;0.2;0.649
14.23113;60.49837;249;0;3;7;0.05;1;NA;0;0.1
9.0555;59.41649;93;0;3;0;0;1;0;0.2;0.4629
9.48193;59.75208;668;0;3;0;4.83;1;0;0.1;0.1358
12.02586;57.73224;11;0;3;0;0;1;NA;0;0.1
13.19135;65.97217;51;0;3;0;0.01;1;0;0;0.1
15.99596;58.1956;91;0;3;0;0;1;NA;0;0.1
15.23919;60.61336;210;0;3;0;0.11;1;NA;0;0.1
15.72211;58.24268;94;0;3;0;0;1;NA;0;0.1
11.70493;55.33646;18;0;3;0;0;1;NA;1.1;1.0453
29.79277;63.33483;96;0;3;0;0;1;NA;0;0.1
10.54826;63.41921;127;0;3;0;0;1;0;0;0.1
10.47386;59.96352;158;0;3;0;0.01;1;0;0;0.1
25.78029;59.61721;14;0;3;0;1.93;1;NA;0;0.1
10.32582;60.17549;221;0;3;0;0.01;1;0;0;0.1
9.80369;56.96187;33;0;3;0;0.21;1;0;0.5;1.356
9.6482;55.6379;37;0;3;0;0.7;1;NA;2.4;5.0323
11.24641;64.86654;17;0;3;0;0;1;0;0;0.1
25.05927;60.35339;39;0;3;0;0;1;NA;0;0.1
5.13765;60.33692;14;0;3;0;4.16;1;0;0.8;0.9536
5.85058;58.92165;39;0.3;3;8;NA;NA;1;0;0.1
24.9316;60.1714;25;0.1;3;5;20.21;NA;NA;0;0.1
11.95704;54.60256;0;0.1;3;0;0.17;1;NA;3.5;3.3172
7.9307;58.13608;126;0;3;0;0.07;1;0;0.7;1.1937
11.18838;59.19491;14;0;3;0;0.01;1;0;0;0.1
10.66082;60.76622;350;0;3;0;0;1;0;0;0.1
10.41082;55.42145;8;4.3;3;0;2.19;1;NA;0;0.1
18.67479;59.27892;31;0;3;0;0;1;NA;0;0.1
14.44919;57.91231;281;0;3;0;0.02;1;NA;0;0.1
16.53782;59.39637;26;0;3;0;0.04;1;NA;0;0.1
9.47999;55.35626;24;0;3;0;0.02;1;NA;0;0.1
12.05074;64.4623;18;0;3;0;0;1;0;0;0.1
12.91832;58.42661;72;0;3;0;0.11;1;0;0;0.1
11.91072;55.92816;12;0;3;0;0.04;1;NA;0;0.1
12.1504;55.9079;10;0;3;0;1.11;1;NA;0;0.1037
9.83275;63.28189;20;0;3;0;0.01;1;0;0;0.1
11.44328;55.50613;23;0;3;0;2.29;1;NA;1.1;1.6501
12.10309;55.63236;48;0;3;0;0.01;1;NA;0;0.1
24.14807;56.99594;8;0;3;0;0.01;1;NA;0;0.1
10.10052;63.5652;147;0;3;0;0.01;1;0;0;0.1
5.80613;58.92857;15;0.3;3;8;NA;NA;0.6;0;0.1
11.59947;55.56302;40;0;3;0;0.05;1;NA;0.4;0.7929
18.31239;59.47278;11;0;3;0;0.01;1;NA;0;0.1
21.50488;61.14053;3;0;3;0;0;1;NA;0;0.1
5.32464;59.34497;22;1.6;3;0;2.02;1;0.3;0.3;0.4639
5.1741;60.43525;27;4;3;0;1.59;1;2.3;1;0.9104
7.97567;58.10686;6;0;3;0;0.04;1;0;0.9;1.3301
15.84211;63.14214;223;0;3;0;0.07;1;NA;0;0.1
5.29145;60.54781;42;0;3;0;0.8;1;0;1.5;1.7083
7.67672;63.02132;56;0;3;0;0.08;1;0;0.1;0.2196
5.71798;58.86016;49;6.3;3;8;NA;NA;6.5;0;0.1
8.19047;62.46685;64;0;3;0;0.02;1;NA;1.3;1.8874
10.76646;55.30972;21;0.2;3;0;0.09;1;NA;0.6;0.9725
11.57928;57.93825;11;0;3;0;0.13;1;0;0;0.1
9.79022;56.63737;4;0;3;0;0.93;1;NA;0.4;0.6445
5.66048;58.88046;17;5;3;0;0.41;1;4.5;0;0.1
9.03823;56.84245;23;0;3;0;0.02;1;0;0.4;0.7013
6.1669;62.472;19;0;3;0;0;1;0;0;0.1
14.29519;57.85519;150;0;3;0;0.02;1;NA;0;0.1
5.29772;60.33437;132;0.1;3;0;0.3;1;0;0.9;0.9686
18.32606;59.47429;32;0;3;0;0;1;NA;0;0.1
5.74784;58.96847;29;1.3;3;0;0.16;1;0.9;0;0.1
5.31133;60.3022;82;0;3;0;0.03;1;0;0.8;0.6396
18.98015;57.83215;26;0;3;0;0.01;1;NA;0;0.1
12.15833;55.79756;20;0;3;0;0;1;NA;0;0.1
14.99306;58.04032;153;0;3;0;0.02;1;NA;0;0.1
10.15161;63.42464;38;0;3;0;0.01;1;0;0;0.1
5.87781;59.72973;36;0.2;3;0;3.43;1;0.2;1;1.4023
17.90336;59.3559;22;0;3;0;0;1;NA;0;0.1
6.72619;62.71507;17;0;3;0;0;1;0;0;0.1
10.713;59.93496;72;0;3;0;0;1;0;0;0.1
9.94755;59.39195;96;0;3;0;2.74;1;0;0;0.1
10.19392;56.12449;64;0;3;0;0.03;1;NA;0.9;1.5128
9.67715;59.67354;262;0.1;3;0;0.61;1;0.2;0;0.1
9.50799;56.8082;38;0.7;3;8;NA;NA;0.8;0.2;0.3137
11.57328;55.44375;36;0.9;3;0;0.02;1;NA;1.6;1.7069
18.58802;59.49283;22;0;3;0;0.04;1;NA;0;0.1
13.05723;55.59595;6;0;3;0;0;1;NA;0.1;0.1608
10.05071;57.51686;65;1.1;3;0;2.85;1;0.4;0.3;0.5234
5.75;58.9667;27;10.7;3;4;NA;NA;0.9;0;0.1
6.03351;59.03117;76;0.3;3;0;0.54;1;0.4;0;0.1
12.5601;55.75285;10;0;3;0;0.01;1;NA;0;0.1
9.95693;59.76395;12;0.7;3;5;14.37;NA;0.6;0;0.109
12.23369;55.54924;0;0;3;0;0;1;NA;0;0.1
