lon;lat;z;prid;stid;wmoid;qcode;value
5.70419;58.94837;79;3;-9999;-9999;-9999;15.9666666666667
10.79539;59.90335;61;3;-9999;-9999;-9999;15.9416666666667
17.59953;68.37647;17;3;-9999;-9999;-9999;14.1875
10.67352;60.78033;238;3;-9999;-9999;-9999;17.1083333333333
9.22881;59.04475;133;3;-9999;-9999;-9999;17.1083333333333
7.37597;59.76398;810;3;-9999;-9999;-9999;15.7375
9.6619;59.65805;179;3;-9999;-9999;-9999;15.1166666666667
9.69457;59.07778;6;3;-9999;-9999;-9999;17.725
5.7036;58.9476;79;3;-9999;-9999;-9999;16.6083333333333
23.20063;69.94823;56;3;-9999;-9999;-9999;14.6
10.43689;60.25994;203;3;-9999;-9999;-9999;14.1875
6.58425;58.10602;8;3;-9999;-9999;-9999;15.4125
18.2046;69.2659;18;3;-9999;-9999;-9999;14.575
18.26605;69.34995;31;3;-9999;-9999;-9999;13.9666666666667
11.21973;62.4747;783;3;-9999;-9999;-9999;6.53333333333333
9.69703;62.59109;552;3;-9999;-9999;-9999;8.62083333333333
6.94276;62.31211;62;3;-9999;-9999;-9999;12.3583333333333
10.72688;59.95298;129;3;-9999;-9999;-9999;17.2875
10.23305;59.729;37;3;-9999;-9999;-9999;15.9958333333333
18.32018;69.3636;9;3;-9999;-9999;-9999;15.3541666666667
6.02421;58.47052;23;3;-9999;-9999;-9999;15.2125
10.54152;59.89488;38;3;-9999;-9999;-9999;17.2791666666667
6.98422;61.16319;100;3;-9999;-9999;-9999;16.9958333333333
6.15819;62.20099;81;3;-9999;-9999;-9999;18.0291666666667
14.03048;66.98516;1;3;-9999;-9999;-9999;12.1166666666667
12.28138;65.97907;2;3;-9999;-9999;-9999;13.0541666666667
10.94526;63.47307;18;3;-9999;-9999;-9999;10.9916666666667
18.62853;69.77553;78;3;-9999;-9999;-9999;15.3916666666667
10.20991;59.74782;54;3;-9999;-9999;-9999;15.9041666666667
10.74766;59.92609;42;3;-9999;-9999;-9999;18.2791666666667
10.8595;59.90933;251;3;-9999;-9999;-9999;15.025
10.7976;59.93221;117;3;-9999;-9999;-9999;16.7625
14.03998;67.03919;21;3;-9999;-9999;-9999;12.7041666666667
10.61829;59.89097;15;3;-9999;-9999;-9999;18.175
5.85243;58.77393;125;3;-9999;-9999;-9999;14.7833333333333
15.0633;68.9061;22;3;-9999;-9999;-9999;13.1708333333333
18.37131;69.38413;17;3;-9999;-9999;-9999;14.4375
10.28314;59.5173;139;3;-9999;-9999;-9999;15.3541666666667
5.28807;60.33579;60;3;-9999;-9999;-9999;15.7083333333333
10.60262;59.92277;80;3;-9999;-9999;-9999;16.7416666666667
10.80201;59.90795;80;3;-9999;-9999;-9999;17.1291666666667
10.13584;61.47599;788;3;-9999;-9999;-9999;13.4541666666667
5.71483;58.78634;57;3;-9999;-9999;-9999;15.1125
11.12589;59.25979;43;3;-9999;-9999;-9999;15.4333333333333
7.31613;58.08823;21;3;-9999;-9999;-9999;16.2666666666667
10.81638;59.87696;165;3;-9999;-9999;-9999;17.4958333333333
8.14639;61.17718;989;3;-9999;-9999;-9999;13.975
10.20808;63.55388;70;3;-9999;-9999;-9999;11.0125
6.58847;62.37877;77;3;-9999;-9999;-9999;12.05
10.25582;59.13547;12;3;-9999;-9999;-9999;16.0833333333333
8.55575;60.62067;530;3;-9999;-9999;-9999;14.1458333333333
10.6245;60.43985;596;3;-9999;-9999;-9999;15.0208333333333
10.69587;59.9251;39;3;-9999;-9999;-9999;17.0416666666667
18.17374;69.25576;38;3;-9999;-9999;-9999;15.3791666666667
5.22071;60.40725;22;3;-9999;-9999;-9999;16.3708333333333
6.2341;62.1781;320;3;-9999;-9999;-9999;14.8916666666667
10.91866;59.9948;212;3;-9999;-9999;-9999;15.2916666666667
10.90438;59.19298;29;3;-9999;-9999;-9999;16.0958333333333
23.39646;69.95109;48;3;-9999;-9999;-9999;15.1
10.89907;59.96723;278;3;-9999;-9999;-9999;22.575
5.24881;60.33839;16;3;-9999;-9999;-9999;16.0041666666667
9.03182;60.52825;858;3;-9999;-9999;-9999;12.4416666666667
18.91706;69.64047;59;3;-9999;-9999;-9999;15.5375
10.01712;60.02344;130;3;-9999;-9999;-9999;15.4208333333333
18.95998;69.63117;52;3;-9999;-9999;-9999;14.6833333333333
10.50535;59.75611;42;3;-9999;-9999;-9999;-24.3458333333333
9.82192;62.665;699;3;-9999;-9999;-9999;7.4375
9.70421;62.59764;557;3;-9999;-9999;-9999;8.12916666666667
8.55279;62.66725;18;3;-9999;-9999;-9999;13.0583333333333
9.86524;62.66617;688;3;-9999;-9999;-9999;7.2875
8.5462;62.66674;19;3;-9999;-9999;-9999;12.4875
11.19864;60.249;177;3;-9999;-9999;-9999;15.0875
5.32612;59.36031;56;3;-9999;-9999;-9999;15.425
18.93567;69.59982;15;3;-9999;-9999;-9999;13.8166666666667
18.936;69.59886;18;3;-9999;-9999;-9999;14.925
18.93614;69.5994;17;3;-9999;-9999;-9999;12.85
18.93756;69.60383;33;3;-9999;-9999;-9999;13.6958333333333
11.19692;60.13879;215;3;-9999;-9999;-9999;14.0208333333333
14.92263;68.5568;20;3;-9999;-9999;-9999;13.9791666666667
10.81288;60.13426;183;3;-9999;-9999;-9999;13.7166666666667
10.33473;63.34573;145;3;-9999;-9999;-9999;10.3625
8.40827;62.23481;649;3;-9999;-9999;-9999;9.00833333333333
10.82427;60.13762;188;3;-9999;-9999;-9999;13.3375
9.84637;63.30343;10;3;-9999;-9999;-9999;11.4583333333333
5.18611;59.79947;21;3;-9999;-9999;-9999;16.0458333333333
11.39655;63.8576;40;3;-9999;-9999;-9999;10.9833333333333
5.05117;60.38723;45;3;-9999;-9999;-9999;14.9708333333333
10.82958;59.93781;130;3;-9999;-9999;-9999;18.3291666666667
10.96233;59.92025;205;3;-9999;-9999;-9999;14.0625
6.11009;61.49413;237;3;-9999;-9999;-9999;14.2791666666667
6.06608;61.48614;187;3;-9999;-9999;-9999;15.8916666666667
5.64916;58.94653;17;3;-9999;-9999;-9999;17.0916666666667
7.50229;63.05201;32;3;-9999;-9999;-9999;11.9125
7.03097;61.48631;192;3;-9999;-9999;-9999;13.8083333333333
6.55337;60.05441;91;3;-9999;-9999;-9999;16.4333333333333
11.18928;59.58802;160;3;-9999;-9999;-9999;14.4291666666667
7.91429;58.22324;42;3;-9999;-9999;-9999;16.6208333333333
9.56263;60.82211;225;3;-9999;-9999;-9999;15.9
10.53797;59.87268;35;3;-9999;-9999;-9999;16.8208333333333
9.60539;59.18488;35;3;-9999;-9999;-9999;16.0875
9.92202;63.59188;5;3;-9999;-9999;-9999;11.2791666666667
10.84868;60.11938;144;3;-9999;-9999;-9999;14.4291666666667
6.67078;62.47803;39;3;-9999;-9999;-9999;13.5083333333333
15.39102;68.69498;60;3;-9999;-9999;-9999;12.575
24.78197;70.58388;54;3;-9999;-9999;-9999;16.9083333333333
6.04019;59.0317;87;3;-9999;-9999;-9999;15.7666666666667
13.80123;66.07886;68;3;-9999;-9999;-9999;12.2083333333333
15.63613;66.77249;276;3;-9999;-9999;-9999;12.4666666666667
6.44206;62.60025;26;3;-9999;-9999;-9999;13.1416666666667
10.80499;59.94356;162;3;-9999;-9999;-9999;16.5833333333333
18.49385;69.04798;107;3;-9999;-9999;-9999;14.5083333333333
6.49211;60.85693;447;3;-9999;-9999;-9999;13.1125
10.26064;59.83088;192;3;-9999;-9999;-9999;15.1458333333333
10.41639;63.43252;25;3;-9999;-9999;-9999;11.2041666666667
6.36485;62.46873;43;3;-9999;-9999;-9999;14.5458333333333
10.51685;63.42741;24;3;-9999;-9999;-9999;9.63333333333333
29.89983;69.70705;3;3;-9999;-9999;-9999;17.425
10.36242;59.81507;202;3;-9999;-9999;-9999;14.4291666666667
14.58465;68.23445;3;3;-9999;-9999;-9999;15.4625
5.97317;59.08455;212;3;-9999;-9999;-9999;15.2458333333333
6.4446;58.29488;20;3;-9999;-9999;-9999;15.975
7.47096;58.02735;3;3;-9999;-9999;-9999;15.9458333333333
11.62787;60.35433;139;3;-9999;-9999;-9999;14.5166666666667
10.45785;59.25628;28;3;-9999;-9999;-9999;14.9
7.3469;59.44446;895;3;-9999;-9999;-9999;12.3
5.60921;58.78398;39;3;-9999;-9999;-9999;15.7083333333333
7.32938;59.7768;854;3;-9999;-9999;-9999;13.0916666666667
10.2159;59.15103;79;3;-9999;-9999;-9999;14.2958333333333
9.09188;63.28419;53;3;-9999;-9999;-9999;12.2208333333333
6.13128;62.20233;21;3;-9999;-9999;-9999;14.125
14.01823;67.10835;7;3;-9999;-9999;-9999;12.9416666666667
11.68317;60.23799;153;3;-9999;-9999;-9999;16.1291666666667
10.77891;59.9415;112;3;-9999;-9999;-9999;18.3166666666667
10.66259;59.42419;17;3;-9999;-9999;-9999;16.9208333333333
7.54362;62.78605;59;3;-9999;-9999;-9999;12.3875
11.00818;59.22792;15;3;-9999;-9999;-9999;14.4541666666667
11.54885;64.48511;85;3;-9999;-9999;-9999;11.0083333333333
7.08994;62.61959;23;3;-9999;-9999;-9999;15.1125
9.16338;60.04948;256;3;-9999;-9999;-9999;15.1583333333333
10.79415;59.90669;62;3;-9999;-9999;-9999;17.3375
28.17888;70.19598;39;3;-9999;-9999;-9999;19.1541666666667
10.206;59.73913;8;3;-9999;-9999;-9999;21.6375
29.33271;70.12019;32;3;-9999;-9999;-9999;17.4583333333333
8.84624;58.49573;35;3;-9999;-9999;-9999;16.6541666666667
9.8045;63.77086;50;3;-9999;-9999;-9999;10.7375
11.44763;63.45814;83;3;-9999;-9999;-9999;10.9875
10.93797;59.09866;12;3;-9999;-9999;-9999;15.4125
5.98784;60.56447;527;3;-9999;-9999;-9999;13.2458333333333
5.71472;58.83347;41;3;-9999;-9999;-9999;16.5041666666667
11.03564;59.9603;110;3;-9999;-9999;-9999;16.4708333333333
5.62061;58.77384;59;3;-9999;-9999;-9999;16.2208333333333
6.29718;58.3405;9;3;-9999;-9999;-9999;16.05
7.05116;58.13184;11;3;-9999;-9999;-9999;17.7458333333333
18.84645;69.84667;7;3;-9999;-9999;-9999;12.8833333333333
17.41623;68.44563;42;3;-9999;-9999;-9999;20.1958333333333
5.79819;58.52806;12;3;-9999;-9999;-9999;15.8041666666667
5.3081;59.39605;41;3;-9999;-9999;-9999;15.5458333333333
6.2779;62.45832;17;3;-9999;-9999;-9999;16.325
8.6008;58.3469;19;3;-9999;-9999;-9999;19.9708333333333
10.7878;59.7438;95;3;-9999;-9999;-9999;16.8666666666667
10.68643;59.52346;12;3;-9999;-9999;-9999;15.8666666666667
10.78534;59.26769;33;3;-9999;-9999;-9999;14.6666666666667
9.93187;60.22956;140;3;-9999;-9999;-9999;15.1875
5.70798;58.85064;49;3;-9999;-9999;-9999;16.6875
21.0462;69.77811;41;3;-9999;-9999;-9999;15.1666666666667
4.81215;60.63514;16;3;-9999;-9999;-9999;16.0875
5.31504;59.36202;29;3;-9999;-9999;-9999;15.4666666666667
10.7377;59.51973;44;3;-9999;-9999;-9999;15.1416666666667
10.90211;59.95107;162;3;-9999;-9999;-9999;16.8541666666667
5.82864;62.31211;23;3;-9999;-9999;-9999;15.1625
5.294;60.22512;16;3;-9999;-9999;-9999;15.4333333333333
10.6497;59.93868;166;3;-9999;-9999;-9999;17.1083333333333
10.0338;59.05155;34;3;-9999;-9999;-9999;16.2
6.92998;62.61195;8;3;-9999;-9999;-9999;12.875
11.22301;63.86974;37;3;-9999;-9999;-9999;10.7
10.21437;60.22975;167;3;-9999;-9999;-9999;14.4
10.32328;59.82193;204;3;-9999;-9999;-9999;15.2875
5.32101;60.39094;13;3;-9999;-9999;-9999;15.1458333333333
21.48477;70.16655;32;3;-9999;-9999;-9999;17.6333333333333
19.05462;69.6798;15;3;-9999;-9999;-9999;15.3708333333333
10.79732;59.95379;221;3;-9999;-9999;-9999;17.2541666666667
10.64122;63.43377;144;3;-9999;-9999;-9999;10.1083333333333
5.75736;58.82559;41;3;-9999;-9999;-9999;17.675
5.74631;58.99605;16;3;-9999;-9999;-9999;17.6458333333333
5.15226;60.67018;44;3;-9999;-9999;-9999;15.0833333333333
10.7882;59.86102;68;3;-9999;-9999;-9999;16.3083333333333
5.28511;59.40263;26;3;-9999;-9999;-9999;17.5458333333333
11.91288;65.70879;3;3;-9999;-9999;-9999;11.375
11.59326;63.79101;59;3;-9999;-9999;-9999;11.1333333333333
11.9955;62.64471;889;3;-9999;-9999;-9999;5.00833333333333
10.30919;63.28245;184;3;-9999;-9999;-9999;9.56666666666667
11.01994;59.99828;209;3;-9999;-9999;-9999;14.7416666666667
6.4857;61.5729;217;3;-9999;-9999;-9999;12.9291666666667
5.62131;58.78598;50;3;-9999;-9999;-9999;15.0375
11.52775;62.64999;813;3;-9999;-9999;-9999;3.875
18.8391;69.6857;12;3;-9999;-9999;-9999;14.4166666666667
5.62735;58.71503;27;3;-9999;-9999;-9999;15.4458333333333
16.39048;68.09953;9;3;-9999;-9999;-9999;16.3125
9.66144;59.669;180;3;-9999;-9999;-9999;15.5958333333333
11.22242;64.22089;54;3;-9999;-9999;-9999;11.6125
8.08339;58.13217;19;3;-9999;-9999;-9999;16.375
10.88054;59.20368;17;3;-9999;-9999;-9999;16.225
10.41604;63.40439;59;3;-9999;-9999;-9999;10.8083333333333
10.95704;59.19564;7;3;-9999;-9999;-9999;16.0916666666667
5.72391;58.82163;22;3;-9999;-9999;-9999;15.7958333333333
10.4409;63.4147;111;3;-9999;-9999;-9999;11.275
5.18027;60.36699;49;3;-9999;-9999;-9999;17.6583333333333
10.64202;59.9538;154;3;-9999;-9999;-9999;17.6375
9.84618;59.75839;147;3;-9999;-9999;-9999;15.3
5.34047;60.30206;64;3;-9999;-9999;-9999;16.2291666666667
5.28301;59.4435;30;3;-9999;-9999;-9999;17.2791666666667
7.86011;63.10071;21;3;-9999;-9999;-9999;13.7041666666667
5.07011;61.98786;124;3;-9999;-9999;-9999;12.9708333333333
18.34786;68.87245;124;3;-9999;-9999;-9999;14.4583333333333
6.03108;59.02436;20;3;-9999;-9999;-9999;16.4541666666667
8.07044;58.12881;29;3;-9999;-9999;-9999;17.6083333333333
6.67756;58.11025;54;3;-9999;-9999;-9999;16.1
15.0725;68.91444;26;3;-9999;-9999;-9999;14.6125
10.16614;60.84392;529;3;-9999;-9999;-9999;11.2791666666667
11.97898;60.20506;172;3;-9999;-9999;-9999;13.8208333333333
7.32717;58.77712;774;3;-9999;-9999;-9999;12.5375
10.26954;59.12798;42;3;-9999;-9999;-9999;15.6375
14.35926;66.34263;107;3;-9999;-9999;-9999;13.225
6.5711;61.08482;73;3;-9999;-9999;-9999;14.4083333333333
6.52676;60.09582;27;3;-9999;-9999;-9999;17.2083333333333
10.29385;59.75805;85;3;-9999;-9999;-9999;17.15
8.43516;58.60502;188;3;-9999;-9999;-9999;16.6458333333333
17.35712;68.42077;73;3;-9999;-9999;-9999;14.6458333333333
5.69517;60.95716;523;3;-9999;-9999;-9999;13.4416666666667
5.72187;60.95569;525;3;-9999;-9999;-9999;12.3666666666667
5.71055;60.96866;509;3;-9999;-9999;-9999;12.4833333333333
9.44668;59.78921;586;3;-9999;-9999;-9999;15.2041666666667
5.30465;60.33537;121;3;-9999;-9999;-9999;16.4583333333333
10.63264;59.93787;110;3;-9999;-9999;-9999;17.3791666666667
15.20128;68.72335;0;3;-9999;-9999;-9999;13.3333333333333
6.38269;62.50023;35;3;-9999;-9999;-9999;12.3208333333333
7.66069;58.26731;242;3;-9999;-9999;-9999;16.0875
20.49192;69.7458;8;3;-9999;-9999;-9999;13.8541666666667
17.69674;68.66281;80;3;-9999;-9999;-9999;13.2625
18.50233;69.75643;13;3;-9999;-9999;-9999;13.2791666666667
5.39688;59.41601;54;3;-9999;-9999;-9999;17.0333333333333
10.79023;59.89599;152;3;-9999;-9999;-9999;16.5208333333333
8.41166;62.6858;65;3;-9999;-9999;-9999;12.0083333333333
6.84247;62.35299;344;3;-9999;-9999;-9999;10.2
11.51184;64.01286;61;3;-9999;-9999;-9999;11.675
9.22409;59.73891;371;3;-9999;-9999;-9999;17.0125
10.83864;59.82459;191;3;-9999;-9999;-9999;16.8083333333333
7.68745;62.56486;23;3;-9999;-9999;-9999;12.2541666666667
9.93266;61.5624;264;3;-9999;-9999;-9999;14.025
8.10136;58.22773;96;3;-9999;-9999;-9999;17.4125
8.76;59.88379;1004;3;-9999;-9999;-9999;12.6666666666667
10.73323;63.5934;120;3;-9999;-9999;-9999;10.8333333333333
6.36594;59.60341;458;3;-9999;-9999;-9999;14.1458333333333
10.75909;63.42774;143;3;-9999;-9999;-9999;10.825
11.52306;60.89247;194;3;-9999;-9999;-9999;13.8791666666667
18.96751;69.67113;36;3;-9999;-9999;-9999;13.1333333333333
12.0523;60.27196;159;3;-9999;-9999;-9999;11.9625
10.68557;59.49661;28;3;-9999;-9999;-9999;16.6083333333333
10.68633;59.49691;24;3;-9999;-9999;-9999;15.3625
10.6888;59.4944;13;3;-9999;-9999;-9999;15.0041666666667
10.60641;59.89218;11;3;-9999;-9999;-9999;17.3541666666667
17.89781;69.21305;40;3;-9999;-9999;-9999;13.9208333333333
10.68407;59.4307;30;3;-9999;-9999;-9999;16.1625
10.68918;59.51627;38;3;-9999;-9999;-9999;16.2666666666667
10.70689;59.52544;69;3;-9999;-9999;-9999;17.0708333333333
10.69357;59.52232;37;3;-9999;-9999;-9999;15.1916666666667
10.70052;59.52634;52;3;-9999;-9999;-9999;17.0083333333333
11.19591;60.7135;226;3;-9999;-9999;-9999;14.7333333333333
10.14525;63.31947;12;3;-9999;-9999;-9999;11.1458333333333
10.70581;59.52574;67;3;-9999;-9999;-9999;15.5625
10.69001;59.49574;19;3;-9999;-9999;-9999;15.3
10.70436;59.52309;59;3;-9999;-9999;-9999;16.4708333333333
10.82289;59.80008;155;3;-9999;-9999;-9999;15.5416666666667
11.37535;59.14808;126;3;-9999;-9999;-9999;14.5916666666667
6.48695;59.70503;494;3;-9999;-9999;-9999;13.625
10.77107;59.87672;9;3;-9999;-9999;-9999;16.5583333333333
10.44328;59.79209;124;3;-9999;-9999;-9999;16.2916666666667
10.25369;59.57509;30;3;-9999;-9999;-9999;16.7416666666667
13.40479;64.4492;409;3;-9999;-9999;-9999;9.97916666666667
7.68564;62.80764;120;3;-9999;-9999;-9999;11.5625
10.95353;59.03935;16;3;-9999;-9999;-9999;15.975
12.0427;60.01188;158;3;-9999;-9999;-9999;13.9041666666667
10.50496;63.43141;28;3;-9999;-9999;-9999;11.7708333333333
10.82592;59.18007;35;3;-9999;-9999;-9999;16.5041666666667
8.40587;58.26807;37;3;-9999;-9999;-9999;13.7833333333333
5.4967;62.02187;23;3;-9999;-9999;-9999;12.2041666666667
16.75761;68.49525;62;3;-9999;-9999;-9999;14.9166666666667
5.33182;60.30042;35;3;-9999;-9999;-9999;17.0291666666667
20.56103;70.03259;25;3;-9999;-9999;-9999;15.6875
10.54991;59.91928;83;3;-9999;-9999;-9999;16.2416666666667
10.29249;60.09086;79;3;-9999;-9999;-9999;17.0541666666667
5.65492;58.66257;43;3;-9999;-9999;-9999;15.4166666666667
11.35302;59.42168;130;3;-9999;-9999;-9999;16.0833333333333
10.78282;59.83181;98;3;-9999;-9999;-9999;19.0041666666667
29.70209;70.63012;7;3;-9999;-9999;-9999;21.6041666666667
9.70224;63.71155;16;3;-9999;-9999;-9999;11.1416666666667
10.20952;59.1493;67;3;-9999;-9999;-9999;15.6583333333333
10.47314;63.40247;164;3;-9999;-9999;-9999;9.9
6.05405;61.43063;149;3;-9999;-9999;-9999;14.5125
10.66939;59.95306;151;3;-9999;-9999;-9999;17.8916666666667
10.46697;59.83859;79;3;-9999;-9999;-9999;19.2625
10.98024;59.2354;20;3;-9999;-9999;-9999;18.3458333333333
10.36337;63.39756;137;3;-9999;-9999;-9999;9.2375
7.64827;63.09753;21;3;-9999;-9999;-9999;12.9958333333333
11.00123;59.9329;171;3;-9999;-9999;-9999;16.1166666666667
10.92973;59.95749;199;3;-9999;-9999;-9999;15.7916666666667
11.21274;60.07514;140;3;-9999;-9999;-9999;13.3083333333333
5.8959;59.02405;13;3;-9999;-9999;-9999;16.1125
6.02323;59.02751;41;3;-9999;-9999;-9999;16.4
12.28284;61.31934;543;3;-9999;-9999;-9999;10.85
5.6872;58.96534;33;3;-9999;-9999;-9999;16.3
5.36037;60.33805;67;3;-9999;-9999;-9999;18.8458333333333
10.68945;59.95664;178;3;-9999;-9999;-9999;17.8375
5.87437;62.34246;117;3;-9999;-9999;-9999;12.8916666666667
6.36564;62.44997;95;3;-9999;-9999;-9999;13.1416666666667
7.21545;62.74557;42;3;-9999;-9999;-9999;11.6583333333333
10.80441;59.88435;175;3;-9999;-9999;-9999;14.8416666666667
10.32484;59.27662;34;3;-9999;-9999;-9999;14.8333333333333
10.79942;59.94539;181;3;-9999;-9999;-9999;18.2541666666667
5.11071;61.93285;32;3;-9999;-9999;-9999;13.6291666666667
10.63009;59.94291;132;3;-9999;-9999;-9999;17.0541666666667
7.12441;62.56147;69;3;-9999;-9999;-9999;12.6833333333333
10.47237;59.93266;136;3;-9999;-9999;-9999;17.0375
10.45108;59.78688;143;3;-9999;-9999;-9999;15.6916666666667
10.79264;59.95169;191;3;-9999;-9999;-9999;17.1458333333333
10.58559;59.94209;129;3;-9999;-9999;-9999;17.8875
11.47603;63.78489;3;3;-9999;-9999;-9999;11.4541666666667
10.63006;59.95031;135;3;-9999;-9999;-9999;18.1708333333333
8.18986;60.54292;1053;3;-9999;-9999;-9999;10.6916666666667
6.58812;60.67903;303;3;-9999;-9999;-9999;12.9416666666667
10.25397;63.27837;83;3;-9999;-9999;-9999;10.1583333333333
10.41245;63.41458;49;3;-9999;-9999;-9999;11.0208333333333
10.44911;59.20863;10;3;-9999;-9999;-9999;15.2083333333333
9.3668;58.90192;92;3;-9999;-9999;-9999;15.8583333333333
10.22557;59.76145;114;3;-9999;-9999;-9999;15.75
13.66613;68.14695;52;3;-9999;-9999;-9999;12.6875
7.6313;63.0823;15;3;-9999;-9999;-9999;12.8458333333333
14.55161;67.27825;26;3;-9999;-9999;-9999;13.0208333333333
10.25;59.8167;137;3;-9999;-9999;-9999;17.7
5.6684;58.73321;32;3;-9999;-9999;-9999;16.0875
5.33345;60.5165;28;3;-9999;-9999;-9999;15.1416666666667
5.91273;59.49843;17;3;-9999;-9999;-9999;15.9708333333333
9.13126;60.04794;346;3;-9999;-9999;-9999;13.9541666666667
10.77374;59.91199;34;3;-9999;-9999;-9999;17.425
9.6543;62.60458;595;3;-9999;-9999;-9999;8.07916666666667
14.35755;66.31569;175;3;-9999;-9999;-9999;12.275
8.30408;59.81288;959;3;-9999;-9999;-9999;11.9125
5.32714;60.83687;68;3;-9999;-9999;-9999;15.5833333333333
11.01876;60.06509;237;3;-9999;-9999;-9999;15.725
10.64203;59.9442;160;3;-9999;-9999;-9999;16.725
10.41126;63.39952;44;3;-9999;-9999;-9999;10.5083333333333
10.51924;59.94472;209;3;-9999;-9999;-9999;14.6166666666667
5.2396;60.3525;29;3;-9999;-9999;-9999;15.9708333333333
10.62406;59.81833;112;3;-9999;-9999;-9999;17.3375
10.79825;59.83806;103;3;-9999;-9999;-9999;16.6166666666667
11.3311;63.95616;40;3;-9999;-9999;-9999;12.1833333333333
10.88603;59.68193;105;3;-9999;-9999;-9999;16.3625
10.612;60.95854;138;3;-9999;-9999;-9999;16.6666666666667
5.6902;58.93965;72;3;-9999;-9999;-9999;16.5166666666667
10.19885;60.1905;259;3;-9999;-9999;-9999;16.6916666666667
5.19997;60.40618;90;3;-9999;-9999;-9999;16.3541666666667
9.65767;58.98218;65;3;-9999;-9999;-9999;17.325
5.48573;60.57067;49;3;-9999;-9999;-9999;15.8333333333333
10.23709;59.12748;2;3;-9999;-9999;-9999;15.9083333333333
5.31588;60.39387;13;3;-9999;-9999;-9999;15.1208333333333
10.0688;60.84079;160;3;-9999;-9999;-9999;15.5833333333333
6.37745;62.48111;21;3;-9999;-9999;-9999;15.2291666666667
5.84144;62.34604;25;3;-9999;-9999;-9999;16.4
10.47796;63.41286;137;3;-9999;-9999;-9999;9.61666666666667
11.19236;60.25455;193;3;-9999;-9999;-9999;14.9041666666667
12.28321;61.32227;563;3;-9999;-9999;-9999;10.0583333333333
6.07697;60.36492;57;3;-9999;-9999;-9999;15.7541666666667
10.70776;59.96025;220;3;-9999;-9999;-9999;14.7666666666667
5.61522;58.92433;46;3;-9999;-9999;-9999;15.2958333333333
10.4675;59.95858;197;3;-9999;-9999;-9999;16.0333333333333
13.60855;66.22413;7;3;-9999;-9999;-9999;12.5875
30.1604;69.7197;147;3;-9999;-9999;-9999;18.7916666666667
8.72594;62.80863;21;3;-9999;-9999;-9999;13.1916666666667
10.91665;59.65759;105;3;-9999;-9999;-9999;14.1541666666667
5.34809;61.32453;15;3;-9999;-9999;-9999;15.125
9.0003;58.61413;31;3;-9999;-9999;-9999;14.3666666666667
5.41721;60.45559;80;3;-9999;-9999;-9999;17.4291666666667
21.05377;69.78004;84;3;-9999;-9999;-9999;15.0125
13.25864;66.62011;39;3;-9999;-9999;-9999;13.0416666666667
5.73561;60.5503;29;3;-9999;-9999;-9999;13.9958333333333
11.0361;59.19773;20;3;-9999;-9999;-9999;14.525
9.70941;62.60713;609;3;-9999;-9999;-9999;8.56666666666667
10.96675;59.9344;176;3;-9999;-9999;-9999;15.1791666666667
11.08329;61.87922;292;3;-9999;-9999;-9999;9.92083333333333
10.43536;63.42846;101;3;-9999;-9999;-9999;10.4625
8.75511;58.45337;3;3;-9999;-9999;-9999;19.8291666666667
6.03566;59.03373;100;3;-9999;-9999;-9999;15.4291666666667
23.11;70.24397;6;3;-9999;-9999;-9999;15.2208333333333
23.06507;69.02025;317;3;-9999;-9999;-9999;15.3041666666667
6.19848;62.43672;22;3;-9999;-9999;-9999;14.9625
10.39186;63.36617;138;3;-9999;-9999;-9999;10.9291666666667
10.42672;59.81684;181;3;-9999;-9999;-9999;16.6333333333333
19.58487;69.42681;29;3;-9999;-9999;-9999;14.7
6.91868;61.16123;22;3;-9999;-9999;-9999;16.3958333333333
10.68607;59.50406;32;3;-9999;-9999;-9999;15.8208333333333
11.02029;59.66607;119;3;-9999;-9999;-9999;16.4875
5.25256;60.2802;48;3;-9999;-9999;-9999;15.8916666666667
10.2781;63.2856;20;3;-9999;-9999;-9999;10.5291666666667
10.20106;59.74922;32;3;-9999;-9999;-9999;16.6541666666667
10.49239;63.43407;35;3;-9999;-9999;-9999;11.3083333333333
11.16085;59.31654;58;3;-9999;-9999;-9999;15.5375
5.3606;60.32014;77;3;-9999;-9999;-9999;17.3958333333333
5.76414;58.96587;3;3;-9999;-9999;-9999;17.3666666666667
10.81628;59.93264;121;3;-9999;-9999;-9999;18.125
8.07224;58.13195;17;3;-9999;-9999;-9999;16.6791666666667
5.19011;60.34409;25;3;-9999;-9999;-9999;16.8458333333333
5.29008;59.42079;40;3;-9999;-9999;-9999;16.7
8.93027;58.62409;49;3;-9999;-9999;-9999;19.7625
10.49455;59.31874;32;3;-9999;-9999;-9999;15.7916666666667
10.28704;60.89742;599;3;-9999;-9999;-9999;11.1791666666667
10.74281;59.91546;45;3;-9999;-9999;-9999;23.9833333333333
5.35803;60.37834;33;3;-9999;-9999;-9999;15.2291666666667
11.1477;60.01128;178;3;-9999;-9999;-9999;16.4166666666667
5.3374;60.31711;40;3;-9999;-9999;-9999;15.7541666666667
10.16737;63.24035;160;3;-9999;-9999;-9999;9.825
10.08719;59.53596;86;3;-9999;-9999;-9999;15.325
10.36502;63.33582;159;3;-9999;-9999;-9999;9.55
5.78833;61.92115;32;3;-9999;-9999;-9999;15.5166666666667
10.98758;64.52981;25;3;-9999;-9999;-9999;11.4958333333333
