lon;lat;z;prid;stid;wmoid;qcode;value
10.89965;59.18902;24;3;-9999;-9999;-9999;16.3541666666667
17.42654;68.69304;6;3;-9999;-9999;-9999;12.4333333333333
14.99856;68.30656;15;3;-9999;-9999;-9999;15.6125
11.09976;59.99571;125;3;-9999;-9999;-9999;15.6166666666667
10.47545;59.80371;68;3;-9999;-9999;-9999;17.7041666666667
5.28771;60.32664;52;3;-9999;-9999;-9999;16.9583333333333
6.31652;62.43515;9;3;-9999;-9999;-9999;16.175
10.22431;59.04731;41;3;-9999;-9999;-9999;16.4458333333333
5.33694;59.69917;26;3;-9999;-9999;-9999;18.0791666666667
13.42505;65.17491;348;3;-9999;-9999;-9999;10.9125
8.00311;58.08596;27;3;-9999;-9999;-9999;15.7
5.19609;59.27295;14;3;-9999;-9999;-9999;18.3333333333333
8.50156;60.33567;1081;3;-9999;-9999;-9999;10.3125
16.84776;68.72725;18;3;-9999;-9999;-9999;15.3541666666667
5.66846;59.39386;22;3;-9999;-9999;-9999;16.0375
9.47811;61.77557;330;3;-9999;-9999;-9999;10.8416666666667
10.92434;60.00288;186;3;-9999;-9999;-9999;15.6375
10.10575;59.29724;74;3;-9999;-9999;-9999;13.4916666666667
5.38853;61.608;36;3;-9999;-9999;-9999;15.6
13.65807;68.18903;11;3;-9999;-9999;-9999;13.1916666666667
11.07157;60.79355;126;3;-9999;-9999;-9999;17.7
5.15681;61.91906;45;3;-9999;-9999;-9999;14.6791666666667
5.4735;60.20039;53;3;-9999;-9999;-9999;15.3375
9.99498;59.03654;106;3;-9999;-9999;-9999;14.4166666666667
10.268;59.56157;8;3;-9999;-9999;-9999;18.4708333333333
6.32447;62.43392;16;3;-9999;-9999;-9999;13.0041666666667
10.51601;61.10247;506;3;-9999;-9999;-9999;11.9125
8.08856;61.9159;456;3;-9999;-9999;-9999;13.8125
5.97647;60.36456;459;3;-9999;-9999;-9999;14.5541666666667
7.59015;61.49504;12;3;-9999;-9999;-9999;15.4166666666667
13.18336;65.87348;147;3;-9999;-9999;-9999;11.5875
11.18651;59.59994;164;3;-9999;-9999;-9999;14.2958333333333
11.14704;60.07395;161;3;-9999;-9999;-9999;15.3333333333333
11.17705;59.26839;61;3;-9999;-9999;-9999;15.8791666666667
10.22883;61.22716;265;3;-9999;-9999;-9999;13.5041666666667
8.68719;63.75255;17;3;-9999;-9999;-9999;13.2458333333333
8.69375;63.80051;3;3;-9999;-9999;-9999;11.9208333333333
8.66567;63.86693;12;3;-9999;-9999;-9999;11.6916666666667
5.25302;61.76374;54;3;-9999;-9999;-9999;14.8583333333333
5.25445;61.76535;65;3;-9999;-9999;-9999;15.3875
5.25143;61.76384;39;3;-9999;-9999;-9999;13.6333333333333
5.25982;61.76511;59;3;-9999;-9999;-9999;13.7333333333333
5.25662;61.76301;97;3;-9999;-9999;-9999;17.4375
8.83145;63.72843;9;3;-9999;-9999;-9999;11.7958333333333
5.92657;58.99443;7;3;-9999;-9999;-9999;16.8166666666667
8.82115;63.70249;19;3;-9999;-9999;-9999;12.6333333333333
8.82573;63.75776;8;3;-9999;-9999;-9999;11.725
8.825;63.72635;33;3;-9999;-9999;-9999;11.4583333333333
8.82302;63.75763;8;3;-9999;-9999;-9999;12.0333333333333
8.87861;63.76837;13;3;-9999;-9999;-9999;12.0875
8.83784;63.72046;19;3;-9999;-9999;-9999;12.2416666666667
8.82615;63.7278;29;3;-9999;-9999;-9999;10.2875
8.7334;63.6866;30;3;-9999;-9999;-9999;23.9291666666667
8.82711;63.73265;20;3;-9999;-9999;-9999;11.3166666666667
8.82603;63.73542;30;3;-9999;-9999;-9999;11.6416666666667
8.8386;63.77096;1;3;-9999;-9999;-9999;12.6
7.97567;58.10686;6;3;-9999;-9999;-9999;16.8333333333333
11.59896;60.4126;150;3;-9999;-9999;-9999;14.4708333333333
17.35534;68.42445;14;3;-9999;-9999;-9999;16.6083333333333
8.83813;63.65669;13;3;-9999;-9999;-9999;12.375
6.8388;58.24656;196;3;-9999;-9999;-9999;24.9166666666667
10.83949;59.88005;141;3;-9999;-9999;-9999;17.4291666666667
10.37665;59.44388;7;3;-9999;-9999;-9999;14.9583333333333
10.40124;59.7615;194;3;-9999;-9999;-9999;15.2583333333333
6.32686;62.47117;46;3;-9999;-9999;-9999;15.5583333333333
10.83696;59.72202;143;3;-9999;-9999;-9999;14.825
10.46384;59.40798;42;3;-9999;-9999;-9999;16.225
5.23008;59.38858;22;3;-9999;-9999;-9999;16.7083333333333
10.1708;60.0737;99;3;-9999;-9999;-9999;16.7666666666667
29.72721;70.0812;26;3;-9999;-9999;-9999;18.7708333333333
10.79826;59.94244;147;3;-9999;-9999;-9999;16.6666666666667
6.59432;58.0971;14;3;-9999;-9999;-9999;15.7833333333333
11.8668;62.88792;720;3;-9999;-9999;-9999;6.24166666666667
11.91753;62.91495;695;3;-9999;-9999;-9999;6.1875
11.06811;59.61298;119;3;-9999;-9999;-9999;15.2875
11.85055;62.89703;771;3;-9999;-9999;-9999;5.60833333333333
11.8808;62.88109;725;3;-9999;-9999;-9999;6.2375
11.88999;62.91113;618;3;-9999;-9999;-9999;6.58333333333333
11.88143;62.88088;724;3;-9999;-9999;-9999;5.60416666666667
11.88698;62.882;687;3;-9999;-9999;-9999;5.98333333333333
10.84546;59.87022;137;3;-9999;-9999;-9999;16.8916666666667
8.68557;60.13509;756;3;-9999;-9999;-9999;16.1166666666667
23.18162;69.94408;69;3;-9999;-9999;-9999;14.7958333333333
8.05556;61.11005;1008;3;-9999;-9999;-9999;10.1708333333333
10.41193;59.77123;175;3;-9999;-9999;-9999;15.1291666666667
5.6967;62.3438;32;3;-9999;-9999;-9999;13.2875
4.98633;60.25118;26;3;-9999;-9999;-9999;14.6541666666667
6.6192;58.08987;4;3;-9999;-9999;-9999;15.5041666666667
10.22109;59.74391;21;3;-9999;-9999;-9999;17.3416666666667
10.43225;59.15198;13;3;-9999;-9999;-9999;16.3708333333333
10.64225;59.93816;144;3;-9999;-9999;-9999;17.7375
9.30805;58.78502;29;3;-9999;-9999;-9999;15.5333333333333
10.17521;60.15913;156;3;-9999;-9999;-9999;16.8916666666667
5.76553;58.96802;1;3;-9999;-9999;-9999;17.5875
10.21215;59.0919;24;3;-9999;-9999;-9999;15.8291666666667
8.71396;63.63856;11;3;-9999;-9999;-9999;12.3666666666667
10.59258;59.91833;70;3;-9999;-9999;-9999;17.3583333333333
7.71925;61.24229;16;3;-9999;-9999;-9999;15.0541666666667
5.72549;58.90916;30;3;-9999;-9999;-9999;16.0208333333333
11.16346;60.29363;188;3;-9999;-9999;-9999;16.1708333333333
10.36656;59.17249;13;3;-9999;-9999;-9999;20.6
10.4391;59.44373;6;3;-9999;-9999;-9999;15.875
10.6399;59.92141;44;3;-9999;-9999;-9999;15.7375
10.93769;59.19857;30;3;-9999;-9999;-9999;15.4625
11.63388;62.58526;764;3;-9999;-9999;-9999;5.70833333333333
12.3674;64.24945;35;3;-9999;-9999;-9999;11.3875
13.77879;67.05585;20;3;-9999;-9999;-9999;12.65
5.31493;60.52058;26;3;-9999;-9999;-9999;15.8833333333333
10.27252;59.53089;14;3;-9999;-9999;-9999;28.3416666666667
8.70607;58.41286;31;3;-9999;-9999;-9999;16.3791666666667
11.26292;63.75697;54;3;-9999;-9999;-9999;11.4208333333333
7.32934;60.40987;780;3;-9999;-9999;-9999;11.25
15.01365;67.11838;10;3;-9999;-9999;-9999;13.8708333333333
9.263;61.76526;544;3;-9999;-9999;-9999;10.9291666666667
10.99283;59.92964;182;3;-9999;-9999;-9999;15.1333333333333
18.91143;69.64313;54;3;-9999;-9999;-9999;14.6625
5.60857;58.94635;8;3;-9999;-9999;-9999;15.6208333333333
10.09406;59.049;42;3;-9999;-9999;-9999;16
5.32709;60.3786;21;3;-9999;-9999;-9999;23.2625
9.5844;59.18646;80;3;-9999;-9999;-9999;16.3541666666667
4.99714;60.65651;5;3;-9999;-9999;-9999;15.6666666666667
10.93096;59.94123;188;3;-9999;-9999;-9999;17.0583333333333
7.33248;62.75743;26;3;-9999;-9999;-9999;12.1541666666667
10.03652;63.32525;175;3;-9999;-9999;-9999;10.0625
8.49441;63.42869;11;3;-9999;-9999;-9999;12.3208333333333
12.93669;66.06874;52;3;-9999;-9999;-9999;12.4375
9.60396;59.22029;51;3;-9999;-9999;-9999;14.9875
7.14418;58.0431;7;3;-9999;-9999;-9999;13.1791666666667
5.68469;59.79766;10;3;-9999;-9999;-9999;18.8916666666667
9.04646;61.06408;604;3;-9999;-9999;-9999;14.2208333333333
11.22319;60.13819;191;3;-9999;-9999;-9999;14.0166666666667
8.00035;58.14898;11;3;-9999;-9999;-9999;18.3916666666667
6.72218;58.66696;67;3;-9999;-9999;-9999;17.025
5.85182;62.34873;103;3;-9999;-9999;-9999;13.7416666666667
10.93462;59.94559;178;3;-9999;-9999;-9999;15.4875
10.73284;59.72331;24;3;-9999;-9999;-9999;16.3166666666667
5.70577;58.96217;46;3;-9999;-9999;-9999;15.2291666666667
10.68839;59.52976;19;3;-9999;-9999;-9999;15.7041666666667
9.92991;61.41896;1003;3;-9999;-9999;-9999;11.625
7.52683;58.00623;4;3;-9999;-9999;-9999;17.025
10.61569;60.7252;320;3;-9999;-9999;-9999;15.1
6.76998;58.09015;39;3;-9999;-9999;-9999;17.0541666666667
10.22467;59.72388;55;3;-9999;-9999;-9999;17.1291666666667
5.22877;60.38878;36;3;-9999;-9999;-9999;14.7166666666667
14.54993;67.28039;48;3;-9999;-9999;-9999;14.6375
11.46547;64.47252;42;3;-9999;-9999;-9999;11.0416666666667
6.83108;58.09652;25;3;-9999;-9999;-9999;16.4416666666667
9.46168;59.76407;695;3;-9999;-9999;-9999;12.4875
10.75295;59.90144;6;3;-9999;-9999;-9999;19.275
11.1784;59.41244;51;3;-9999;-9999;-9999;14.9375
10.64767;59.93421;174;3;-9999;-9999;-9999;17.7291666666667
10.79757;59.85873;122;3;-9999;-9999;-9999;16.1166666666667
11.8894;62.93514;731;3;-9999;-9999;-9999;5.325
5.79823;59.92402;41;3;-9999;-9999;-9999;15.4666666666667
5.7546;58.9608;28;3;-9999;-9999;-9999;16.0666666666667
10.94158;60.89697;177;3;-9999;-9999;-9999;16.5625
6.1993;61.7753;2;3;-9999;-9999;-9999;14.2416666666667
10.77316;59.91408;35;3;-9999;-9999;-9999;17.2083333333333
14.84316;67.73893;18;3;-9999;-9999;-9999;13.1875
7.94977;58.15099;89;3;-9999;-9999;-9999;15.825
5.76851;58.83797;115;3;-9999;-9999;-9999;16.875
8.67568;59.88415;263;3;-9999;-9999;-9999;17.1875
5.03693;60.1738;10;3;-9999;-9999;-9999;18.2958333333333
10.79834;59.96084;258;3;-9999;-9999;-9999;15.5083333333333
13.97274;66.25795;12;3;-9999;-9999;-9999;12.5541666666667
10.27326;59.56038;21;3;-9999;-9999;-9999;16.1291666666667
9.86957;63.30906;107;3;-9999;-9999;-9999;10.3208333333333
9.91042;59.79065;63;3;-9999;-9999;-9999;17.0166666666667
6.83642;58.91139;634;3;-9999;-9999;-9999;13.2083333333333
10.68344;59.3111;6;3;-9999;-9999;-9999;16.1666666666667
10.94552;59.08427;11;3;-9999;-9999;-9999;17.7833333333333
9.08603;61.75722;923;3;-9999;-9999;-9999;9.95833333333333
10.08416;59.03844;17;3;-9999;-9999;-9999;16.2708333333333
5.33402;60.35103;56;3;-9999;-9999;-9999;17.0625
10.85478;60.05551;223;3;-9999;-9999;-9999;14.5625
11.70208;59.82372;207;3;-9999;-9999;-9999;15.4291666666667
10.09859;59.76252;21;3;-9999;-9999;-9999;16.1583333333333
10.8571;59.69763;121;3;-9999;-9999;-9999;15.4875
10.44538;59.37913;50;3;-9999;-9999;-9999;15.6541666666667
11.18073;59.5727;147;3;-9999;-9999;-9999;15.1041666666667
11.01813;59.23858;36;3;-9999;-9999;-9999;16.4208333333333
7.28187;62.75314;43;3;-9999;-9999;-9999;12.1458333333333
14.153;66.97331;16;3;-9999;-9999;-9999;12.2833333333333
10.77427;59.95048;121;3;-9999;-9999;-9999;15.9833333333333
9.25533;58.75991;35;3;-9999;-9999;-9999;15.1291666666667
9.5401;62.68292;892;3;-9999;-9999;-9999;7.62083333333333
10.70592;60.21212;245;3;-9999;-9999;-9999;14.5833333333333
10.86066;59.75534;124;3;-9999;-9999;-9999;13.5833333333333
18.9285;69.66173;84;3;-9999;-9999;-9999;13.7875
9.35025;61.91508;477;3;-9999;-9999;-9999;13.3916666666667
10.289;60.08601;84;3;-9999;-9999;-9999;17.8791666666667
5.75114;58.82323;71;3;-9999;-9999;-9999;15.3041666666667
10.83166;61.73496;352;3;-9999;-9999;-9999;10.3375
10.4489;63.4327;58;3;-9999;-9999;-9999;9.39583333333333
10.38431;62.20001;561;3;-9999;-9999;-9999;8.3125
9.2733;60.96727;383;3;-9999;-9999;-9999;15.85
8.08688;58.18092;54;3;-9999;-9999;-9999;16.475
14.39446;68.21339;20;3;-9999;-9999;-9999;13.8458333333333
10.61496;59.44315;20;3;-9999;-9999;-9999;16.3583333333333
10.22689;59.75351;80;3;-9999;-9999;-9999;14.8083333333333
10.86711;59.20946;79;3;-9999;-9999;-9999;15.6708333333333
5.30199;60.42088;16;3;-9999;-9999;-9999;16.7541666666667
5.28286;60.43471;19;3;-9999;-9999;-9999;17.175
5.28432;60.44051;68;3;-9999;-9999;-9999;17.3416666666667
12.14601;65.47087;7;3;-9999;-9999;-9999;12.2541666666667
10.79573;59.90779;62;3;-9999;-9999;-9999;17.7541666666667
8.33688;58.71167;178;3;-9999;-9999;-9999;16.8583333333333
5.30754;60.41827;6;3;-9999;-9999;-9999;16.7375
5.29283;60.46391;122;3;-9999;-9999;-9999;18.0416666666667
6.77201;58.84405;327;3;-9999;-9999;-9999;15.4041666666667
5.26493;60.4739;39;3;-9999;-9999;-9999;15.3958333333333
5.29874;60.43868;97;3;-9999;-9999;-9999;17.4083333333333
9.00983;59.84704;284;3;-9999;-9999;-9999;15.3708333333333
5.37411;60.46167;154;3;-9999;-9999;-9999;14.9916666666667
5.3241;60.4556;112;3;-9999;-9999;-9999;16.1291666666667
5.33;60.45584;213;3;-9999;-9999;-9999;12.7666666666667
5.8;61.4667;50;3;-9999;-9999;-9999;16.05
5.35745;60.46162;109;3;-9999;-9999;-9999;14.2958333333333
5.35605;60.46318;111;3;-9999;-9999;-9999;17.0958333333333
5.30448;60.4685;125;3;-9999;-9999;-9999;16.4375
5.28566;60.46343;84;3;-9999;-9999;-9999;16.8666666666667
6.66179;62.29073;75;3;-9999;-9999;-9999;12.975
5.37422;60.46052;149;3;-9999;-9999;-9999;15.6375
5.31623;60.52306;8;3;-9999;-9999;-9999;15.9875
5.3442;60.46213;140;3;-9999;-9999;-9999;15.1958333333333
5.28417;60.43915;46;3;-9999;-9999;-9999;17.3333333333333
5.35635;60.46633;143;3;-9999;-9999;-9999;17.6833333333333
5.29604;60.4534;12;3;-9999;-9999;-9999;16.7083333333333
5.35699;60.46726;152;3;-9999;-9999;-9999;17.5458333333333
5.26583;60.4881;66;3;-9999;-9999;-9999;17.6625
6.95716;58.87572;721;3;-9999;-9999;-9999;13.6583333333333
7.23608;62.29656;182;3;-9999;-9999;-9999;12.3625
6.97234;58.87207;800;3;-9999;-9999;-9999;10.9125
6.72087;58.66701;68;3;-9999;-9999;-9999;12.0166666666667
6.89923;58.88405;627;3;-9999;-9999;-9999;12.6416666666667
10.48526;63.30069;138;3;-9999;-9999;-9999;9.675
6.87673;58.88348;571;3;-9999;-9999;-9999;13.9125
6.89863;58.88425;625;3;-9999;-9999;-9999;13.2833333333333
6.87513;58.88334;552;3;-9999;-9999;-9999;13.1666666666667
6.96317;58.87854;753;3;-9999;-9999;-9999;12.1958333333333
6.95445;58.88094;730;3;-9999;-9999;-9999;11.9666666666667
6.94731;58.86915;722;3;-9999;-9999;-9999;12.3041666666667
5.87888;58.7739;210;3;-9999;-9999;-9999;12.6208333333333
6.90649;58.88631;652;3;-9999;-9999;-9999;12.85
18.90654;69.45901;3;3;-9999;-9999;-9999;13.775
6.85779;58.88965;519;3;-9999;-9999;-9999;13.6375
14.57039;67.29224;75;3;-9999;-9999;-9999;13.8416666666667
6.44958;62.58683;43;3;-9999;-9999;-9999;15.2666666666667
10.82671;59.72438;142;3;-9999;-9999;-9999;18
10.85833;59.91079;238;3;-9999;-9999;-9999;17.2708333333333
8.57062;59.17648;798;3;-9999;-9999;-9999;12.4666666666667
5.34089;60.33114;8;3;-9999;-9999;-9999;18.5958333333333
5.83191;61.4532;74;3;-9999;-9999;-9999;14.5625
8.06097;58.15031;88;3;-9999;-9999;-9999;15.2875
9.40089;60.84411;954;3;-9999;-9999;-9999;10.9375
8.61674;62.66157;20;3;-9999;-9999;-9999;11.4
10.68342;59.49381;13;3;-9999;-9999;-9999;16.525
10.71895;59.92699;67;3;-9999;-9999;-9999;16.6666666666667
9.22133;61.03463;737;3;-9999;-9999;-9999;12.6416666666667
5.3435;60.37292;26;3;-9999;-9999;-9999;24.3041666666667
5.37646;60.31274;65;3;-9999;-9999;-9999;17.9708333333333
10.69143;60.79676;136;3;-9999;-9999;-9999;17.2583333333333
7.49384;58.79132;422;3;-9999;-9999;-9999;14.3708333333333
5.71355;58.83202;53;3;-9999;-9999;-9999;16.7291666666667
6.41871;62.42973;25;3;-9999;-9999;-9999;14.8291666666667
16.3751;68.09575;23;3;-9999;-9999;-9999;15.025
9.96698;59.97538;138;3;-9999;-9999;-9999;16.075
10.9297;60.00483;135;3;-9999;-9999;-9999;14.3541666666667
5.71634;58.90347;40;3;-9999;-9999;-9999;18.675
10.61201;59.74463;96;3;-9999;-9999;-9999;15.7875
8.48952;60.47946;794;3;-9999;-9999;-9999;13.6208333333333
8.70554;58.40585;5;3;-9999;-9999;-9999;15.9958333333333
10.39998;63.36883;102;3;-9999;-9999;-9999;10.8083333333333
9.48077;60.32362;902;3;-9999;-9999;-9999;10.9583333333333
10.60261;60.94195;265;3;-9999;-9999;-9999;12.2916666666667
10.76504;64.45592;29;3;-9999;-9999;-9999;10.8666666666667
23.27101;69.93163;20;3;-9999;-9999;-9999;16.95
15.45944;68.69623;28;3;-9999;-9999;-9999;12.6
9.62509;59.20398;73;3;-9999;-9999;-9999;18.0541666666667
9.65726;63.68037;11;3;-9999;-9999;-9999;11.5708333333333
9.00709;59.47239;719;3;-9999;-9999;-9999;13.8708333333333
9.7264;59.02776;29;3;-9999;-9999;-9999;16.0458333333333
5.12994;60.44547;27;3;-9999;-9999;-9999;15.5833333333333
14.80836;68.43341;24;3;-9999;-9999;-9999;14.1125
5.31242;60.42178;103;3;-9999;-9999;-9999;14.7875
10.94606;60.87764;141;3;-9999;-9999;-9999;14.5958333333333
11.53561;63.81249;83;3;-9999;-9999;-9999;10.0583333333333
10.86353;60.05063;204;3;-9999;-9999;-9999;24.7875
7.2352;62.74544;20;3;-9999;-9999;-9999;12.4208333333333
6.86314;58.89307;594;3;-9999;-9999;-9999;13.1625
10.45433;61.22937;266;3;-9999;-9999;-9999;14.2916666666667
7.20196;61.31729;200;3;-9999;-9999;-9999;13.9041666666667
10.53648;59.90189;51;3;-9999;-9999;-9999;16.6791666666667
10.01627;60.34639;679;3;-9999;-9999;-9999;11.45
10.92471;59.94165;171;3;-9999;-9999;-9999;17.4
10.63883;59.91773;45;3;-9999;-9999;-9999;16.325
5.73121;58.96102;38;3;-9999;-9999;-9999;15.075
5.68742;58.56609;23;3;-9999;-9999;-9999;16.6833333333333
10.77786;59.96478;157;3;-9999;-9999;-9999;15.8125
5.32245;60.40603;9;3;-9999;-9999;-9999;15.0125
10.61759;59.79573;106;3;-9999;-9999;-9999;16.8875
10.55326;60.39144;209;3;-9999;-9999;-9999;15.5708333333333
7.60119;61.49178;12;3;-9999;-9999;-9999;14.7583333333333
23.19224;69.88219;40;3;-9999;-9999;-9999;17.4083333333333
10.54546;62.98979;156;3;-9999;-9999;-9999;9.98333333333333
23.19042;69.87868;41;3;-9999;-9999;-9999;15.1333333333333
5.19422;60.7262;37;3;-9999;-9999;-9999;16.4541666666667
16.61238;68.41981;13;3;-9999;-9999;-9999;13.8833333333333
10.62734;59.79586;128;3;-9999;-9999;-9999;15.1833333333333
9.79817;59.00793;8;3;-9999;-9999;-9999;18.2958333333333
10.62802;59.79763;116;3;-9999;-9999;-9999;16.5375
10.63779;59.7918;142;3;-9999;-9999;-9999;16.2583333333333
5.25943;60.26243;15;3;-9999;-9999;-9999;15.0916666666667
7.9746;58.26799;59;3;-9999;-9999;-9999;17.2041666666667
10.67925;63.55547;17;3;-9999;-9999;-9999;11.35
10.51001;61.10765;494;3;-9999;-9999;-9999;12.0041666666667
10.66944;59.95312;151;3;-9999;-9999;-9999;17.3791666666667
11.71161;63.77843;28;3;-9999;-9999;-9999;10.1791666666667
9.67562;59.60418;133;3;-9999;-9999;-9999;15.2666666666667
11.36125;60.67272;269;3;-9999;-9999;-9999;13.1708333333333
6.24434;61.52998;241;3;-9999;-9999;-9999;13.6916666666667
5.26159;60.25459;26;3;-9999;-9999;-9999;16.1166666666667
9.66911;59.65949;227;3;-9999;-9999;-9999;14.5875
5.96154;59.33485;16;3;-9999;-9999;-9999;15.0125
10.47106;59.91962;70;3;-9999;-9999;-9999;16.0666666666667
5.71329;58.90346;26;3;-9999;-9999;-9999;15.3166666666667
12.49503;61.32218;596;3;-9999;-9999;-9999;9.07083333333333
11.57403;60.89905;185;3;-9999;-9999;-9999;13.6333333333333
6.08817;59.20832;12;3;-9999;-9999;-9999;15.8791666666667
10.40221;59.13046;45;3;-9999;-9999;-9999;15.6083333333333
10.47912;61.27382;812;3;-9999;-9999;-9999;10.6375
9.65813;59.64782;192;3;-9999;-9999;-9999;15.7041666666667
10.64856;59.92473;82;3;-9999;-9999;-9999;16.4333333333333
10.06366;60.83814;158;3;-9999;-9999;-9999;15.1
10.82123;59.87456;165;3;-9999;-9999;-9999;16.8583333333333
14.23648;66.31152;86;3;-9999;-9999;-9999;13.1916666666667
5.67933;60.36698;30;3;-9999;-9999;-9999;15.0333333333333
10.46992;59.39689;33;3;-9999;-9999;-9999;19.5
10.33856;63.39755;176;3;-9999;-9999;-9999;9.7375
10.09446;61.05306;815;3;-9999;-9999;-9999;10.2958333333333
11.34861;62.72093;710;3;-9999;-9999;-9999;6.49583333333333
8.96704;60.52401;906;3;-9999;-9999;-9999;10.8916666666667
10.45498;59.43468;11;3;-9999;-9999;-9999;16.7041666666667
23.37806;69.95695;52;3;-9999;-9999;-9999;15.4375
10.83591;59.90279;130;3;-9999;-9999;-9999;14.8041666666667
5.9206;60.41179;584;3;-9999;-9999;-9999;13.5458333333333
10.72543;59.90686;11;3;-9999;-9999;-9999;21.8208333333333
29.71836;70.08613;35;3;-9999;-9999;-9999;18.2541666666667
9.94651;64.05771;25;3;-9999;-9999;-9999;11.925
10.20917;59.15084;79;3;-9999;-9999;-9999;16.0041666666667
13.20294;65.84594;18;3;-9999;-9999;-9999;11.9583333333333
6.6416;59.51525;92;3;-9999;-9999;-9999;17.5625
5.71079;58.94861;63;3;-9999;-9999;-9999;16.6416666666667
10.73047;59.25343;21;3;-9999;-9999;-9999;16.725
8.52971;63.25793;36;3;-9999;-9999;-9999;11.7875
6.1079;61.49275;219;3;-9999;-9999;-9999;14.0791666666667
10.37697;60.67909;313;3;-9999;-9999;-9999;22.8708333333333
10.21785;59.74122;4;3;-9999;-9999;-9999;17.725
5.73645;58.98408;13;3;-9999;-9999;-9999;16.7625
14.01384;66.34932;56;3;-9999;-9999;-9999;13.1291666666667
9.15574;60.04204;234;3;-9999;-9999;-9999;16.1458333333333
10.05184;61.3293;822;3;-9999;-9999;-9999;11.6583333333333
10.82806;59.74794;77;3;-9999;-9999;-9999;16.2291666666667
5.48697;62.24649;10;3;-9999;-9999;-9999;15.6833333333333
6.1669;62.472;19;3;-9999;-9999;-9999;12.625
10.49668;59.8604;13;3;-9999;-9999;-9999;16.9166666666667
8.20283;58.81882;651;3;-9999;-9999;-9999;14.6958333333333
7.18283;58.24415;47;3;-9999;-9999;-9999;15.4875
6.46976;60.63761;104;3;-9999;-9999;-9999;15.3208333333333
14.5522;67.27835;25;3;-9999;-9999;-9999;14.0708333333333
7.14073;58.222;166;3;-9999;-9999;-9999;16.1125
10.80291;59.83056;128;3;-9999;-9999;-9999;16.5333333333333
9.87154;60.02554;178;3;-9999;-9999;-9999;15.8958333333333
5.63081;61.47986;25;3;-9999;-9999;-9999;18.5166666666667
10.78163;59.83189;95;3;-9999;-9999;-9999;18.6666666666667
10.37425;59.82181;206;3;-9999;-9999;-9999;14.4541666666667
8.84656;58.79433;200;3;-9999;-9999;-9999;14.9916666666667
5.07651;60.33565;40;3;-9999;-9999;-9999;14.3
10.64934;59.92233;72;3;-9999;-9999;-9999;17.7541666666667
10.64984;59.92198;72;3;-9999;-9999;-9999;17.2625
6.2812;58.3436;23;3;-9999;-9999;-9999;22.575
10.81849;59.20557;46;3;-9999;-9999;-9999;15.4041666666667
9.6335;59.22528;48;3;-9999;-9999;-9999;15.6833333333333
9.91892;59.50959;94;3;-9999;-9999;-9999;15.5208333333333
6.7788;58.34261;210;3;-9999;-9999;-9999;15.4541666666667
29.35102;69.86803;12;3;-9999;-9999;-9999;16.8333333333333
30.10775;69.56504;33;3;-9999;-9999;-9999;20.1958333333333
30.20042;69.76893;19;3;-9999;-9999;-9999;17.9
29.70275;69.38396;40;3;-9999;-9999;-9999;19.9833333333333
10.263;59.832;206;3;-9999;-9999;-9999;14.6208333333333
10.75629;59.28982;16;3;-9999;-9999;-9999;14.9916666666667
8.38351;60.43115;1062;3;-9999;-9999;-9999;11.85
5.99324;58.46794;17;3;-9999;-9999;-9999;17.2916666666667
14.58874;66.16469;532;3;-9999;-9999;-9999;10.5541666666667
5.59694;58.92095;9;3;-9999;-9999;-9999;18.7541666666667
10.68098;59.92723;16;3;-9999;-9999;-9999;16.4958333333333
11.41217;59.06617;30;3;-9999;-9999;-9999;15.5833333333333
11.04767;59.98477;158;3;-9999;-9999;-9999;15.2083333333333
11.05043;59.98085;141;3;-9999;-9999;-9999;17.9625
10.84468;59.49445;46;3;-9999;-9999;-9999;15.7583333333333
9.69796;61.66941;300;3;-9999;-9999;-9999;12.4083333333333
9.12759;63.49936;2;3;-9999;-9999;-9999;11.3208333333333
9.41934;60.24215;832;3;-9999;-9999;-9999;11.7083333333333
5.73709;58.93082;26;3;-9999;-9999;-9999;17.5208333333333
10.28242;59.41196;120;3;-9999;-9999;-9999;16.0708333333333
17.1259;68.67705;24;3;-9999;-9999;-9999;13.2208333333333
8.82207;59.99661;248;3;-9999;-9999;-9999;14.4083333333333
9.69461;61.03694;976;3;-9999;-9999;-9999;9.77083333333333
12.22356;61.29102;627;3;-9999;-9999;-9999;10.6458333333333
10.66887;60.1068;381;3;-9999;-9999;-9999;12.2416666666667
9.59344;59.22246;47;3;-9999;-9999;-9999;15.8916666666667
11.16858;60.13029;200;3;-9999;-9999;-9999;17.6041666666667
5.75625;58.85452;29;3;-9999;-9999;-9999;17.3333333333333
10.59601;59.93297;121;3;-9999;-9999;-9999;18.1125
8.32542;60.89341;923;3;-9999;-9999;-9999;10.0666666666667
7.16596;62.19132;478;3;-9999;-9999;-9999;9.7875
10.41949;59.82418;185;3;-9999;-9999;-9999;15.6291666666667
18.01393;69.23361;21;3;-9999;-9999;-9999;15.6166666666667
5.2075;59.6023;13;3;-9999;-9999;-9999;12.3041666666667
5.08822;60.34824;91;3;-9999;-9999;-9999;16.3083333333333
9.93057;60.23726;140;3;-9999;-9999;-9999;15.8458333333333
10.94776;59.91584;184;3;-9999;-9999;-9999;14
5.4519;60.1778;65;3;-9999;-9999;-9999;16.8583333333333
10.5236;59.68663;18;3;-9999;-9999;-9999;16.5375
